"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",3268,108,2,990,1304,179,357,79,249
"Esposa(o)/ compa¤era(o) (050)",199,7,1,49,93,12,13,9,15
"Hijo(a)/ hijastro(a) (051)",3515,353,182,1108,1264,163,126,191,128
"Yerno/ nuera (052)",113,,,14,47,12,21,6,13
"Nieto(a) (053)",302,69,35,113,66,8,3,6,2
"Padres/ suegros (054)",67,21,,36,7,1,,,2
"Otro(a) pariente (055)",625,39,17,181,291,26,21,28,22
"Trabajador(a) del hogar (056)",2,,,1,1,,,,
"Pensionista (057)",5,1,,,3,,,,1
"Otro(a) no pariente (058)",228,8,1,47,111,8,16,11,26
"Mujeres (060)",8749,1199,226,3398,2815,335,363,176,237
"Jefe o Jefa (061)",1724,348,2,783,432,33,70,13,43
"Esposa(o)/ compa¤era(o) (062)",2248,216,3,1006,757,66,109,18,73
"Hijo(a)/ hijastro(a) (063)",3420,375,167,1179,1179,178,136,118,88
"Yerno/ nuera (064)",155,1,,27,85,9,18,6,9
"Nieto(a) (065)",295,73,33,121,53,7,2,6,
"Padres/ suegros (066)",141,93,,42,3,2,,1,
"Otro(a) pariente (067)",558,64,20,190,212,28,23,10,11
"Trabajador(a) del hogar (068)",14,1,,4,9,,,,
"Otro(a) no pariente (070)",194,28,1,46,85,12,5,4,13
,,,,,,,,,
"RURAL (072)",27078,4093,632,13235,7552,591,469,262,244
"Jefe o Jefa (073)",8360,1245,4,4490,2091,161,190,56,123
"Esposa(o)/ compa¤era(o) (074)",4253,798,7,2554,779,40,43,15,17
"Hijo(a)/ hijastro(a) (075)",11142,1321,526,4749,3824,328,172,157,65
"Yerno/ nuera (076)",346,7,2,123,176,12,16,4,6
"Nieto(a) (077)",978,252,67,453,193,4,4,5,
"Padres/ suegros (078)",290,171,,114,4,,,,1
"Otro(a) pariente (079)",1351,234,24,597,389,35,25,22,25
"Trabajador(a) del hogar (080)",35,8,,20,6,1,,,
"Pensionista (081)",3,2,,,1,,,,
"Otro(a) no pariente (082)",320,55,2,135,89,10,19,3,7
"Hombres (084)",13096,1307,287,5965,4436,393,326,189,193
"Jefe o Jefa (085)",5537,384,4,2989,1697,132,164,53,114
"Esposa(o)/ compa¤era(o) (086)",267,14,,111,115,5,11,5,6
"Hijo(a)/ hijastro(a) (087)",5739,656,245,2211,2152,212,110,106,47
"Yerno/ nuera (088)",158,5,1,43,86,5,11,4,3
"Nieto(a) (089)",477,126,25,218,102,2,1,3,
"Padres/ suegros (090)",86,27,,56,2,,,,1
"Otro(a) pariente (091)",646,75,11,263,224,27,12,16,18
"Trabajador(a) del hogar (092)",13,,,10,2,1,,,
"Pensionista (093)",3,2,,,1,,,,
"Otro(a) no pariente (094)",170,18,1,64,55,9,17,2,4
"Mujeres (096)",13982,2786,345,7270,3116,198,143,73,51
"Jefe o Jefa (097)",2823,861,,1501,394,29,26,3,9
"Esposa(o)/ compa¤era(o) (098)",3986,784,7,2443,664,35,32,10,11
"Hijo(a)/ hijastro(a) (099)",5403,665,281,2538,1672,116,62,51,18
"Yerno/ nuera (100)",188,2,1,80,90,7,5,,3
"Nieto(a) (101)",501,126,42,235,91,2,3,2,
"Padres/ suegros (102)",204,144,,58,2,,,,
"Otro(a) pariente (103)",705,159,13,334,165,8,13,6,7
"Trabajador(a) del hogar (104)",22,8,,10,4,,,,
"Otro(a) no pariente (106)",150,37,1,71,34,1,2,1,3
