"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2756,42,,1374,881,83,181,41,154
"Esposa(o)/ compa¤era(o) (050)",92,4,,38,28,1,8,2,11
"Hijo(a)/ hijastro(a) (051)",2451,251,127,1040,870,56,40,27,40
"Yerno/ nuera (052)",104,,,32,46,4,12,3,7
"Nieto(a) (053)",319,76,31,127,77,3,2,2,1
"Padres/ suegros (054)",81,4,,76,1,,,,
"Otro(a) pariente (055)",396,28,11,180,145,13,7,1,11
"Trabajador(a) del hogar (056)",5,1,,2,2,,,,
"Pensionista (057)",11,,,4,4,1,,1,1
"Otro(a) no pariente (058)",242,13,,86,104,11,17,2,9
"Mujeres (060)",6140,493,149,3011,1879,140,237,60,171
"Jefe o Jefa (061)",615,29,1,341,140,19,37,10,38
"Esposa(o)/ compa¤era(o) (062)",2433,90,1,1369,718,43,110,27,75
"Hijo(a)/ hijastro(a) (063)",2130,240,112,866,747,56,57,20,32
"Yerno/ nuera (064)",138,2,,52,59,7,12,1,5
"Nieto(a) (065)",239,49,28,94,60,1,4,2,1
"Padres/ suegros (066)",160,41,,104,9,,4,,2
"Otro(a) pariente (067)",259,36,4,128,67,8,6,,10
"Trabajador(a) del hogar (068)",41,1,,15,24,1,,,
"Pensionista (069)",3,,,,1,,,,2
"Otro(a) no pariente (070)",122,5,3,42,54,5,7,,6
,,,,,,,,,
"RURAL (072)",10203,1585,383,6493,1614,40,62,6,20
"Jefe o Jefa (073)",2730,200,4,1900,573,17,25,2,9
"Esposa(o)/ compa¤era(o) (074)",2017,298,4,1390,303,8,11,,3
"Hijo(a)/ hijastro(a) (075)",4014,836,314,2373,469,9,9,3,1
"Yerno/ nuera (076)",84,1,,59,21,1,2,,
"Nieto(a) (077)",251,72,29,132,17,,1,,
"Padres/ suegros (078)",94,44,,44,6,,,,
"Otro(a) pariente (079)",667,85,25,411,138,4,4,,
"Trabajador(a) del hogar (080)",2,,,2,,,,,
"Pensionista (081)",12,,,2,3,,3,,4
"Otro(a) no pariente (082)",332,49,7,180,84,1,7,1,3
"Hombres (084)",5653,699,207,3622,1053,23,34,2,13
"Jefe o Jefa (085)",2431,130,4,1706,545,16,22,1,7
"Esposa(o)/ compa¤era(o) (086)",51,2,,41,8,,,,
"Hijo(a)/ hijastro(a) (087)",2328,455,172,1369,324,3,3,1,1
"Yerno/ nuera (088)",27,,,19,6,1,1,,
"Nieto(a) (089)",146,38,14,81,12,,1,,
"Padres/ suegros (090)",43,12,,26,5,,,,
"Otro(a) pariente (091)",420,43,11,270,92,3,1,,
"Pensionista (093)",8,,,2,3,,1,,2
"Otro(a) no pariente (094)",199,19,6,108,58,,5,,3
"Mujeres (096)",4550,886,176,2871,561,17,28,4,7
"Jefe o Jefa (097)",299,70,,194,28,1,3,1,2
"Esposa(o)/ compa¤era(o) (098)",1966,296,4,1349,295,8,11,,3
"Hijo(a)/ hijastro(a) (099)",1686,381,142,1004,145,6,6,2,
"Yerno/ nuera (100)",57,1,,40,15,,1,,
"Nieto(a) (101)",105,34,15,51,5,,,,
"Padres/ suegros (102)",51,32,,18,1,,,,
"Otro(a) pariente (103)",247,42,14,141,46,1,3,,
"Trabajador(a) del hogar (104)",2,,,2,,,,,
"Pensionista (105)",4,,,,,,2,,2
"Otro(a) no pariente (106)",133,30,1,72,26,1,2,1,
