"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",11,11,,,
"Primaria (063)",1921,1768,86,27,40
"Secundaria (064)",1539,1301,112,64,62
"Superior no univ. incompleta (065)",316,233,36,16,31
"Superior no univ. completa (066)",1228,623,256,212,137
"Superior univ. incompleta (067)",104,61,12,13,18
"Superior univ. completa (068)",471,176,92,108,95
"De 06 a 14 años (070)",103,93,10,,
"Sin nivel (071)",3,3,,,
"Primaria (073)",71,63,8,,
"Secundaria (074)",29,27,2,,
"De 15 a 29 años (080)",1759,1415,166,85,93
"Sin nivel (081)",32,31,1,,
"Educación inicial (082)",5,5,,,
"Primaria (083)",409,368,27,3,11
"Secundaria (084)",705,613,55,22,15
"Superior no univ. incompleta (085)",146,115,18,8,5
"Superior no univ. completa (086)",330,213,48,36,33
"Superior univ. incompleta (087)",42,29,1,4,8
"Superior univ. completa (088)",90,41,16,12,21
"De 30 a 44 años (090)",2218,1500,295,240,183
"Sin nivel (091)",55,51,3,,1
"Educación inicial (092)",6,6,,,
"Primaria (093)",610,561,21,10,18
"Secundaria (094)",453,376,36,22,19
"Superior no univ. incompleta (095)",125,87,12,7,19
"Superior no univ. completa (096)",703,315,173,135,80
"Superior univ. incompleta (097)",40,20,7,7,6
"Superior univ. completa (098)",226,84,43,59,40
"De 45 a 64 años (100)",1434,1096,121,112,105
"Sin nivel (101)",102,99,1,,2
"Primaria (103)",617,569,27,11,10
"Secundaria (104)",320,256,18,20,26
"Superior no univ. incompleta (105)",41,28,6,1,6
"Superior no univ. completa (106)",183,85,33,41,24
"Superior univ. incompleta (107)",22,12,4,2,4
"Superior univ. completa (108)",149,47,32,37,33
"De 65 y más años (110)",340,323,9,3,5
"Sin nivel (111)",72,70,2,,
"Primaria (113)",214,207,3,3,1
"Secundaria (114)",32,29,1,,2
"Superior no univ. incompleta (115)",4,3,,,1
"Superior no univ. completa (116)",12,10,2,,
"Superior univ. completa (118)",6,4,1,,1
,,,,,
"RURAL (120)",15235,14478,489,130,138
"Sin nivel (121)",1889,1840,34,9,6
"Educación inicial (122)",14,13,1,,
"Primaria (123)",11316,10853,323,75,65
"Secundaria (124)",1640,1506,79,26,29
"Superior no univ. incompleta (125)",94,77,8,1,8
"Superior no univ. completa (126)",214,146,33,11,24
"Superior univ. incompleta (127)",13,7,2,2,2
"Superior univ. completa (128)",55,36,9,6,4
"De 06 a 14 años (130)",515,501,13,1,
"Sin nivel (131)",70,70,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",438,424,13,1,
"Secundaria (134)",6,6,,,
"De 15 a 29 años (140)",5491,5186,190,53,62
"Sin nivel (141)",364,350,8,5,1
"Educación inicial (142)",7,7,,,
"Primaria (143)",4090,3901,129,32,28
"Secundaria (144)",901,829,43,14,15
"Superior no univ. incompleta (145)",45,41,1,1,2
"Superior no univ. completa (146)",69,47,8,1,13
"Superior univ. incompleta (147)",3,2,,,1
"Superior univ. completa (148)",12,9,1,,2
"De 30 a 44 años (150)",4511,4216,191,55,49
"Sin nivel (151)",450,431,14,4,1
"Educación inicial (152)",6,5,1,,
"Primaria (153)",3354,3182,120,32,20
"Secundaria (154)",510,465,30,6,9
"Superior no univ. incompleta (155)",39,29,4,,6
"Superior no univ. completa (156)",119,83,18,7,11
"Superior univ. incompleta (157)",6,3,,2,1
"Superior univ. completa (158)",27,18,4,4,1
"De 45 a 64 años (160)",3327,3206,82,18,21
"Sin nivel (161)",525,512,10,,3
"Primaria (163)",2545,2475,50,8,12
"Secundaria (164)",206,189,6,6,5
"Superior no univ. incompleta (165)",9,6,3,,
"Superior no univ. completa (166)",24,14,7,3,
"Superior univ. incompleta (167)",4,2,2,,
"Superior univ. completa (168)",14,8,4,1,1
"De 65 y más años (170)",1391,1369,13,3,6
"Sin nivel (171)",480,477,2,,1
"Primaria (173)",889,871,11,2,5
"Secundaria (174)",17,17,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",2,2,,,
"Superior univ. completa (178)",2,1,,1,
