"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",22,4,14,,2,2
"Actividad economica no especificada (043)",85,1,15,31,26,12
"Mujeres (045)",4993,79,1454,1885,1245,330
"Agric., ganadería, caza y silvicultura (046)",2181,41,584,727,617,212
"Pesca (047)",5,,1,4,,
"Explotación de minas y canteras (048)",40,,19,17,4,
"Industrias manufactureras (049)",116,3,40,34,34,5
"Construcción (051)",19,1,9,7,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",912,9,242,374,237,50
"Venta, mant.y rep. veh.autom.y motoc. (053)",5,,1,,4,
"Comercio al por mayor (054)",26,,8,9,5,4
"Comercio al por menor (055)",881,9,233,365,228,46
"Hoteles y restaurantes (056)",373,6,119,131,93,24
"Trans., almac. y comunicaciones (057)",77,1,49,18,9,
"Intermediación financiera (058)",7,,,4,3,
"Activid.inmobil., empres. y alquileres (059)",77,,32,33,9,3
"Admin.pub. y defensa; p. segur.soc.afil (060)",177,,60,87,28,2
"Enseñanza (061)",392,,71,233,86,2
"Servicios sociales y de salud (062)",117,,21,64,31,1
"Otras activ. serv.comun.soc y personales (063)",128,3,48,48,25,4
"Hogares privados con servicio doméstico (064)",198,15,112,45,20,6
"Actividad economica no especificada (066)",174,,47,59,48,20
,,,,,,
"URBANA (067)",9468,171,2712,3538,2408,639
"Agric., ganadería, caza y silvicultura (068)",3365,97,805,1006,1019,438
"Pesca (069)",43,,19,17,5,2
"Explotación de minas y canteras (070)",1064,,321,539,204,
"Industrias manufactureras (071)",382,15,148,123,80,16
"Suministro de electricidad, gas y agua (072)",30,,11,8,11,
"Construcción (073)",596,3,259,217,110,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1268,18,323,485,358,84
"Venta, mant.y rep. veh.autom.y motoc. (075)",109,,36,41,30,2
"Comercio al por mayor (076)",51,,15,19,11,6
"Comercio al por menor (077)",1108,18,272,425,317,76
"Hoteles y restaurantes (078)",422,10,152,135,97,28
"Trans., almac. y comunicaciones (079)",449,5,184,169,86,5
"Intermediación financiera (080)",14,,1,6,7,
"Activid.inmobil., empres. y alquileres (081)",197,1,66,73,51,6
"Admin.pub. y defensa; p. segur.soc.afil (082)",409,,96,208,100,5
"Enseñanza (083)",481,,78,288,111,4
"Servicios sociales y de salud (084)",167,,25,85,54,3
"Otras activ. serv.comun.soc y personales (085)",236,6,88,83,47,12
"Hogares privados con servicio doméstico (086)",154,15,91,32,12,4
"Actividad economica no especificada (088)",191,1,45,64,56,25
"Hombres (089)",6202,114,1780,2249,1613,446
"Agric., ganadería, caza y silvicultura (090)",2361,74,578,647,728,334
"Pesca (091)",42,,19,16,5,2
"Explotación de minas y canteras (092)",1036,,305,531,200,
"Industrias manufactureras (093)",282,12,114,93,50,13
"Suministro de electricidad, gas y agua (094)",30,,11,8,11,
"Construcción (095)",581,2,251,213,109,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",523,9,123,182,165,44
"Venta, mant.y rep. veh.autom.y motoc. (097)",105,,36,41,26,2
"Comercio al por mayor (098)",28,,8,10,8,2
"Comercio al por menor (099)",390,9,79,131,131,40
"Hoteles y restaurantes (100)",114,5,52,26,21,10
"Trans., almac. y comunicaciones (101)",389,4,144,155,81,5
"Intermediación financiera (102)",8,,1,3,4,
"Activid.inmobil., empres. y alquileres (103)",136,1,37,51,44,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",265,,49,135,77,4
"Enseñanza (105)",162,,23,92,45,2
"Servicios sociales y de salud (106)",68,,8,32,26,2
"Otras activ. serv.comun.soc y personales (107)",122,4,46,38,25,9
"Hogares privados con servicio doméstico (108)",12,2,7,,1,2
"Actividad economica no especificada (110)",71,1,12,27,21,10
"Mujeres (112)",3266,57,932,1289,795,193
"Agric., ganadería, caza y silvicultura (113)",1004,23,227,359,291,104
"Pesca (114)",1,,,1,,
"Explotación de minas y canteras (115)",28,,16,8,4,
"Industrias manufactureras (116)",100,3,34,30,30,3
"Construcción (118)",15,1,8,4,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",745,9,200,303,193,40
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,,,4,
"Comercio al por mayor (121)",23,,7,9,3,4
"Comercio al por menor (122)",718,9,193,294,186,36
"Hoteles y restaurantes (123)",308,5,100,109,76,18
"Trans., almac. y comunicaciones (124)",60,1,40,14,5,
"Intermediación financiera (125)",6,,,3,3,
"Activid.inmobil., empres. y alquileres (126)",61,,29,22,7,3
"Admin.pub. y defensa; p. segur.soc.afil (127)",144,,47,73,23,1
"Enseñanza (128)",319,,55,196,66,2
"Servicios sociales y de salud (129)",99,,17,53,28,1
"Otras activ. serv.comun.soc y personales (130)",114,2,42,45,22,3
"Hogares privados con servicio doméstico (131)",142,13,84,32,11,2
"Actividad economica no especificada (133)",120,,33,37,35,15
,,,,,,
"RURAL (134)",7011,67,1969,2469,1857,649
"Agric., ganadería, caza y silvicultura (135)",4698,55,1177,1465,1422,579
"Pesca (136)",197,2,78,80,34,3
"Explotación de minas y canteras (137)",609,,235,318,55,1
"Industrias manufactureras (138)",107,,45,24,30,8
"Suministro de electricidad, gas y agua (139)",13,,3,6,3,1
"Construcción (140)",263,1,90,112,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",295,2,92,109,74,18
"Venta, mant.y rep. veh.autom.y motoc. (142)",37,,19,16,1,1
"Comercio al por mayor (143)",9,,4,1,4,
"Comercio al por menor (144)",249,2,69,92,69,17
"Hoteles y restaurantes (145)",105,1,33,38,25,8
"Trans., almac. y comunicaciones (146)",148,1,43,69,28,7
"Intermediación financiera (147)",2,,,2,,
"Activid.inmobil., empres. y alquileres (148)",113,,27,66,18,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",127,,35,56,33,3
"Enseñanza (150)",111,,21,53,36,1
"Servicios sociales y de salud (151)",30,,7,16,7,
"Otras activ. serv.comun.soc y personales (152)",59,1,31,16,10,1
"Hogares privados con servicio doméstico (153)",66,4,35,13,10,4
"Actividad economica no especificada (155)",68,,17,26,18,7
"Hombres (156)",5284,45,1447,1873,1407,512
"Agric., ganadería, caza y silvicultura (157)",3521,37,820,1097,1096,471
"Pesca (158)",193,2,77,77,34,3
"Explotación de minas y canteras (159)",597,,232,309,55,1
"Industrias manufactureras (160)",91,,39,20,26,6
"Suministro de electricidad, gas y agua (161)",13,,3,6,3,1
"Construcción (162)",259,1,89,109,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",128,2,50,38,30,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",36,,18,16,1,1
"Comercio al por mayor (165)",6,,3,1,2,
"Comercio al por menor (166)",86,2,29,21,27,7
"Hoteles y restaurantes (167)",40,,14,16,8,2
"Trans., almac. y comunicaciones (168)",131,1,34,65,24,7
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",97,,24,55,16,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",94,,22,42,28,2
"Enseñanza (172)",38,,5,16,16,1
"Servicios sociales y de salud (173)",12,,3,5,4,
"Otras activ. serv.comun.soc y personales (174)",45,,25,13,7,
"Hogares privados con servicio doméstico (175)",10,2,7,,1,
"Actividad economica no especificada (177)",14,,3,4,5,2
"Mujeres (179)",1727,22,522,596,450,137
"Agric., ganadería, caza y silvicultura (180)",1177,18,357,368,326,108
"Pesca (181)",4,,1,3,,
"Explotación de minas y canteras (182)",12,,3,9,,
"Industrias manufactureras (183)",16,,6,4,4,2
"Construcción (185)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",167,,42,71,44,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",3,,1,,2,
"Comercio al por menor (189)",163,,40,71,42,10
"Hoteles y restaurantes (190)",65,1,19,22,17,6
"Trans., almac. y comunicaciones (191)",17,,9,4,4,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",16,,3,11,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",33,,13,14,5,1
"Enseñanza (195)",73,,16,37,20,
"Servicios sociales y de salud (196)",18,,4,11,3,
"Otras activ. serv.comun.soc y personales (197)",14,1,6,3,3,1
"Hogares privados con servicio doméstico (198)",56,2,28,13,9,4
"Actividad economica no especificada (200)",54,,14,22,13,5
