"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",17,12,4,1,
"Obrero (058)",8,6,2,,
"Trabajador independiente (059)",33,33,,,
"Trabajador familiar no remunerado (061)",121,110,10,1,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",1727,1329,166,106,126
"Empleado (065)",331,114,42,70,105
"Obrero (066)",311,196,65,29,21
"Trabajador independiente (067)",692,654,38,,
"Empleador o patrono (068)",18,17,1,,
"Trabajador familiar no remunerado (069)",332,305,20,7,
"Trabajador del hogar (070)",43,43,,,
"De 30 a 44 años (072)",2201,1414,254,260,273
"Empleado (073)",711,142,117,206,246
"Obrero (074)",267,134,55,51,27
"Trabajador independiente (075)",944,883,61,,
"Empleador o patrono (076)",19,18,1,,
"Trabajador familiar no remunerado (077)",257,234,20,3,
"Trabajador del hogar (078)",3,3,,,
"De 45 a 64 años (080)",1353,1066,117,88,82
"Empleado (081)",254,68,38,76,72
"Obrero (082)",150,113,19,8,10
"Trabajador independiente (083)",769,724,45,,
"Empleador o patrono (084)",9,8,,1,
"Trabajador familiar no remunerado (085)",167,149,15,3,
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",304,288,11,3,2
"Empleado (089)",6,4,,1,1
"Obrero (090)",21,16,2,2,1
"Trabajador independiente (091)",222,215,7,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",51,49,2,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",17350,15922,1015,193,220
"Empleado (097)",346,106,88,71,81
"Obrero (098)",1034,661,145,99,129
"Trabajador independiente (099)",9930,9391,539,,
"Empleador o patrono (100)",86,77,5,2,2
"Trabajador familiar no remunerado (101)",5900,5633,238,21,8
"Trabajador del hogar (102)",54,54,,,
"De 06 a 14 años (104)",384,373,11,,
"Empleado (105)",2,2,,,
"Obrero (106)",4,3,1,,
"Trabajador independiente (107)",25,24,1,,
"Trabajador familiar no remunerado (109)",346,337,9,,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",4232,3821,276,70,65
"Empleado (113)",122,43,25,27,27
"Obrero (114)",328,201,57,35,35
"Trabajador independiente (115)",1778,1675,103,,
"Empleador o patrono (116)",19,17,1,1,
"Trabajador familiar no remunerado (117)",1961,1861,90,7,3
"Trabajador del hogar (118)",24,24,,,
"De 30 a 44 años (120)",5619,5079,365,76,99
"Empleado (121)",155,41,44,32,38
"Obrero (122)",381,240,50,33,58
"Trabajador independiente (123)",3336,3140,196,,
"Empleador o patrono (124)",23,18,3,1,1
"Trabajador familiar no remunerado (125)",1714,1630,72,10,2
"Trabajador del hogar (126)",10,10,,,
"De 45 a 64 años (128)",5186,4802,292,43,49
"Empleado (129)",65,20,18,11,16
"Obrero (130)",273,181,32,28,32
"Trabajador independiente (131)",3384,3200,184,,
"Empleador o patrono (132)",30,29,1,,
"Trabajador familiar no remunerado (133)",1428,1366,57,4,1
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",1929,1847,71,4,7
"Empleado (137)",2,,1,1,
"Obrero (138)",48,36,5,3,4
"Trabajador independiente (139)",1407,1352,55,,
"Empleador o patrono (140)",14,13,,,1
"Trabajador familiar no remunerado (141)",451,439,10,,2
"Trabajador del hogar (142)",7,7,,,
