"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",2887,2313,306,200,68
"Agric., ganadería, caza y silvicultura (045)",195,177,16,2,
"Explotación de minas y canteras (047)",239,101,73,61,4
"Industrias manufactureras (048)",49,40,7,2,
"Construcción (050)",7,2,1,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",778,763,13,2,
"Venta, mant.y rep. veh.autom y motoc. (052)",26,25,1,,
"Comercio al por mayor (053)",12,11,,1,
"Comercio al por menor (054)",740,727,12,1,
"Hoteles y restaurantes (055)",849,672,106,69,2
"Trans., almac. y comunicaciones (056)",38,34,1,3,
"Intermediación financiera (057)",3,3,,,
"Activid.inmobil., empres. y alquileres (058)",17,10,2,4,1
"Admin.pub. y defensa; p. segur soc.afil (059)",23,,,,23
"Enseñanza (060)",133,42,45,34,12
"Servicios sociales y de salud (061)",46,12,7,2,25
"Otras activ. serv.comun.soc y personales (062)",99,82,9,7,1
"Hogares privados con servicio doméstico (063)",220,220,,,
"Actividad economica no especificada (065)",191,155,26,10,
,,,,,
"URBANA (066)",3217,2562,262,242,151
"Agric., ganadería, caza y silvicultura (067)",263,238,21,4,
"Pesca (068)",5,5,,,
"Explotación de minas y canteras (069)",259,132,40,73,14
"Industrias manufactureras (070)",181,169,8,4,
"Suministro de electricidad, gas y agua (071)",13,1,3,7,2
"Construcción (072)",125,94,10,15,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",842,807,31,4,
"Venta, mant.y rep. veh.autom y motoc. (074)",196,174,22,,
"Comercio al por mayor (075)",14,12,,2,
"Comercio al por menor (076)",632,621,9,2,
"Hoteles y restaurantes (077)",365,341,18,6,
"Trans., almac. y comunicaciones (078)",307,247,20,34,6
"Intermediación financiera (079)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (080)",63,55,7,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",95,,,,95
"Enseñanza (082)",131,27,40,60,4
"Servicios sociales y de salud (083)",50,17,9,2,22
"Otras activ. serv.comun.soc y personales (084)",125,100,12,12,1
"Hogares privados con servicio doméstico (085)",109,109,,,
"Actividad economica no especificada (087)",281,219,42,19,1
"Hombres (088)",1984,1527,156,185,116
"Agric., ganadería, caza y silvicultura (089)",219,204,12,3,
"Pesca (090)",5,5,,,
"Explotación de minas y canteras (091)",216,108,36,61,11
"Industrias manufactureras (092)",154,146,4,4,
"Suministro de electricidad, gas y agua (093)",13,1,3,7,2
"Construcción (094)",122,93,10,13,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",461,433,26,2,
"Venta, mant.y rep. veh.autom y motoc. (096)",183,162,21,,
"Comercio al por mayor (097)",9,8,,1,
"Comercio al por menor (098)",269,263,5,1,
"Hoteles y restaurantes (099)",63,59,1,3,
"Trans., almac. y comunicaciones (100)",286,226,20,34,6
"Intermediación financiera (101)",2,,1,1,
"Activid.inmobil., empres. y alquileres (102)",52,47,5,,
"Admin.pub. y defensa; p. segur soc.afil (103)",78,,,,78
"Enseñanza (104)",55,6,11,37,1
"Servicios sociales y de salud (105)",25,10,3,1,11
"Otras activ. serv.comun.soc y personales (106)",58,46,7,5,
"Hogares privados con servicio doméstico (107)",18,18,,,
"Actividad economica no especificada (109)",157,125,17,14,1
"Mujeres (110)",1233,1035,106,57,35
"Agric., ganadería, caza y silvicultura (111)",44,34,9,1,
"Explotación de minas y canteras (113)",43,24,4,12,3
"Industrias manufactureras (114)",27,23,4,,
"Construcción (116)",3,1,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",381,374,5,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",13,12,1,,
"Comercio al por mayor (119)",5,4,,1,
"Comercio al por menor (120)",363,358,4,1,
"Hoteles y restaurantes (121)",302,282,17,3,
"Trans., almac. y comunicaciones (122)",21,21,,,
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",11,8,2,1,
"Admin.pub. y defensa; p. segur soc.afil (125)",17,,,,17
"Enseñanza (126)",76,21,29,23,3
"Servicios sociales y de salud (127)",25,7,6,1,11
"Otras activ. serv.comun.soc y personales (128)",67,54,5,7,1
"Hogares privados con servicio doméstico (129)",91,91,,,
"Actividad economica no especificada (131)",124,94,25,5,
,,,,,
"RURAL (132)",6949,4528,1386,902,133
"Agric., ganadería, caza y silvicultura (133)",1238,1170,66,2,
"Pesca (134)",7,5,2,,
"Explotación de minas y canteras (135)",2536,1040,944,530,22
"Industrias manufactureras (136)",170,135,30,5,
"Suministro de electricidad, gas y agua (137)",10,,6,4,
"Construcción (138)",121,62,19,39,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",764,717,34,12,1
"Venta, mant.y rep. veh.autom y motoc. (140)",114,88,14,12,
"Comercio al por mayor (141)",21,18,2,,1
"Comercio al por menor (142)",629,611,18,,
"Hoteles y restaurantes (143)",663,466,113,81,3
"Trans., almac. y comunicaciones (144)",539,410,42,68,19
"Intermediación financiera (145)",10,10,,,
"Activid.inmobil., empres. y alquileres (146)",60,23,7,25,5
"Admin.pub. y defensa; p. segur soc.afil (147)",37,,,,37
"Enseñanza (148)",118,34,40,27,17
"Servicios sociales y de salud (149)",45,15,2,1,27
"Otras activ. serv.comun.soc y personales (150)",127,77,21,28,1
"Hogares privados con servicio doméstico (151)",171,171,,,
"Actividad economica no especificada (153)",333,193,60,80,
"Hombres (154)",5295,3250,1186,759,100
"Agric., ganadería, caza y silvicultura (155)",1087,1027,59,1,
"Pesca (156)",7,5,2,,
"Explotación de minas y canteras (157)",2340,963,875,481,21
"Industrias manufactureras (158)",148,118,27,3,
"Suministro de electricidad, gas y agua (159)",10,,6,4,
"Construcción (160)",117,61,18,37,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",367,328,26,12,1
"Venta, mant.y rep. veh.autom y motoc. (162)",101,75,14,12,
"Comercio al por mayor (163)",14,11,2,,1
"Comercio al por menor (164)",252,242,10,,
"Hoteles y restaurantes (165)",116,76,24,15,1
"Trans., almac. y comunicaciones (166)",522,397,41,65,19
"Intermediación financiera (167)",8,8,,,
"Activid.inmobil., empres. y alquileres (168)",54,21,7,22,4
"Admin.pub. y defensa; p. segur soc.afil (169)",31,,,,31
"Enseñanza (170)",61,13,24,16,8
"Servicios sociales y de salud (171)",24,10,1,,13
"Otras activ. serv.comun.soc y personales (172)",95,49,17,28,1
"Hogares privados con servicio doméstico (173)",42,42,,,
"Actividad economica no especificada (175)",266,132,59,75,
"Mujeres (176)",1654,1278,200,143,33
"Agric., ganadería, caza y silvicultura (177)",151,143,7,1,
"Explotación de minas y canteras (179)",196,77,69,49,1
"Industrias manufactureras (180)",22,17,3,2,
"Construcción (182)",4,1,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",397,389,8,,
"Venta, mant.y rep. veh.autom y motoc. (184)",13,13,,,
"Comercio al por mayor (185)",7,7,,,
"Comercio al por menor (186)",377,369,8,,
"Hoteles y restaurantes (187)",547,390,89,66,2
"Trans., almac. y comunicaciones (188)",17,13,1,3,
"Intermediación financiera (189)",2,2,,,
"Activid.inmobil., empres. y alquileres (190)",6,2,,3,1
"Admin.pub. y defensa; p. segur soc.afil (191)",6,,,,6
"Enseñanza (192)",57,21,16,11,9
"Servicios sociales y de salud (193)",21,5,1,1,14
"Otras activ. serv.comun.soc y personales (194)",32,28,4,,
"Hogares privados con servicio doméstico (195)",129,129,,,
"Actividad economica no especificada (197)",67,61,1,5,
