"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",204,178,12,11,3
"Mujeres (044)",6981,6074,385,251,271
"Agric., ganadería, caza y silvicultura (045)",2883,2800,80,2,1
"Explotación de minas y canteras (047)",3,,1,2,
"Industrias manufactureras (048)",699,691,7,1,
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",21,9,4,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",575,558,9,6,2
"Venta, mant.y rep. veh.autom y motoc. (052)",11,11,,,
"Comercio al por mayor (053)",28,25,1,,2
"Comercio al por menor (054)",536,522,8,6,
"Hoteles y restaurantes (055)",233,221,10,2,
"Trans., almac. y comunicaciones (056)",31,24,3,4,
"Intermediación financiera (057)",7,3,1,2,1
"Activid.inmobil., empres. y alquileres (058)",99,44,13,25,17
"Admin.pub. y defensa; p. segur soc.afil (059)",145,,,,145
"Enseñanza (060)",906,500,226,167,13
"Servicios sociales y de salud (061)",138,34,8,14,82
"Otras activ. serv.comun.soc y personales (062)",116,98,5,10,3
"Hogares privados con servicio doméstico (063)",497,497,,,
"Actividad economica no especificada (065)",627,594,18,11,4
,,,,,
"URBANA (066)",5402,3843,552,468,539
"Agric., ganadería, caza y silvicultura (067)",970,900,54,12,4
"Pesca (068)",1,,1,,
"Explotación de minas y canteras (069)",6,,1,3,2
"Industrias manufactureras (070)",249,230,14,3,2
"Suministro de electricidad, gas y agua (071)",7,2,1,4,
"Construcción (072)",290,185,51,45,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",926,903,17,2,4
"Venta, mant.y rep. veh.autom y motoc. (074)",77,72,4,,1
"Comercio al por mayor (075)",45,40,2,,3
"Comercio al por menor (076)",804,791,11,2,
"Hoteles y restaurantes (077)",205,186,15,4,
"Trans., almac. y comunicaciones (078)",410,336,45,22,7
"Intermediación financiera (079)",15,6,2,3,4
"Activid.inmobil., empres. y alquileres (080)",196,91,20,56,29
"Admin.pub. y defensa; p. segur soc.afil (081)",364,,,,364
"Enseñanza (082)",1056,483,289,272,12
"Servicios sociales y de salud (083)",165,46,11,17,91
"Otras activ. serv.comun.soc y personales (084)",143,110,16,11,6
"Hogares privados con servicio doméstico (085)",244,244,,,
"Actividad economica no especificada (087)",155,121,15,14,5
"Hombres (088)",3318,2375,338,271,334
"Agric., ganadería, caza y silvicultura (089)",840,776,50,11,3
"Pesca (090)",1,,1,,
"Explotación de minas y canteras (091)",4,,,2,2
"Industrias manufactureras (092)",197,183,10,2,2
"Suministro de electricidad, gas y agua (093)",7,2,1,4,
"Construcción (094)",281,183,49,41,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",511,500,9,,2
"Venta, mant.y rep. veh.autom y motoc. (096)",67,62,4,,1
"Comercio al por mayor (097)",22,20,1,,1
"Comercio al por menor (098)",422,418,4,,
"Hoteles y restaurantes (099)",54,42,8,4,
"Trans., almac. y comunicaciones (100)",384,315,42,20,7
"Intermediación financiera (101)",8,3,1,1,3
"Activid.inmobil., empres. y alquileres (102)",110,55,10,33,12
"Admin.pub. y defensa; p. segur soc.afil (103)",254,,,,254
"Enseñanza (104)",440,169,133,134,4
"Servicios sociales y de salud (105)",74,32,5,5,32
"Otras activ. serv.comun.soc y personales (106)",78,55,12,7,4
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",70,55,7,7,1
"Mujeres (110)",2084,1468,214,197,205
"Agric., ganadería, caza y silvicultura (111)",130,124,4,1,1
"Explotación de minas y canteras (113)",2,,1,1,
"Industrias manufactureras (114)",52,47,4,1,
"Construcción (116)",9,2,2,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",415,403,8,2,2
"Venta, mant.y rep. veh.autom y motoc. (118)",10,10,,,
"Comercio al por mayor (119)",23,20,1,,2
"Comercio al por menor (120)",382,373,7,2,
"Hoteles y restaurantes (121)",151,144,7,,
"Trans., almac. y comunicaciones (122)",26,21,3,2,
"Intermediación financiera (123)",7,3,1,2,1
"Activid.inmobil., empres. y alquileres (124)",86,36,10,23,17
"Admin.pub. y defensa; p. segur soc.afil (125)",110,,,,110
"Enseñanza (126)",616,314,156,138,8
"Servicios sociales y de salud (127)",91,14,6,12,59
"Otras activ. serv.comun.soc y personales (128)",65,55,4,4,2
"Hogares privados con servicio doméstico (129)",239,239,,,
"Actividad economica no especificada (131)",85,66,8,7,4
,,,,,
"RURAL (132)",25912,24311,1045,213,343
"Agric., ganadería, caza y silvicultura (133)",21464,20818,620,24,2
"Pesca (134)",7,2,2,2,1
"Explotación de minas y canteras (135)",9,4,2,2,1
"Industrias manufactureras (136)",935,895,29,5,6
"Suministro de electricidad, gas y agua (137)",30,22,6,2,
"Construcción (138)",530,289,88,53,100
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",501,482,10,4,5
"Venta, mant.y rep. veh.autom y motoc. (140)",26,20,1,,5
"Comercio al por mayor (141)",24,23,1,,
"Comercio al por menor (142)",451,439,8,4,
"Hoteles y restaurantes (143)",127,105,10,8,4
"Trans., almac. y comunicaciones (144)",204,183,6,12,3
"Activid.inmobil., empres. y alquileres (146)",61,38,17,5,1
"Admin.pub. y defensa; p. segur soc.afil (147)",140,,,,140
"Enseñanza (148)",755,426,232,76,21
"Servicios sociales y de salud (149)",102,42,6,5,49
"Otras activ. serv.comun.soc y personales (150)",93,76,2,7,8
"Hogares privados con servicio doméstico (151)",278,278,,,
"Actividad economica no especificada (153)",676,651,15,8,2
"Hombres (154)",21015,19705,874,159,277
"Agric., ganadería, caza y silvicultura (155)",18711,18142,544,23,2
"Pesca (156)",7,2,2,2,1
"Explotación de minas y canteras (157)",8,4,2,1,1
"Industrias manufactureras (158)",288,251,26,5,6
"Suministro de electricidad, gas y agua (159)",29,21,6,2,
"Construcción (160)",518,282,86,52,98
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",341,327,9,,5
"Venta, mant.y rep. veh.autom y motoc. (162)",25,19,1,,5
"Comercio al por mayor (163)",19,18,1,,
"Comercio al por menor (164)",297,290,7,,
"Hoteles y restaurantes (165)",45,28,7,6,4
"Trans., almac. y comunicaciones (166)",199,180,6,10,3
"Activid.inmobil., empres. y alquileres (168)",48,30,14,3,1
"Admin.pub. y defensa; p. segur soc.afil (169)",105,,,,105
"Enseñanza (170)",465,240,162,47,16
"Servicios sociales y de salud (171)",55,22,4,3,26
"Otras activ. serv.comun.soc y personales (172)",42,33,1,1,7
"Hogares privados con servicio doméstico (173)",20,20,,,
"Actividad economica no especificada (175)",134,123,5,4,2
"Mujeres (176)",4897,4606,171,54,66
"Agric., ganadería, caza y silvicultura (177)",2753,2676,76,1,
"Explotación de minas y canteras (179)",1,,,1,
"Industrias manufactureras (180)",647,644,3,,
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",12,7,2,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",160,155,1,4,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",5,5,,,
"Comercio al por menor (186)",154,149,1,4,
"Hoteles y restaurantes (187)",82,77,3,2,
"Trans., almac. y comunicaciones (188)",5,3,,2,
"Activid.inmobil., empres. y alquileres (190)",13,8,3,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",35,,,,35
"Enseñanza (192)",290,186,70,29,5
"Servicios sociales y de salud (193)",47,20,2,2,23
"Otras activ. serv.comun.soc y personales (194)",51,43,1,6,1
"Hogares privados con servicio doméstico (195)",258,258,,,
"Actividad economica no especificada (197)",542,528,10,4,
