"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 12 a 14 años (041)",359,3,3,,100,,
"De 15 a 19 años (042)",343,51,49,15,96.1,29.4,
"De 20 a 24 años (043)",211,232,227,37,97.8,15.9,
"De 25 a 29 años (044)",178,331,313,20,94.6,6,
"De 30 a 34 años (045)",179,494,474,15,96,3,
"De 35 a 39 años (046)",171,660,626,14,94.8,2.1,
"De 40 a 44 años (047)",162,762,729,6,95.7,0.8,
"De 45 a 49 años (048)",141,832,747,3,89.8,0.4,
"De 50 y más años (049)",1048,6275,5247,,83.6,,
,,,,,,,
"URBANA (060)",2787,8802,7938,117,90.2,1.3,
"De 12 a 14 años (061)",275,3,3,,100,,
"De 15 a 19 años (062)",264,36,35,10,97.2,27.8,
"De 20 a 24 años (063)",254,233,230,33,98.7,14.2,
"De 25 a 29 años (064)",247,398,383,25,96.2,6.3,
"De 30 a 34 años (065)",202,496,484,19,97.6,3.8,
"De 35 a 39 años (066)",235,743,718,16,96.6,2.2,
"De 40 a 44 años (067)",247,1023,983,12,96.1,1.2,
"De 45 a 49 años (068)",176,839,789,2,94,0.2,
"De 50 y más años (069)",887,5031,4313,,85.7,,
"PEA (070)",1015,3155,2898,40,91.9,1.3,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",49,12,12,2,100,16.7,
"De 20 a 24 años (073)",114,91,90,5,98.9,5.5,
"De 25 a 29 años (074)",135,191,185,12,96.9,6.3,
"De 30 a 34 años (075)",92,184,179,6,97.3,3.3,
"De 35 a 39 años (076)",125,344,335,7,97.4,2,
"De 40 a 44 años (077)",135,507,481,8,94.9,1.6,
"De 45 a 49 años (078)",96,427,404,,94.6,,
"De 50 y más años (079)",257,1399,1212,,86.6,,
"Ocupada (080)",999,3136,2880,40,91.8,1.3,
"De 12 a 14 años (081)",12,,,,,,
"De 15 a 19 años (082)",46,12,12,2,100,16.7,
"De 20 a 24 años (083)",108,82,81,5,98.8,6.1,
"De 25 a 29 años (084)",130,189,183,12,96.8,6.3,
"De 30 a 34 años (085)",92,184,179,6,97.3,3.3,
"De 35 a 39 años (086)",124,340,332,7,97.6,2.1,
"De 40 a 44 años (087)",135,507,481,8,94.9,1.6,
"De 45 a 49 años (088)",95,423,400,,94.6,,
"De 50 y más años (089)",257,1399,1212,,86.6,,
"Desocupada (090)",16,19,18,,94.7,,
"De 15 a 19 años (092)",3,,,,,,
"De 20 a 24 años (093)",6,9,9,,100,,
"De 25 a 29 años (094)",5,2,2,,100,,
"De 35 a 39 años (096)",1,4,3,,75,,
"De 45 a 49 años (098)",1,4,4,,100,,
"No PEA (100)",1772,5647,5040,77,89.3,1.4,
"De 12 a 14 años (101)",263,3,3,,100,,
"De 15 a 19 años (102)",215,24,23,8,95.8,33.3,
"De 20 a 24 años (103)",140,142,140,28,98.6,19.7,
"De 25 a 29 años (104)",112,207,198,13,95.7,6.3,
"De 30 a 34 años (105)",110,312,305,13,97.8,4.2,
"De 35 a 39 años (106)",110,399,383,9,96,2.3,
"De 40 a 44 años (107)",112,516,502,4,97.3,0.8,
"De 45 a 49 años (108)",80,412,385,2,93.4,0.5,
"De 50 y más años (109)",630,3632,3101,,85.4,,
,,,,,,,
"RURAL (120)",1285,5020,4286,46,85.4,0.9,
"De 12 a 14 años (121)",97,,,,,,
"De 15 a 19 años (122)",136,32,31,8,96.9,25,
"De 20 a 24 años (123)",97,120,116,12,96.7,10,
"De 25 a 29 años (124)",99,209,190,11,90.9,5.3,
"De 30 a 34 años (125)",107,269,250,5,92.9,1.9,
"De 35 a 39 años (126)",88,345,322,6,93.3,1.7,
"De 40 a 44 años (127)",80,367,340,3,92.6,0.8,
"De 45 a 49 años (128)",79,515,445,1,86.4,0.2,
"De 50 y más años (129)",502,3163,2592,,81.9,,
"PEA (130)",265,1027,911,13,88.7,1.3,
"De 12 a 14 años (131)",1,,,,,,
"De 15 a 19 años (132)",8,5,5,1,100,20,
"De 20 a 24 años (133)",26,30,29,3,96.7,10,
"De 25 a 29 años (134)",33,85,75,4,88.2,4.7,
"De 30 a 34 años (135)",38,87,81,3,93.1,3.4,
"De 35 a 39 años (136)",27,84,79,1,94,1.2,
"De 40 a 44 años (137)",30,121,113,1,93.4,0.8,
"De 45 a 49 años (138)",18,95,83,,87.4,,
"De 50 y más años (139)",84,520,446,,85.8,,
"Ocupada (140)",248,986,873,12,88.5,1.2,
"De 12 a 14 años (141)",1,,,,,,
"De 15 a 19 años (142)",7,4,4,1,100,25,
"De 20 a 24 años (143)",23,26,25,2,96.2,7.7,
"De 25 a 29 años (144)",31,80,70,4,87.5,5,
"De 30 a 34 años (145)",32,79,74,3,93.7,3.8,
"De 35 a 39 años (146)",25,78,73,1,93.6,1.3,
"De 40 a 44 años (147)",30,121,113,1,93.4,0.8,
"De 45 a 49 años (148)",17,85,73,,85.9,,
"De 50 y más años (149)",82,513,441,,86,,
"Desocupada (150)",17,41,38,1,92.7,2.4,
"De 15 a 19 años (152)",1,1,1,,100,,
"De 20 a 24 años (153)",3,4,4,1,100,25,
"De 25 a 29 años (154)",2,5,5,,100,,
"De 30 a 34 años (155)",6,8,7,,87.5,,
"De 35 a 39 años (156)",2,6,6,,100,,
"De 45 a 49 años (158)",1,10,10,,100,,
"De 50 y más años (159)",2,7,5,,71.4,,
"No PEA (160)",1020,3993,3375,33,84.5,0.8,
"De 12 a 14 años (161)",96,,,,,,
"De 15 a 19 años (162)",128,27,26,7,96.3,25.9,
"De 20 a 24 años (163)",71,90,87,9,96.7,10,
"De 25 a 29 años (164)",66,124,115,7,92.7,5.6,
"De 30 a 34 años (165)",69,182,169,2,92.9,1.1,
"De 35 a 39 años (166)",61,261,243,5,93.1,1.9,
"De 40 a 44 años (167)",50,246,227,2,92.3,0.8,
"De 45 a 49 años (168)",61,420,362,1,86.2,0.2,
"De 50 y más años (169)",418,2643,2146,,81.2,,
