"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1313,45,,449,564,38,80,26,111
"Esposa(o)/ compa¤era(o) (050)",84,2,1,22,35,7,7,1,9
"Hijo(a)/ hijastro(a) (051)",1258,167,63,487,453,24,28,16,20
"Yerno/ nuera (052)",27,,,2,12,1,5,1,6
"Nieto(a) (053)",102,32,9,28,29,3,,1,
"Padres/ suegros (054)",11,4,,6,,,,,1
"Otro(a) pariente (055)",201,14,7,63,88,10,10,3,6
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Otro(a) no pariente (058)",67,,,12,28,5,12,1,9
"Mujeres (060)",3029,379,79,1283,877,76,178,31,126
"Jefe o Jefa (061)",697,93,,308,159,21,61,4,51
"Esposa(o)/ compa¤era(o) (062)",832,77,,371,267,24,51,8,34
"Hijo(a)/ hijastro(a) (063)",1125,134,63,473,348,22,42,15,28
"Yerno/ nuera (064)",27,1,,5,13,3,4,,1
"Nieto(a) (065)",90,20,10,39,19,1,1,,
"Padres/ suegros (066)",44,30,,12,1,,,,1
"Otro(a) pariente (067)",173,22,6,66,59,5,7,2,6
"Trabajador(a) del hogar (068)",7,1,,2,3,,1,,
"Pensionista (069)",2,,,,,,1,,1
"Otro(a) no pariente (070)",32,1,,7,8,,10,2,4
,,,,,,,,,
"RURAL (072)",14335,2628,424,7212,3391,153,236,94,197
"Jefe o Jefa (073)",4844,822,6,2423,1248,70,117,40,118
"Esposa(o)/ compa¤era(o) (074)",2355,571,6,1238,455,19,35,6,25
"Hijo(a)/ hijastro(a) (075)",5584,876,334,2851,1349,48,54,35,37
"Yerno/ nuera (076)",131,5,,48,66,2,7,,3
"Nieto(a) (077)",604,164,60,282,90,1,2,3,2
"Padres/ suegros (078)",91,55,,34,1,,,1,
"Otro(a) pariente (079)",561,105,17,273,133,8,12,6,7
"Trabajador(a) del hogar (080)",10,4,,4,2,,,,
"Pensionista (081)",8,,,3,1,1,2,1,
"Otro(a) no pariente (082)",147,26,1,56,46,4,7,2,5
"Hombres (084)",7110,860,211,3606,2065,82,112,60,114
"Jefe o Jefa (085)",3142,265,2,1680,965,42,68,34,86
"Esposa(o)/ compa¤era(o) (086)",257,22,1,135,85,6,5,1,2
"Hijo(a)/ hijastro(a) (087)",2896,433,167,1413,803,26,19,19,16
"Yerno/ nuera (088)",70,2,,22,39,,4,,3
"Nieto(a) (089)",324,82,31,158,51,,1,1,
"Padres/ suegros (090)",21,5,,14,1,,,1,
"Otro(a) pariente (091)",293,35,10,148,80,4,9,2,5
"Trabajador(a) del hogar (092)",3,1,,1,1,,,,
"Pensionista (093)",5,,,1,,1,2,1,
"Otro(a) no pariente (094)",99,15,,34,40,3,4,1,2
"Mujeres (096)",7225,1768,213,3606,1326,71,124,34,83
"Jefe o Jefa (097)",1702,557,4,743,283,28,49,6,32
"Esposa(o)/ compa¤era(o) (098)",2098,549,5,1103,370,13,30,5,23
"Hijo(a)/ hijastro(a) (099)",2688,443,167,1438,546,22,35,16,21
"Yerno/ nuera (100)",61,3,,26,27,2,3,,
"Nieto(a) (101)",280,82,29,124,39,1,1,2,2
"Padres/ suegros (102)",70,50,,20,,,,,
"Otro(a) pariente (103)",268,70,7,125,53,4,3,4,2
"Trabajador(a) del hogar (104)",7,3,,3,1,,,,
"Pensionista (105)",3,,,2,1,,,,
"Otro(a) no pariente (106)",48,11,1,22,6,1,3,1,3
