"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",5,32,31,,96.9,,
"De 45 a 49 años (038)",6,39,35,,89.7,,
"De 50 y más años (039)",8,43,34,,79.1,,
"No PEA (040)",12976,40094,34277,731,85.5,1.8,
"De 12 a 14 años (041)",1981,7,7,2,100,28.6,
"De 15 a 19 años (042)",2273,324,321,99,99.1,30.6,
"De 20 a 24 años (043)",1484,1560,1499,200,96.1,12.8,
"De 25 a 29 años (044)",1067,2301,2191,141,95.2,6.1,
"De 30 a 34 años (045)",960,3364,3135,110,93.2,3.3,
"De 35 a 39 años (046)",954,4672,4257,111,91.1,2.4,
"De 40 a 44 años (047)",797,4774,4327,55,90.6,1.2,
"De 45 a 49 años (048)",707,4594,3992,13,86.9,0.3,
"De 50 y más años (049)",2753,18498,14548,,78.6,,
,,,,,,,
"URBANA (060)",5999,17175,15204,295,88.5,1.7,
"De 12 a 14 años (061)",698,2,2,,100,,
"De 15 a 19 años (062)",900,133,131,34,98.5,25.6,
"De 20 a 24 años (063)",665,577,559,80,96.9,13.9,
"De 25 a 29 años (064)",571,865,843,53,97.5,6.1,
"De 30 a 34 años (065)",549,1408,1348,48,95.7,3.4,
"De 35 a 39 años (066)",568,2232,2080,61,93.2,2.7,
"De 40 a 44 años (067)",448,2094,1954,17,93.3,0.8,
"De 45 a 49 años (068)",339,1885,1709,2,90.7,0.1,
"De 50 y más años (069)",1261,7979,6578,,82.4,,
"PEA (070)",1559,4849,4395,80,90.6,1.6,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",68,26,24,5,92.3,19.2,
"De 20 a 24 años (073)",161,120,118,14,98.3,11.7,
"De 25 a 29 años (074)",220,252,248,14,98.4,5.6,
"De 30 a 34 años (075)",222,442,421,20,95.2,4.5,
"De 35 a 39 años (076)",225,704,672,21,95.5,3,
"De 40 a 44 años (077)",198,761,715,5,94,0.7,
"De 45 a 49 años (078)",148,721,666,1,92.4,0.1,
"De 50 y más años (079)",305,1823,1531,,84,,
"Ocupada (080)",1482,4751,4301,77,90.5,1.6,
"De 12 a 14 años (081)",10,,,,,,
"De 15 a 19 años (082)",61,26,24,5,92.3,19.2,
"De 20 a 24 años (083)",135,106,104,13,98.1,12.3,
"De 25 a 29 años (084)",202,238,234,14,98.3,5.9,
"De 30 a 34 años (085)",214,436,415,19,95.2,4.4,
"De 35 a 39 años (086)",220,693,661,20,95.4,2.9,
"De 40 a 44 años (087)",195,749,704,5,94,0.7,
"De 45 a 49 años (088)",143,694,640,1,92.2,0.1,
"De 50 y más años (089)",302,1809,1519,,84,,
"Desocupada (090)",77,98,94,3,95.9,3.1,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",7,,,,,,
"De 20 a 24 años (093)",26,14,14,1,100,7.1,
"De 25 a 29 años (094)",18,14,14,,100,,
"De 30 a 34 años (095)",8,6,6,1,100,16.7,
"De 35 a 39 años (096)",5,11,11,1,100,9.1,
"De 40 a 44 años (097)",3,12,11,,91.7,,
"De 45 a 49 años (098)",5,27,26,,96.3,,
"De 50 y más años (099)",3,14,12,,85.7,,
"No PEA (100)",4440,12326,10809,215,87.7,1.7,
"De 12 a 14 años (101)",686,2,2,,100,,
"De 15 a 19 años (102)",832,107,107,29,100,27.1,
"De 20 a 24 años (103)",504,457,441,66,96.5,14.4,
"De 25 a 29 años (104)",351,613,595,39,97.1,6.4,
"De 30 a 34 años (105)",327,966,927,28,96,2.9,
"De 35 a 39 años (106)",343,1528,1408,40,92.1,2.6,
"De 40 a 44 años (107)",250,1333,1239,12,92.9,0.9,
"De 45 a 49 años (108)",191,1164,1043,1,89.6,0.1,
"De 50 y más años (109)",956,6156,5047,,82,,
,,,,,,,
"RURAL (120)",10241,34976,29591,626,84.6,1.8,
"De 12 a 14 años (121)",1347,5,5,2,100,40,
"De 15 a 19 años (122)",1590,263,259,76,98.5,28.9,
"De 20 a 24 años (123)",1184,1299,1241,156,95.5,12,
"De 25 a 29 años (124)",910,2071,1959,127,94.6,6.1,
"De 30 a 34 años (125)",815,3030,2797,105,92.3,3.5,
"De 35 a 39 años (126)",790,3945,3584,91,90.8,2.3,
"De 40 a 44 años (127)",698,4472,4019,50,89.9,1.1,
"De 45 a 49 años (128)",668,4513,3881,19,86,0.4,
"De 50 y más años (129)",2239,15378,11846,,77,,
"PEA (130)",1705,7208,6123,111,84.9,1.5,
"De 12 a 14 años (131)",52,,,,,,
"De 15 a 19 años (132)",149,46,45,6,97.8,13,
"De 20 a 24 años (133)",204,196,183,22,93.4,11.2,
"De 25 a 29 años (134)",194,383,363,26,94.8,6.8,
"De 30 a 34 años (135)",182,632,589,23,93.2,3.6,
"De 35 a 39 años (136)",179,801,735,20,91.8,2.5,
"De 40 a 44 años (137)",151,1031,931,7,90.3,0.7,
"De 45 a 49 años (138)",152,1083,932,7,86.1,0.6,
"De 50 y más años (139)",442,3036,2345,,77.2,,
"Ocupada (140)",1603,7102,6030,109,84.9,1.5,
"De 12 a 14 años (141)",47,,,,,,
"De 15 a 19 años (142)",121,46,45,6,97.8,13,
"De 20 a 24 años (143)",174,186,173,21,93,11.3,
"De 25 a 29 años (144)",175,369,350,25,94.9,6.8,
"De 30 a 34 años (145)",175,627,585,23,93.3,3.7,
"De 35 a 39 años (146)",174,785,720,20,91.7,2.5,
"De 40 a 44 años (147)",149,1011,911,7,90.1,0.7,
"De 45 a 49 años (148)",151,1071,923,7,86.2,0.7,
"De 50 y más años (149)",437,3007,2323,,77.3,,
"Desocupada (150)",102,106,93,2,87.7,1.9,
"De 12 a 14 años (151)",5,,,,,,
"De 15 a 19 años (152)",28,,,,,,
"De 20 a 24 años (153)",30,10,10,1,100,10,
"De 25 a 29 años (154)",19,14,13,1,92.9,7.1,
"De 30 a 34 años (155)",7,5,4,,80,,
"De 35 a 39 años (156)",5,16,15,,93.8,,
"De 40 a 44 años (157)",2,20,20,,100,,
"De 45 a 49 años (158)",1,12,9,,75,,
"De 50 y más años (159)",5,29,22,,75.9,,
"No PEA (160)",8536,27768,23468,515,84.5,1.9,
"De 12 a 14 años (161)",1295,5,5,2,100,40,
"De 15 a 19 años (162)",1441,217,214,70,98.6,32.3,
"De 20 a 24 años (163)",980,1103,1058,134,95.9,12.1,
"De 25 a 29 años (164)",716,1688,1596,101,94.5,6,
"De 30 a 34 años (165)",633,2398,2208,82,92.1,3.4,
"De 35 a 39 años (166)",611,3144,2849,71,90.6,2.3,
"De 40 a 44 años (167)",547,3441,3088,43,89.7,1.2,
"De 45 a 49 años (168)",516,3430,2949,12,86,0.3,
"De 50 y más años (169)",1797,12342,9501,,77,,
