"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1516,1374,105,27,10
"Trabajador del hogar (054)",434,434,,,
"De 06 a 14 años (056)",285,241,30,14,
"Empleado (057)",20,11,7,2,
"Obrero (058)",26,20,1,5,
"Trabajador independiente (059)",42,37,5,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",163,139,17,7,
"Trabajador del hogar (062)",32,32,,,
"De 15 a 29 años (064)",6252,4556,683,423,590
"Empleado (065)",1790,866,274,217,433
"Obrero (066)",1154,588,216,196,154
"Trabajador independiente (067)",2371,2240,131,,
"Empleador o patrono (068)",131,106,22,1,2
"Trabajador familiar no remunerado (069)",567,517,40,9,1
"Trabajador del hogar (070)",239,239,,,
"De 30 a 44 años (072)",7641,5198,742,666,1035
"Empleado (073)",2297,595,361,496,845
"Obrero (074)",965,474,162,150,179
"Trabajador independiente (075)",3602,3432,170,,
"Empleador o patrono (076)",217,178,20,13,6
"Trabajador familiar no remunerado (077)",457,416,29,7,5
"Trabajador del hogar (078)",103,103,,,
"De 45 a 64 años (080)",4564,3345,373,340,506
"Empleado (081)",1044,225,159,247,413
"Obrero (082)",539,291,80,82,86
"Trabajador independiente (083)",2523,2416,107,,
"Empleador o patrono (084)",149,129,10,7,3
"Trabajador familiar no remunerado (085)",269,244,17,4,4
"Trabajador del hogar (086)",40,40,,,
"De 65 y más años (088)",836,767,30,7,32
"Empleado (089)",57,23,11,4,19
"Obrero (090)",75,52,7,3,13
"Trabajador independiente (091)",588,580,8,,
"Empleador o patrono (092)",36,34,2,,
"Trabajador familiar no remunerado (093)",60,58,2,,
"Trabajador del hogar (094)",20,20,,,
,,,,,
"RURAL (096)",43877,38187,2686,852,2152
"Empleado (097)",2129,851,455,255,568
"Obrero (098)",6671,3824,770,515,1562
"Trabajador independiente (099)",25445,24486,959,,
"Empleador o patrono (100)",748,687,40,17,4
"Trabajador familiar no remunerado (101)",8367,7822,462,65,18
"Trabajador del hogar (102)",517,517,,,
"De 06 a 14 años (104)",888,807,62,12,7
"Empleado (105)",8,8,,,
"Obrero (106)",84,67,10,3,4
"Trabajador independiente (107)",101,95,6,,
"Empleador o patrono (108)",5,5,,,
"Trabajador familiar no remunerado (109)",663,605,46,9,3
"Trabajador del hogar (110)",27,27,,,
"De 15 a 29 años (112)",14876,12614,1104,348,810
"Empleado (113)",718,333,111,80,194
"Obrero (114)",3094,1851,404,232,607
"Trabajador independiente (115)",6320,5999,321,,
"Empleador o patrono (116)",215,199,9,6,1
"Trabajador familiar no remunerado (117)",4264,3967,259,30,8
"Trabajador del hogar (118)",265,265,,,
"De 30 a 44 años (120)",14197,12022,925,330,920
"Empleado (121)",1021,400,245,113,263
"Obrero (122)",2154,1078,229,198,649
"Trabajador independiente (123)",8757,8422,335,,
"Empleador o patrono (124)",255,226,22,5,2
"Trabajador familiar no remunerado (125)",1889,1775,94,14,6
"Trabajador del hogar (126)",121,121,,,
"De 45 a 64 años (128)",10574,9500,529,153,392
"Empleado (129)",373,106,98,62,107
"Obrero (130)",1148,669,118,77,284
"Trabajador independiente (131)",7554,7303,251,,
"Empleador o patrono (132)",210,198,7,4,1
"Trabajador familiar no remunerado (133)",1212,1147,55,10,
"Trabajador del hogar (134)",77,77,,,
"De 65 y más años (136)",3342,3244,66,9,23
"Empleado (137)",9,4,1,,4
"Obrero (138)",191,159,9,5,18
"Trabajador independiente (139)",2713,2667,46,,
"Empleador o patrono (140)",63,59,2,2,
"Trabajador familiar no remunerado (141)",339,328,8,2,1
"Trabajador del hogar (142)",27,27,,,
