"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",1,1,,,
"Obrero (058)",10,7,2,1,
"Trabajador independiente (059)",9,9,,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",36,36,,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",660,454,78,28,100
"Empleado (065)",138,54,19,12,53
"Obrero (066)",221,118,41,16,46
"Trabajador independiente (067)",207,195,12,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",77,70,6,,1
"Trabajador del hogar (070)",14,14,,,
"De 30 a 44 años (072)",853,571,122,49,111
"Empleado (073)",274,89,81,31,73
"Obrero (074)",158,74,30,17,37
"Trabajador independiente (075)",328,319,9,,
"Empleador o patrono (076)",6,4,,1,1
"Trabajador familiar no remunerado (077)",76,74,2,,
"Trabajador del hogar (078)",11,11,,,
"De 45 a 64 años (080)",609,437,64,32,76
"Empleado (081)",144,37,35,19,53
"Obrero (082)",97,51,11,12,23
"Trabajador independiente (083)",296,283,13,,
"Empleador o patrono (084)",8,5,2,1,
"Trabajador familiar no remunerado (085)",53,50,3,,
"Trabajador del hogar (086)",11,11,,,
"De 65 y más años (088)",228,212,11,,5
"Empleado (089)",9,6,1,,2
"Obrero (090)",23,20,,,3
"Trabajador independiente (091)",162,156,6,,
"Empleador o patrono (092)",2,1,1,,
"Trabajador familiar no remunerado (093)",28,25,3,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",5851,4171,240,383,1057
"Empleado (097)",442,134,69,66,173
"Obrero (098)",1752,439,123,315,875
"Trabajador independiente (099)",2442,2405,37,,
"Empleador o patrono (100)",33,24,4,1,4
"Trabajador familiar no remunerado (101)",1156,1143,7,1,5
"Trabajador del hogar (102)",26,26,,,
"De 06 a 14 años (104)",86,84,1,1,
"Obrero (106)",7,5,1,1,
"Trabajador independiente (107)",8,8,,,
"Trabajador familiar no remunerado (109)",69,69,,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",1492,952,89,118,333
"Empleado (113)",131,35,18,24,54
"Obrero (114)",549,127,52,94,276
"Trabajador independiente (115)",453,439,14,,
"Empleador o patrono (116)",4,3,,,1
"Trabajador familiar no remunerado (117)",346,339,5,,2
"Trabajador del hogar (118)",9,9,,,
"De 30 a 44 años (120)",2006,1170,89,199,548
"Empleado (121)",208,70,31,26,81
"Obrero (122)",823,139,46,173,465
"Trabajador independiente (123)",663,654,9,,
"Empleador o patrono (124)",8,5,3,,
"Trabajador familiar no remunerado (125)",295,293,,,2
"Trabajador del hogar (126)",9,9,,,
"De 45 a 64 años (128)",1531,1243,54,63,171
"Empleado (129)",95,23,19,16,37
"Obrero (130)",320,122,22,45,131
"Trabajador independiente (131)",792,781,11,,
"Empleador o patrono (132)",15,10,1,1,3
"Trabajador familiar no remunerado (133)",303,301,1,1,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",736,722,7,2,5
"Empleado (137)",8,6,1,,1
"Obrero (138)",53,46,2,2,3
"Trabajador independiente (139)",526,523,3,,
"Empleador o patrono (140)",6,6,,,
"Trabajador familiar no remunerado (141)",143,141,1,,1
