"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",2052,1421,228,228,175
"Trabajador familiar no remunerado (053)",3200,2805,227,98,70
"Trabajador del hogar (054)",2771,2771,,,
"De 06 a 14 años (056)",1109,873,122,77,37
"Empleado (057)",150,124,16,7,3
"Obrero (058)",262,142,37,51,32
"Trabajador independiente (059)",212,192,20,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",405,335,49,19,2
"Trabajador del hogar (062)",78,78,,,
"De 15 a 29 años (064)",40249,19301,4232,4957,11759
"Empleado (065)",11625,4437,1909,2409,2870
"Obrero (066)",16306,3444,1577,2476,8809
"Trabajador independiente (067)",9468,8860,608,,
"Empleador o patrono (068)",434,301,44,40,49
"Trabajador familiar no remunerado (069)",1159,1002,94,32,31
"Trabajador del hogar (070)",1257,1257,,,
"De 30 a 44 años (072)",44007,21194,4051,5707,13055
"Empleado (073)",15126,3392,2035,3711,5988
"Obrero (074)",12742,2721,1183,1865,6973
"Trabajador independiente (075)",13791,13084,707,,
"Empleador o patrono (076)",779,511,84,105,79
"Trabajador familiar no remunerado (077)",801,718,42,26,15
"Trabajador del hogar (078)",768,768,,,
"De 45 a 64 años (080)",29063,16101,2420,3282,7260
"Empleado (081)",9778,1826,1139,2255,4558
"Obrero (082)",6379,2066,710,946,2657
"Trabajador independiente (083)",10994,10541,453,,
"Empleador o patrono (084)",674,482,84,70,38
"Trabajador familiar no remunerado (085)",626,574,34,11,7
"Trabajador del hogar (086)",612,612,,,
"De 65 y más años (088)",4094,3153,253,248,440
"Empleado (089)",651,188,77,125,261
"Obrero (090)",778,440,83,100,155
"Trabajador independiente (091)",2237,2168,69,,
"Empleador o patrono (092)",163,125,16,13,9
"Trabajador familiar no remunerado (093)",209,176,8,10,15
"Trabajador del hogar (094)",56,56,,,
,,,,,
"RURAL (096)",11440,4470,1101,1123,4746
"Empleado (097)",1273,304,213,267,489
"Obrero (098)",7440,1660,743,838,4199
"Trabajador independiente (099)",2146,2022,124,,
"Empleador o patrono (100)",121,79,11,12,19
"Trabajador familiar no remunerado (101)",305,250,10,6,39
"Trabajador del hogar (102)",155,155,,,
"De 06 a 14 años (104)",50,33,6,6,5
"Empleado (105)",1,1,,,
"Obrero (106)",19,8,3,4,4
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",27,21,3,2,1
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",4501,1281,433,424,2363
"Empleado (113)",414,119,89,70,136
"Obrero (114)",3452,596,305,351,2200
"Trabajador independiente (115)",439,405,34,,
"Empleador o patrono (116)",20,11,1,1,7
"Trabajador familiar no remunerado (117)",117,91,4,2,20
"Trabajador del hogar (118)",59,59,,,
"De 30 a 44 años (120)",3878,1419,384,423,1652
"Empleado (121)",541,119,74,126,222
"Obrero (122)",2473,510,257,293,1413
"Trabajador independiente (123)",715,667,48,,
"Empleador o patrono (124)",33,19,4,4,6
"Trabajador familiar no remunerado (125)",65,53,1,,11
"Trabajador del hogar (126)",51,51,,,
"De 45 a 64 años (128)",2491,1317,243,249,682
"Empleado (129)",301,58,50,69,124
"Obrero (130)",1308,437,151,173,547
"Trabajador independiente (131)",726,688,38,,
"Empleador o patrono (132)",48,33,3,6,6
"Trabajador familiar no remunerado (133)",66,59,1,1,5
"Trabajador del hogar (134)",42,42,,,
"De 65 y más años (136)",520,420,35,21,44
"Empleado (137)",16,7,,2,7
"Obrero (138)",188,109,27,17,35
"Trabajador independiente (139)",264,260,4,,
"Empleador o patrono (140)",20,16,3,1,
"Trabajador familiar no remunerado (141)",30,26,1,1,2
"Trabajador del hogar (142)",2,2,,,
