"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Explotación de minas y canteras (047)",1,1,,,
"Industrias manufactureras (048)",66,66,,,
"Construcción (050)",22,,3,9,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",99,98,1,,
"Comercio al por mayor (053)",2,2,,,
"Comercio al por menor (054)",97,96,1,,
"Hoteles y restaurantes (055)",44,42,,1,1
"Trans., almac. y comunicaciones (056)",3,2,,1,
"Activid.inmobil., empres. y alquileres (058)",11,5,2,3,1
"Admin.pub. y defensa; p. segur soc.afil (059)",28,,,,28
"Enseñanza (060)",110,54,20,32,4
"Servicios sociales y de salud (061)",21,12,,1,8
"Otras activ. serv.comun.soc y personales (062)",4,2,2,,
"Hogares privados con servicio doméstico (063)",11,11,,,
"Actividad economica no especificada (065)",58,52,4,2,
,,,,,
"URBANA (066)",2639,2000,173,225,241
"Agric., ganadería, caza y silvicultura (067)",1589,1518,50,19,2
"Pesca (068)",4,3,1,,
"Explotación de minas y canteras (069)",1,1,,,
"Industrias manufactureras (070)",80,72,3,4,1
"Suministro de electricidad, gas y agua (071)",13,,1,8,4
"Construcción (072)",278,41,61,109,67
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",151,141,9,1,
"Venta, mant.y rep. veh.autom y motoc. (074)",6,4,2,,
"Comercio al por mayor (075)",4,3,,1,
"Comercio al por menor (076)",141,134,7,,
"Hoteles y restaurantes (077)",49,46,,2,1
"Trans., almac. y comunicaciones (078)",45,34,2,5,4
"Intermediación financiera (079)",1,1,,,
"Activid.inmobil., empres. y alquileres (080)",26,13,3,9,1
"Admin.pub. y defensa; p. segur soc.afil (081)",144,,,,144
"Enseñanza (082)",134,41,33,52,8
"Servicios sociales y de salud (083)",22,12,1,1,8
"Otras activ. serv.comun.soc y personales (084)",4,2,2,,
"Hogares privados con servicio doméstico (085)",10,10,,,
"Actividad economica no especificada (087)",88,65,7,15,1
"Hombres (088)",1628,1113,135,177,203
"Agric., ganadería, caza y silvicultura (089)",977,922,40,14,1
"Pesca (090)",4,3,1,,
"Industrias manufactureras (092)",25,17,3,4,1
"Suministro de electricidad, gas y agua (093)",13,,1,8,4
"Construcción (094)",256,41,58,100,57
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",62,53,8,1,
"Venta, mant.y rep. veh.autom y motoc. (096)",6,4,2,,
"Comercio al por mayor (097)",2,1,,1,
"Comercio al por menor (098)",54,48,6,,
"Hoteles y restaurantes (099)",10,9,,1,
"Trans., almac. y comunicaciones (100)",43,32,2,5,4
"Intermediación financiera (101)",1,1,,,
"Activid.inmobil., empres. y alquileres (102)",18,10,1,6,1
"Admin.pub. y defensa; p. segur soc.afil (103)",127,,,,127
"Enseñanza (104)",46,1,15,25,5
"Servicios sociales y de salud (105)",5,2,1,,2
"Otras activ. serv.comun.soc y personales (106)",1,1,,,
"Hogares privados con servicio doméstico (107)",2,2,,,
"Actividad economica no especificada (109)",38,19,5,13,1
"Mujeres (110)",1011,887,38,48,38
"Agric., ganadería, caza y silvicultura (111)",612,596,10,5,1
"Explotación de minas y canteras (113)",1,1,,,
"Industrias manufactureras (114)",55,55,,,
"Construcción (116)",22,,3,9,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",89,88,1,,
"Comercio al por mayor (119)",2,2,,,
"Comercio al por menor (120)",87,86,1,,
"Hoteles y restaurantes (121)",39,37,,1,1
"Trans., almac. y comunicaciones (122)",2,2,,,
"Activid.inmobil., empres. y alquileres (124)",8,3,2,3,
"Admin.pub. y defensa; p. segur soc.afil (125)",17,,,,17
"Enseñanza (126)",88,40,18,27,3
"Servicios sociales y de salud (127)",17,10,,1,6
"Otras activ. serv.comun.soc y personales (128)",3,1,2,,
"Hogares privados con servicio doméstico (129)",8,8,,,
"Actividad economica no especificada (131)",50,46,2,2,
,,,,,
"RURAL (132)",1424,1150,83,76,115
"Agric., ganadería, caza y silvicultura (133)",1086,1028,31,26,1
"Pesca (134)",6,2,2,2,
"Industrias manufactureras (136)",31,27,,2,2
"Suministro de electricidad, gas y agua (137)",6,,4,2,
"Construcción (138)",73,12,32,28,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",22,21,1,,
"Comercio al por mayor (141)",1,1,,,
"Comercio al por menor (142)",21,20,1,,
"Hoteles y restaurantes (143)",6,6,,,
"Trans., almac. y comunicaciones (144)",13,10,,3,
"Activid.inmobil., empres. y alquileres (146)",11,7,2,1,1
"Admin.pub. y defensa; p. segur soc.afil (147)",104,,,,104
"Enseñanza (148)",38,19,6,12,1
"Servicios sociales y de salud (149)",8,3,,,5
"Otras activ. serv.comun.soc y personales (150)",2,2,,,
"Hogares privados con servicio doméstico (151)",4,4,,,
"Actividad economica no especificada (153)",14,9,5,,
"Hombres (154)",922,699,70,53,100
"Agric., ganadería, caza y silvicultura (155)",663,631,22,9,1
"Pesca (156)",6,2,2,2,
"Industrias manufactureras (158)",20,16,,2,2
"Suministro de electricidad, gas y agua (159)",6,,4,2,
"Construcción (160)",73,12,32,28,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",12,11,1,,
"Comercio al por mayor (163)",1,1,,,
"Comercio al por menor (164)",11,10,1,,
"Hoteles y restaurantes (165)",1,1,,,
"Trans., almac. y comunicaciones (166)",12,10,,2,
"Activid.inmobil., empres. y alquileres (168)",8,5,2,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",93,,,,93
"Enseñanza (170)",16,5,4,7,
"Servicios sociales y de salud (171)",4,1,,,3
"Otras activ. serv.comun.soc y personales (172)",1,1,,,
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",6,3,3,,
"Mujeres (176)",502,451,13,23,15
"Agric., ganadería, caza y silvicultura (177)",423,397,9,17,
"Industrias manufactureras (180)",11,11,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",10,10,,,
"Comercio al por menor (186)",10,10,,,
"Hoteles y restaurantes (187)",5,5,,,
"Trans., almac. y comunicaciones (188)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",3,2,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",22,14,2,5,1
"Servicios sociales y de salud (193)",4,2,,,2
"Otras activ. serv.comun.soc y personales (194)",1,1,,,
"Hogares privados con servicio doméstico (195)",3,3,,,
"Actividad economica no especificada (197)",8,6,2,,
