"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",644,644,,,
"De 06 a 14 años (056)",270,235,22,10,3
"Empleado (057)",26,23,3,,
"Obrero (058)",40,29,5,3,3
"Trabajador independiente (059)",46,41,5,,
"Trabajador familiar no remunerado (061)",138,122,9,7,
"Trabajador del hogar (062)",20,20,,,
"De 15 a 29 años (064)",12630,7046,1512,1630,2442
"Empleado (065)",4023,1542,651,705,1125
"Obrero (066)",4059,1245,604,899,1311
"Trabajador independiente (067)",3227,3027,200,,
"Empleador o patrono (068)",133,96,22,12,3
"Trabajador familiar no remunerado (069)",849,797,35,14,3
"Trabajador del hogar (070)",339,339,,,
"De 30 a 44 años (072)",15086,7479,1728,2246,3633
"Empleado (073)",4892,1189,856,1143,1704
"Obrero (074)",4638,1063,579,1073,1923
"Trabajador independiente (075)",4696,4464,232,,
"Empleador o patrono (076)",196,147,26,20,3
"Trabajador familiar no remunerado (077)",495,447,35,10,3
"Trabajador del hogar (078)",169,169,,,
"De 45 a 64 años (080)",8442,4846,769,953,1874
"Empleado (081)",2444,497,357,537,1053
"Obrero (082)",2137,665,259,400,813
"Trabajador independiente (083)",3278,3157,121,,
"Empleador o patrono (084)",152,119,21,8,4
"Trabajador familiar no remunerado (085)",332,309,11,8,4
"Trabajador del hogar (086)",99,99,,,
"De 65 y más años (088)",1097,970,47,28,52
"Empleado (089)",91,41,15,10,25
"Obrero (090)",140,87,14,15,24
"Trabajador independiente (091)",728,714,14,,
"Empleador o patrono (092)",28,25,1,2,
"Trabajador familiar no remunerado (093)",93,86,3,1,3
"Trabajador del hogar (094)",17,17,,,
,,,,,
"RURAL (096)",11494,8472,572,631,1819
"Empleado (097)",1032,186,116,173,557
"Obrero (098)",3066,1117,247,444,1258
"Trabajador independiente (099)",5145,5003,142,,
"Empleador o patrono (100)",155,144,3,6,2
"Trabajador familiar no remunerado (101)",2019,1945,64,8,2
"Trabajador del hogar (102)",77,77,,,
"De 06 a 14 años (104)",111,102,7,2,
"Obrero (106)",11,7,4,,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",86,81,3,2,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",4147,2945,237,252,713
"Empleado (113)",428,90,46,77,215
"Obrero (114)",1247,474,104,173,496
"Trabajador independiente (115)",1202,1156,46,,
"Empleador o patrono (116)",35,31,1,2,1
"Trabajador familiar no remunerado (117)",1190,1149,40,,1
"Trabajador del hogar (118)",45,45,,,
"De 30 a 44 años (120)",4068,2720,203,283,862
"Empleado (121)",463,72,57,77,257
"Obrero (122)",1284,384,98,198,604
"Trabajador independiente (123)",1829,1790,39,,
"Empleador o patrono (124)",53,48,,4,1
"Trabajador familiar no remunerado (125)",432,419,9,4,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",2454,2017,110,86,241
"Empleado (129)",137,22,12,19,84
"Obrero (130)",452,192,38,66,156
"Trabajador independiente (131)",1565,1515,50,,
"Empleador o patrono (132)",55,53,2,,
"Trabajador familiar no remunerado (133)",231,221,8,1,1
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",714,688,15,8,3
"Empleado (137)",4,2,1,,1
"Obrero (138)",72,60,3,7,2
"Trabajador independiente (139)",542,535,7,,
"Empleador o patrono (140)",12,12,,,
"Trabajador familiar no remunerado (141)",80,75,4,1,
"Trabajador del hogar (142)",4,4,,,
