"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",294,21,127,86,54,6
"Hogares privados con servicio doméstico (041)",66,11,34,14,6,1
"Actividad economica no especificada (043)",681,18,251,218,173,21
"Mujeres (045)",9645,341,3287,3393,2255,369
"Agric., ganadería, caza y silvicultura (046)",3251,170,1011,1005,869,196
"Pesca (047)",14,,6,6,1,1
"Explotación de minas y canteras (048)",2,,1,,,1
"Industrias manufactureras (049)",265,2,62,107,85,9
"Suministro de electricidad, gas y agua (050)",7,,,5,2,
"Construcción (051)",30,,13,14,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1941,48,597,761,462,73
"Venta, mant.y rep. veh.autom.y motoc. (053)",23,1,10,10,2,
"Comercio al por mayor (054)",88,2,36,33,13,4
"Comercio al por menor (055)",1830,45,551,718,447,69
"Hoteles y restaurantes (056)",836,30,267,298,217,24
"Trans., almac. y comunicaciones (057)",105,2,60,33,10,
"Intermediación financiera (058)",16,,9,6,1,
"Activid.inmobil., empres. y alquileres (059)",190,,94,62,32,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",173,,57,69,46,1
"Enseñanza (061)",841,,136,479,224,2
"Servicios sociales y de salud (062)",235,1,59,128,46,1
"Otras activ. serv.comun.soc y personales (063)",212,6,82,67,50,7
"Hogares privados con servicio doméstico (064)",994,76,602,186,101,29
"Actividad economica no especificada (066)",533,6,231,167,106,23
,,,,,,
"URBANA (067)",21840,681,7186,7618,5379,976
"Agric., ganadería, caza y silvicultura (068)",6698,288,1782,2068,1984,576
"Pesca (069)",264,4,70,98,73,19
"Explotación de minas y canteras (070)",20,,5,9,5,1
"Industrias manufactureras (071)",1047,33,355,360,256,43
"Suministro de electricidad, gas y agua (072)",51,,14,21,16,
"Construcción (073)",1123,11,374,458,266,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3804,151,1241,1347,898,167
"Venta, mant.y rep. veh.autom.y motoc. (075)",375,21,158,104,82,10
"Comercio al por mayor (076)",188,6,69,70,34,9
"Comercio al por menor (077)",3241,124,1014,1173,782,148
"Hoteles y restaurantes (078)",1061,51,368,358,254,30
"Trans., almac. y comunicaciones (079)",1903,17,966,615,292,13
"Intermediación financiera (080)",44,,23,17,4,
"Activid.inmobil., empres. y alquileres (081)",674,2,278,231,150,13
"Admin.pub. y defensa; p. segur.soc.afil (082)",584,,161,244,172,7
"Enseñanza (083)",1644,,237,927,472,8
"Servicios sociales y de salud (084)",416,2,102,202,101,9
"Otras activ. serv.comun.soc y personales (085)",479,26,192,149,99,13
"Hogares privados con servicio doméstico (086)",977,73,599,184,95,26
"Actividad economica no especificada (088)",1051,23,419,330,242,37
"Hombres (089)",14059,440,4623,4793,3519,684
"Agric., ganadería, caza y silvicultura (090)",4973,208,1363,1503,1452,447
"Pesca (091)",251,4,65,92,72,18
"Explotación de minas y canteras (092)",18,,4,9,5,
"Industrias manufactureras (093)",788,31,295,257,171,34
"Suministro de electricidad, gas y agua (094)",44,,14,16,14,
"Construcción (095)",1095,11,362,445,263,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1903,103,658,602,444,96
"Venta, mant.y rep. veh.autom.y motoc. (097)",353,20,149,94,80,10
"Comercio al por mayor (098)",102,4,33,38,22,5
"Comercio al por menor (099)",1448,79,476,470,342,81
"Hoteles y restaurantes (100)",244,23,108,63,44,6
"Trans., almac. y comunicaciones (101)",1800,15,907,582,283,13
"Intermediación financiera (102)",28,,14,11,3,
"Activid.inmobil., empres. y alquileres (103)",485,2,184,169,119,11
"Admin.pub. y defensa; p. segur.soc.afil (104)",414,,105,177,126,6
"Enseñanza (105)",876,,121,489,260,6
"Servicios sociales y de salud (106)",198,1,49,85,55,8
"Otras activ. serv.comun.soc y personales (107)",280,21,117,86,50,6
"Hogares privados con servicio doméstico (108)",52,4,31,10,6,1
"Actividad economica no especificada (110)",610,17,226,197,152,18
"Mujeres (112)",7781,241,2563,2825,1860,292
"Agric., ganadería, caza y silvicultura (113)",1725,80,419,565,532,129
"Pesca (114)",13,,5,6,1,1
"Explotación de minas y canteras (115)",2,,1,,,1
"Industrias manufactureras (116)",259,2,60,103,85,9
"Suministro de electricidad, gas y agua (117)",7,,,5,2,
"Construcción (118)",28,,12,13,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1901,48,583,745,454,71
"Venta, mant.y rep. veh.autom.y motoc. (120)",22,1,9,10,2,
"Comercio al por mayor (121)",86,2,36,32,12,4
"Comercio al por menor (122)",1793,45,538,703,440,67
"Hoteles y restaurantes (123)",817,28,260,295,210,24
"Trans., almac. y comunicaciones (124)",103,2,59,33,9,
"Intermediación financiera (125)",16,,9,6,1,
"Activid.inmobil., empres. y alquileres (126)",189,,94,62,31,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",170,,56,67,46,1
"Enseñanza (128)",768,,116,438,212,2
"Servicios sociales y de salud (129)",218,1,53,117,46,1
"Otras activ. serv.comun.soc y personales (130)",199,5,75,63,49,7
"Hogares privados con servicio doméstico (131)",925,69,568,174,89,25
"Actividad economica no especificada (133)",441,6,193,133,90,19
,,,,,,
"RURAL (134)",11532,419,4359,3802,2476,476
"Agric., ganadería, caza y silvicultura (135)",10583,394,4015,3411,2306,457
"Pesca (136)",40,2,14,14,9,1
"Explotación de minas y canteras (137)",1,,,,1,
"Industrias manufactureras (138)",75,,39,26,9,1
"Construcción (140)",41,,17,18,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",110,3,32,53,19,3
"Venta, mant.y rep. veh.autom.y motoc. (142)",8,,5,3,,
"Comercio al por mayor (143)",4,,,3,1,
"Comercio al por menor (144)",98,3,27,47,18,3
"Hoteles y restaurantes (145)",19,2,7,3,7,
"Trans., almac. y comunicaciones (146)",40,1,24,12,3,
"Activid.inmobil., empres. y alquileres (148)",9,,4,2,2,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",19,,7,11,1,
"Enseñanza (150)",284,1,71,157,55,
"Servicios sociales y de salud (151)",38,,12,20,5,1
"Otras activ. serv.comun.soc y personales (152)",27,1,17,4,5,
"Hogares privados con servicio doméstico (153)",83,14,37,16,12,4
"Actividad economica no especificada (155)",163,1,63,55,37,7
"Hombres (156)",9668,319,3635,3234,2081,399
"Agric., ganadería, caza y silvicultura (157)",9057,304,3423,2971,1969,390
"Pesca (158)",39,2,13,14,9,1
"Explotación de minas y canteras (159)",1,,,,1,
"Industrias manufactureras (160)",69,,37,22,9,1
"Construcción (162)",39,,16,17,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",70,3,18,37,11,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",7,,4,3,,
"Comercio al por mayor (165)",2,,,2,,
"Comercio al por menor (166)",61,3,14,32,11,1
"Trans., almac. y comunicaciones (168)",38,1,23,12,2,
"Activid.inmobil., empres. y alquileres (170)",8,,4,2,1,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",16,,6,9,1,
"Enseñanza (172)",211,1,51,116,43,
"Servicios sociales y de salud (173)",21,,6,9,5,1
"Otras activ. serv.comun.soc y personales (174)",14,,10,,4,
"Hogares privados con servicio doméstico (175)",14,7,3,4,,
"Actividad economica no especificada (177)",71,1,25,21,21,3
"Mujeres (179)",1864,100,724,568,395,77
"Agric., ganadería, caza y silvicultura (180)",1526,90,592,440,337,67
"Pesca (181)",1,,1,,,
"Industrias manufactureras (183)",6,,2,4,,
"Construcción (185)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",40,,14,16,8,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",37,,13,15,7,2
"Hoteles y restaurantes (190)",19,2,7,3,7,
"Trans., almac. y comunicaciones (191)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (193)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,1,2,,
"Enseñanza (195)",73,,20,41,12,
"Servicios sociales y de salud (196)",17,,6,11,,
"Otras activ. serv.comun.soc y personales (197)",13,1,7,4,1,
"Hogares privados con servicio doméstico (198)",69,7,34,12,12,4
"Actividad economica no especificada (200)",92,,38,34,16,4
