"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Padres/ suegros (042)",5553,1844,,2555,661,75,228,35,155
"Otro(a) pariente (043)",31428,3277,780,8121,9830,2412,2607,2315,2086
"Trabajador(a) del hogar (044)",1437,66,3,662,521,96,51,23,15
"Pensionista (045)",1152,23,2,95,282,134,129,325,162
"Otro(a) no pariente (046)",5301,318,69,1050,1672,466,608,488,630
"Hombres (048)",258069,23232,8536,74611,82280,14737,19380,15784,19509
"Jefe o Jefa (049)",96260,5329,35,25143,31817,6130,11268,4649,11889
"Esposa(o)/ compa¤era(o) (050)",4638,234,6,1004,1795,330,495,294,480
"Hijo(a)/ hijastro(a) (051)",118018,12692,6455,37732,36995,5950,5191,8163,4840
"Yerno/ nuera (052)",5133,79,1,558,2157,517,803,353,665
"Nieto(a) (053)",14488,3033,1646,5178,3118,430,254,637,192
"Padres/ suegros (054)",1477,356,,742,206,35,57,15,66
"Otro(a) pariente (055)",15051,1369,362,3778,5208,1105,1016,1239,974
"Trabajador(a) del hogar (056)",52,5,,12,23,2,5,4,1
"Pensionista (057)",667,13,1,52,169,64,78,188,102
"Otro(a) no pariente (058)",2285,122,30,412,792,174,213,242,300
"Mujeres (060)",275057,35607,8291,83552,73402,15765,26045,13852,18543
"Jefe o Jefa (061)",35451,5036,19,10437,8593,2071,4710,1337,3248
"Esposa(o)/ compa¤era(o) (062)",82084,11130,86,22813,23029,4743,10923,2391,6969
"Hijo(a)/ hijastro(a) (063)",112612,12762,6271,36428,30044,6162,7139,7713,6093
"Yerno/ nuera (064)",5890,196,4,1187,2486,571,716,318,412
"Nieto(a) (065)",13681,2820,1450,5200,2682,415,303,595,216
"Padres/ suegros (066)",4076,1488,,1813,455,40,171,20,89
"Otro(a) pariente (067)",16377,1908,418,4343,4622,1307,1591,1076,1112
"Trabajador(a) del hogar (068)",1385,61,3,650,498,94,46,19,14
"Pensionista (069)",485,10,1,43,113,70,51,137,60
"Otro(a) no pariente (070)",3016,196,39,638,880,292,395,246,330
,,,,,,,,,
"RURAL (072)",85895,20388,2246,41216,18207,1485,1224,506,623
"Jefe o Jefa (073)",20775,5371,2,10170,4176,301,414,96,245
"Esposa(o)/ compa¤era(o) (074)",16514,5649,9,8045,2306,146,230,44,85
"Hijo(a)/ hijastro(a) (075)",40043,7249,1902,19223,9749,905,460,325,230
"Yerno/ nuera (076)",1409,114,3,637,544,36,41,9,25
"Nieto(a) (077)",3333,876,249,1516,625,35,15,8,9
"Padres/ suegros (078)",426,302,,114,9,1,,,
"Otro(a) pariente (079)",3069,758,78,1377,702,56,54,15,29
"Trabajador(a) del hogar (080)",22,5,,12,5,,,,
"Pensionista (081)",52,6,,14,25,3,2,2,
"Otro(a) no pariente (082)",252,58,3,108,66,2,8,7,
"Hombres (084)",44979,8959,1166,21495,11099,843,692,314,411
"Jefe o Jefa (085)",18373,4153,2,9300,3949,281,378,91,219
"Esposa(o)/ compa¤era(o) (086)",350,96,,154,79,5,7,1,8
"Hijo(a)/ hijastro(a) (087)",22015,3747,992,10178,6015,490,261,195,137
"Yerno/ nuera (088)",444,30,1,194,173,14,10,5,17
"Nieto(a) (089)",1740,441,125,774,368,18,4,2,8
"Padres/ suegros (090)",155,86,,62,6,1,,,
"Otro(a) pariente (091)",1684,364,44,746,441,30,25,12,22
"Pensionista (093)",50,6,,14,23,3,2,2,
"Otro(a) no pariente (094)",168,36,2,73,45,1,5,6,
"Mujeres (096)",40916,11429,1080,19721,7108,642,532,192,212
"Jefe o Jefa (097)",2402,1218,,870,227,20,36,5,26
"Esposa(o)/ compa¤era(o) (098)",16164,5553,9,7891,2227,141,223,43,77
"Hijo(a)/ hijastro(a) (099)",18028,3502,910,9045,3734,415,199,130,93
"Yerno/ nuera (100)",965,84,2,443,371,22,31,4,8
"Nieto(a) (101)",1593,435,124,742,257,17,11,6,1
"Padres/ suegros (102)",271,216,,52,3,,,,
"Otro(a) pariente (103)",1385,394,34,631,261,26,29,3,7
"Trabajador(a) del hogar (104)",22,5,,12,5,,,,
"Pensionista (105)",2,,,,2,,,,
"Otro(a) no pariente (106)",84,22,1,35,21,1,3,1,
