"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2953,243,3,1128,862,98,158,112,349
"Esposa(o)/ compa¤era(o) (050)",155,11,1,42,57,6,5,12,21
"Hijo(a)/ hijastro(a) (051)",3297,405,180,1351,1048,87,23,127,76
"Yerno/ nuera (052)",77,,,7,35,4,8,8,15
"Nieto(a) (053)",199,50,21,77,42,4,,5,
"Padres/ suegros (054)",28,8,,11,5,,1,,3
"Otro(a) pariente (055)",443,40,13,145,139,24,19,30,33
"Pensionista (057)",9,,,,1,1,1,3,3
"Otro(a) no pariente (058)",102,2,,18,25,7,12,20,18
"Mujeres (060)",7712,1588,292,2970,1895,159,191,223,394
"Jefe o Jefa (061)",1375,471,2,454,231,26,50,26,115
"Esposa(o)/ compa¤era(o) (062)",2158,533,4,831,471,45,83,45,146
"Hijo(a)/ hijastro(a) (063)",3277,414,244,1344,978,62,36,115,84
"Yerno/ nuera (064)",76,2,,22,30,5,1,4,12
"Nieto(a) (065)",196,35,18,96,37,2,1,6,1
"Padres/ suegros (066)",72,51,,18,2,,,1,
"Otro(a) pariente (067)",442,70,21,174,119,10,15,14,19
"Trabajador(a) del hogar (068)",18,2,1,7,7,1,,,
"Otro(a) no pariente (070)",98,10,2,24,20,8,5,12,17
,,,,,,,,,
"RURAL (072)",36578,9613,1489,17404,7352,273,119,167,161
"Jefe o Jefa (073)",9305,2935,19,4426,1711,60,47,35,72
"Esposa(o)/ compa¤era(o) (074)",5873,2616,24,2549,636,20,10,4,14
"Hijo(a)/ hijastro(a) (075)",18417,3279,1308,9116,4347,154,50,112,51
"Yerno/ nuera (076)",226,16,,101,99,4,,4,2
"Nieto(a) (077)",875,216,83,423,144,6,1,1,1
"Padres/ suegros (078)",174,143,,27,3,,1,,
"Otro(a) pariente (079)",1593,386,55,719,381,26,8,10,8
"Trabajador(a) del hogar (080)",1,,,1,,,,,
"Pensionista (081)",2,1,,,1,,,,
"Otro(a) no pariente (082)",112,21,,42,30,3,2,1,13
"Hombres (084)",17871,3322,717,8807,4571,174,63,109,108
"Jefe o Jefa (085)",6712,1395,14,3648,1484,52,29,31,59
"Esposa(o)/ compa¤era(o) (086)",232,36,1,97,92,2,2,1,1
"Hijo(a)/ hijastro(a) (087)",9510,1609,638,4429,2615,92,27,69,31
"Yerno/ nuera (088)",69,2,,23,37,2,,3,2
"Nieto(a) (089)",444,106,42,208,81,5,1,1,
"Padres/ suegros (090)",34,17,,17,,,,,
"Otro(a) pariente (091)",798,151,22,359,237,18,3,3,5
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",71,6,,26,24,3,1,1,10
"Mujeres (096)",18707,6291,772,8597,2781,99,56,58,53
"Jefe o Jefa (097)",2593,1540,5,778,227,8,18,4,13
"Esposa(o)/ compa¤era(o) (098)",5641,2580,23,2452,544,18,8,3,13
"Hijo(a)/ hijastro(a) (099)",8907,1670,670,4687,1732,62,23,43,20
"Yerno/ nuera (100)",157,14,,78,62,2,,1,
"Nieto(a) (101)",431,110,41,215,63,1,,,1
"Padres/ suegros (102)",140,126,,10,3,,1,,
"Otro(a) pariente (103)",795,235,33,360,144,8,5,7,3
"Trabajador(a) del hogar (104)",1,,,1,,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",41,15,,16,6,,1,,3
