"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",4,4,,,
"Trabajador familiar no remunerado (061)",12,12,,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",555,437,48,32,38
"Empleado (065)",103,46,14,13,30
"Obrero (066)",157,110,22,17,8
"Trabajador independiente (067)",207,198,9,,
"Empleador o patrono (068)",1,1,,,
"Trabajador familiar no remunerado (069)",81,76,3,2,
"Trabajador del hogar (070)",6,6,,,
"De 30 a 44 años (072)",666,507,59,45,55
"Empleado (073)",158,54,29,30,45
"Obrero (074)",128,89,16,13,10
"Trabajador independiente (075)",334,321,13,,
"Empleador o patrono (076)",5,4,,1,
"Trabajador familiar no remunerado (077)",38,36,1,1,
"Trabajador del hogar (078)",3,3,,,
"De 45 a 64 años (080)",648,553,41,23,31
"Empleado (081)",72,28,9,12,23
"Obrero (082)",120,85,16,11,8
"Trabajador independiente (083)",395,383,12,,
"Empleador o patrono (084)",13,10,3,,
"Trabajador familiar no remunerado (085)",45,44,1,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",236,214,16,2,4
"Empleado (089)",12,9,,1,2
"Obrero (090)",45,33,9,1,2
"Trabajador independiente (091)",146,140,6,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",28,27,1,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",1398,1232,112,36,18
"Empleado (097)",56,24,9,9,14
"Obrero (098)",408,300,80,25,3
"Trabajador independiente (099)",735,717,18,,
"Empleador o patrono (100)",13,6,4,2,1
"Trabajador familiar no remunerado (101)",177,176,1,,
"Trabajador del hogar (102)",9,9,,,
"De 06 a 14 años (104)",21,16,4,1,
"Obrero (106)",7,3,3,1,
"Trabajador familiar no remunerado (109)",14,13,1,,
"De 15 a 29 años (112)",426,370,37,15,4
"Empleado (113)",15,9,1,2,3
"Obrero (114)",173,129,30,13,1
"Trabajador independiente (115)",148,143,5,,
"Empleador o patrono (116)",1,,1,,
"Trabajador familiar no remunerado (117)",86,86,,,
"Trabajador del hogar (118)",3,3,,,
"De 30 a 44 años (120)",407,339,45,15,8
"Empleado (121)",25,7,7,4,7
"Obrero (122)",120,79,29,11,1
"Trabajador independiente (123)",219,211,8,,
"Empleador o patrono (124)",3,2,1,,
"Trabajador familiar no remunerado (125)",36,36,,,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",388,352,26,5,5
"Empleado (129)",14,7,1,3,3
"Obrero (130)",82,63,18,,1
"Trabajador independiente (131)",257,252,5,,
"Empleador o patrono (132)",7,2,2,2,1
"Trabajador familiar no remunerado (133)",26,26,,,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",156,155,,,1
"Empleado (137)",2,1,,,1
"Obrero (138)",26,26,,,
"Trabajador independiente (139)",111,111,,,
"Empleador o patrono (140)",2,2,,,
"Trabajador familiar no remunerado (141)",15,15,,,
