"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",4234,83,2278,1201,535,137
"Sin nivel (031)",224,9,45,71,64,35
"Educación inicial (032)",4,,4,,,
"Primaria (033)",974,52,312,284,249,77
"Secundaria (034)",2384,22,1565,609,169,19
"Superior no univ. incompleta (035)",160,,98,49,13,
"Superior no univ. completa (036)",252,,154,80,15,3
"Superior univ. incompleta (037)",52,,27,18,6,1
"Superior univ. completa (038)",184,,73,90,19,2
"No PEA (040)",63274,24712,19347,7241,6452,5522
"Sin nivel (041)",5961,346,159,390,1729,3337
"Educación inicial (042)",1118,1091,21,6,,
"Primaria (043)",27961,17371,1981,3149,3607,1853
"Secundaria (044)",23397,5904,13376,3011,899,207
"Superior no univ. incompleta (045)",2290,,2044,202,34,10
"Superior no univ. completa (046)",842,,503,189,87,63
"Superior univ. incompleta (047)",1189,,1043,109,27,10
"Superior univ. completa (048)",516,,220,185,69,42
,,,,,,
"URBANA (060)",31631,6870,11522,7202,4473,1564
"Sin nivel (061)",1603,80,101,228,593,601
"Educación inicial (062)",322,306,13,3,,
"Primaria (063)",9759,4667,886,1685,1878,643
"Secundaria (064)",13787,1817,7249,3229,1304,188
"Superior no univ. incompleta (065)",1928,,1363,429,120,16
"Superior no univ. completa (066)",1723,,744,683,238,58
"Superior univ. incompleta (067)",1010,,715,211,74,10
"Superior univ. completa (068)",1499,,451,734,266,48
"PEA (070)",14202,193,5428,5143,2879,559
"Sin nivel (071)",558,6,55,129,230,138
"Educación inicial (072)",4,,3,1,,
"Primaria (073)",2959,93,472,998,1105,291
"Secundaria (074)",6881,94,3431,2299,976,81
"Superior no univ. incompleta (075)",916,,464,338,106,8
"Superior no univ. completa (076)",1279,,494,585,182,18
"Superior univ. incompleta (077)",408,,184,162,59,3
"Superior univ. completa (078)",1197,,325,631,221,20
"Ocupada (080)",12309,154,4461,4559,2632,503
"Sin nivel (081)",395,,21,66,189,119
"Educación inicial (082)",1,,,1,,
"Primaria (083)",2538,70,337,852,1013,266
"Secundaria (084)",5900,84,2812,2041,891,72
"Superior no univ. incompleta (085)",827,,411,311,97,8
"Superior no univ. completa (086)",1171,,430,548,175,18
"Superior univ. incompleta (087)",377,,167,152,56,2
"Superior univ. completa (088)",1100,,283,588,211,18
"Desocupada (090)",1893,39,967,584,247,56
"Sin nivel (091)",163,6,34,63,41,19
"Educación inicial (092)",3,,3,,,
"Primaria (093)",421,23,135,146,92,25
"Secundaria (094)",981,10,619,258,85,9
"Superior no univ. incompleta (095)",89,,53,27,9,
"Superior no univ. completa (096)",108,,64,37,7,
"Superior univ. incompleta (097)",31,,17,10,3,1
"Superior univ. completa (098)",97,,42,43,10,2
"No PEA (100)",17429,6677,6094,2059,1594,1005
"Sin nivel (101)",1045,74,46,99,363,463
"Educación inicial (102)",318,306,10,2,,
"Primaria (103)",6800,4574,414,687,773,352
"Secundaria (104)",6906,1723,3818,930,328,107
"Superior no univ. incompleta (105)",1012,,899,91,14,8
"Superior no univ. completa (106)",444,,250,98,56,40
"Superior univ. incompleta (107)",602,,531,49,15,7
"Superior univ. completa (108)",302,,126,103,45,28
,,,,,,
"RURAL (120)",79717,18466,24041,15596,13646,7968
"Sin nivel (121)",7738,284,210,509,2588,4147
"Educación inicial (122)",828,791,18,19,,
"Primaria (123)",33852,13095,3374,5913,7999,3471
"Secundaria (124)",31878,4296,17331,7534,2446,271
"Superior no univ. incompleta (125)",2048,,1513,410,116,9
"Superior no univ. completa (126)",1519,,706,570,205,38
"Superior univ. incompleta (127)",840,,608,165,61,6
"Superior univ. completa (128)",1014,,281,476,231,26
"PEA (130)",33872,431,10788,10414,8788,3451
"Sin nivel (131)",2822,12,97,218,1222,1273
"Educación inicial (132)",28,6,7,15,,
"Primaria (133)",12691,298,1807,3451,5165,1970
"Secundaria (134)",15387,115,7773,5453,1875,171
"Superior no univ. incompleta (135)",770,,368,299,96,7
"Superior no univ. completa (136)",1121,,453,479,174,15
"Superior univ. incompleta (137)",253,,96,105,49,3
"Superior univ. completa (138)",800,,187,394,207,12
"Ocupada (140)",31531,387,9477,9797,8500,3370
"Sin nivel (141)",2761,9,86,210,1199,1257
"Educación inicial (142)",27,6,6,15,,
"Primaria (143)",12138,269,1630,3313,5008,1918
"Secundaria (144)",13984,103,6827,5102,1791,161
"Superior no univ. incompleta (145)",699,,323,277,92,7
"Superior no univ. completa (146)",977,,363,436,166,12
"Superior univ. incompleta (147)",232,,86,97,46,3
"Superior univ. completa (148)",713,,156,347,198,12
"Desocupada (150)",2341,44,1311,617,288,81
"Sin nivel (151)",61,3,11,8,23,16
"Educación inicial (152)",1,,1,,,
"Primaria (153)",553,29,177,138,157,52
"Secundaria (154)",1403,12,946,351,84,10
"Superior no univ. incompleta (155)",71,,45,22,4,
"Superior no univ. completa (156)",144,,90,43,8,3
"Superior univ. incompleta (157)",21,,10,8,3,
"Superior univ. completa (158)",87,,31,47,9,
"No PEA (160)",45845,18035,13253,5182,4858,4517
"Sin nivel (161)",4916,272,113,291,1366,2874
"Educación inicial (162)",800,785,11,4,,
"Primaria (163)",21161,12797,1567,2462,2834,1501
"Secundaria (164)",16491,4181,9558,2081,571,100
"Superior no univ. incompleta (165)",1278,,1145,111,20,2
"Superior no univ. completa (166)",398,,253,91,31,23
"Superior univ. incompleta (167)",587,,512,60,12,3
"Superior univ. completa (168)",214,,94,82,24,14
