"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",1092,655,110,113,214
"Superior no univ. incompleta (065)",269,170,24,35,40
"Superior no univ. completa (066)",519,243,46,84,146
"Superior univ. incompleta (067)",118,60,12,21,25
"Superior univ. completa (068)",329,123,31,98,77
"De 06 a 14 años (070)",40,37,3,,
"Primaria (073)",22,21,1,,
"Secundaria (074)",18,16,2,,
"De 15 a 29 años (080)",898,503,113,101,181
"Sin nivel (081)",4,3,,,1
"Primaria (083)",80,58,11,8,3
"Secundaria (084)",415,254,56,42,63
"Superior no univ. incompleta (085)",130,76,16,16,22
"Superior no univ. completa (086)",167,68,16,22,61
"Superior univ. incompleta (087)",38,18,5,6,9
"Superior univ. completa (088)",64,26,9,7,22
"De 30 a 44 años (090)",1168,621,113,184,250
"Sin nivel (091)",59,43,6,4,6
"Primaria (093)",238,160,28,20,30
"Secundaria (094)",376,198,37,40,101
"Superior no univ. incompleta (095)",89,58,7,12,12
"Superior no univ. completa (096)",225,96,20,49,60
"Superior univ. incompleta (097)",38,18,4,9,7
"Superior univ. completa (098)",143,48,11,50,34
"De 45 a 64 años (100)",901,579,67,119,136
"Sin nivel (101)",94,83,6,3,2
"Primaria (103)",252,184,24,20,24
"Secundaria (104)",250,156,14,30,50
"Superior no univ. incompleta (105)",48,34,1,7,6
"Superior no univ. completa (106)",107,61,9,12,25
"Superior univ. incompleta (107)",35,17,3,6,9
"Superior univ. completa (108)",115,44,10,41,20
"De 65 y más años (110)",212,192,16,3,1
"Sin nivel (111)",60,52,8,,
"Primaria (113)",83,77,5,1,
"Secundaria (114)",33,31,1,1,
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",20,18,1,1,
"Superior univ. incompleta (117)",7,7,,,
"Superior univ. completa (118)",7,5,1,,1
,,,,,
"RURAL (120)",5189,3034,449,231,1475
"Sin nivel (121)",403,369,30,2,2
"Educación inicial (122)",2,2,,,
"Primaria (123)",1378,1090,112,38,138
"Secundaria (124)",2037,1037,215,109,676
"Superior no univ. incompleta (125)",348,168,20,17,143
"Superior no univ. completa (126)",506,176,37,22,271
"Superior univ. incompleta (127)",180,81,14,11,74
"Superior univ. completa (128)",335,111,21,32,171
"De 06 a 14 años (130)",30,28,1,,1
"Primaria (133)",23,21,1,,1
"Secundaria (134)",7,7,,,
"De 15 a 29 años (140)",1775,904,167,119,585
"Sin nivel (141)",23,20,2,,1
"Educación inicial (142)",1,1,,,
"Primaria (143)",246,202,19,14,11
"Secundaria (144)",976,508,111,67,290
"Superior no univ. incompleta (145)",155,73,10,8,64
"Superior no univ. completa (146)",229,64,18,12,135
"Superior univ. incompleta (147)",52,23,3,7,19
"Superior univ. completa (148)",93,13,4,11,65
"De 30 a 44 años (150)",1938,968,167,72,731
"Sin nivel (151)",97,91,4,1,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",451,310,40,14,87
"Secundaria (154)",816,374,76,31,335
"Superior no univ. incompleta (155)",142,54,10,5,73
"Superior no univ. completa (156)",205,65,16,7,117
"Superior univ. incompleta (157)",85,28,9,1,47
"Superior univ. completa (158)",141,45,12,13,71
"De 45 a 64 años (160)",1061,783,84,38,156
"Sin nivel (161)",168,156,12,,
"Primaria (163)",446,361,38,9,38
"Secundaria (164)",217,131,24,11,51
"Superior no univ. incompleta (165)",43,33,,4,6
"Superior no univ. completa (166)",63,38,3,3,19
"Superior univ. incompleta (167)",40,27,2,3,8
"Superior univ. completa (168)",84,37,5,8,34
"De 65 y más años (170)",385,351,30,2,2
"Sin nivel (171)",115,102,12,1,
"Primaria (173)",212,196,14,1,1
"Secundaria (174)",21,17,4,,
"Superior no univ. incompleta (175)",8,8,,,
"Superior no univ. completa (176)",9,9,,,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",17,16,,,1
