"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,,,,,,,
"URBANA (060)",1959,9,46,92,193,370,582,667
"De 12 a 14 años (061)",4,,,,,,,4
"De 15 a 19 años (062)",54,,,,,,23,31
"De 20 a 24 años (063)",134,,,,,,82,52
"De 25 a 29 años (064)",243,,,,,5,150,88
"De 30 a 34 años (065)",241,,,,,39,135,67
"De 35 a 39 años (066)",255,,,,1,71,111,72
"De 40 a 44 años (067)",197,,,,8,76,54,59
"De 45 a 49 años (068)",164,,,,24,71,21,48
"De 50 y más años (069)",667,9,46,92,160,108,6,246
"PEA (070)",1010,3,13,45,106,216,316,311
"De 15 a 19 años (072)",19,,,,,,11,8
"De 20 a 24 años (073)",72,,,,,,42,30
"De 25 a 29 años (074)",117,,,,,4,78,35
"De 30 a 34 años (075)",134,,,,,21,75,38
"De 35 a 39 años (076)",147,,,,1,48,62,36
"De 40 a 44 años (077)",110,,,,3,47,32,28
"De 45 a 49 años (078)",94,,,,17,41,13,23
"De 50 y más años (079)",317,3,13,45,85,55,3,113
"Ocupada (080)",989,3,13,44,105,213,304,307
"De 15 a 19 años (082)",18,,,,,,10,8
"De 20 a 24 años (083)",68,,,,,,39,29
"De 25 a 29 años (084)",115,,,,,4,76,35
"De 30 a 34 años (085)",130,,,,,19,73,38
"De 35 a 39 años (086)",144,,,,1,47,61,35
"De 40 a 44 años (087)",109,,,,3,47,31,28
"De 45 a 49 años (088)",91,,,,17,41,11,22
"De 50 y más años (089)",314,3,13,44,84,55,3,112
"Desocupada (090)",21,,,1,1,3,12,4
"De 15 a 19 años (092)",1,,,,,,1,
"De 20 a 24 años (093)",4,,,,,,3,1
"De 25 a 29 años (094)",2,,,,,,2,
"De 30 a 34 años (095)",4,,,,,2,2,
"De 35 a 39 años (096)",3,,,,,1,1,1
"De 40 a 44 años (097)",1,,,,,,1,
"De 45 a 49 años (098)",3,,,,,,2,1
"De 50 y más años (099)",3,,,1,1,,,1
"No PEA (100)",949,6,33,47,87,154,266,356
"De 12 a 14 años (101)",4,,,,,,,4
"De 15 a 19 años (102)",35,,,,,,12,23
"De 20 a 24 años (103)",62,,,,,,40,22
"De 25 a 29 años (104)",126,,,,,1,72,53
"De 30 a 34 años (105)",107,,,,,18,60,29
"De 35 a 39 años (106)",108,,,,,23,49,36
"De 40 a 44 años (107)",87,,,,5,29,22,31
"De 45 a 49 años (108)",70,,,,7,30,8,25
"De 50 y más años (109)",350,6,33,47,75,53,3,133
,,,,,,,,
"RURAL (120)",5824,85,256,671,913,1111,1447,1341
"De 12 a 14 años (121)",7,,,,,,,7
"De 15 a 19 años (122)",89,,,,,,56,33
"De 20 a 24 años (123)",325,,,,,,201,124
"De 25 a 29 años (124)",419,,,,,9,295,115
"De 30 a 34 años (125)",452,,,,,59,285,108
"De 35 a 39 años (126)",467,,,,4,144,251,68
"De 40 a 44 años (127)",500,,,,18,179,230,73
"De 45 a 49 años (128)",438,,,,53,227,103,55
"De 50 y más años (129)",3127,85,256,671,838,493,26,758
"PEA (130)",3141,19,93,302,523,666,827,711
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",52,,,,,,34,18
"De 20 a 24 años (133)",171,,,,,,112,59
"De 25 a 29 años (134)",234,,,,,3,159,72
"De 30 a 34 años (135)",277,,,,,33,169,75
"De 35 a 39 años (136)",283,,,,1,91,154,37
"De 40 a 44 años (137)",301,,,,13,113,127,48
"De 45 a 49 años (138)",264,,,,29,143,57,35
"De 50 y más años (139)",1557,19,93,302,480,283,15,365
"Ocupada (140)",3113,19,93,299,523,662,819,698
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",52,,,,,,34,18
"De 20 a 24 años (143)",166,,,,,,109,57
"De 25 a 29 años (144)",229,,,,,3,157,69
"De 30 a 34 años (145)",274,,,,,33,168,73
"De 35 a 39 años (146)",280,,,,1,90,152,37
"De 40 a 44 años (147)",299,,,,13,112,127,47
"De 45 a 49 años (148)",262,,,,29,142,57,34
"De 50 y más años (149)",1549,19,93,299,480,282,15,361
"Desocupada (150)",28,,,3,,4,8,13
"De 20 a 24 años (153)",5,,,,,,3,2
"De 25 a 29 años (154)",5,,,,,,2,3
"De 30 a 34 años (155)",3,,,,,,1,2
"De 35 a 39 años (156)",3,,,,,1,2,
"De 40 a 44 años (157)",2,,,,,1,,1
"De 45 a 49 años (158)",2,,,,,1,,1
"De 50 y más años (159)",8,,,3,,1,,4
"No PEA (160)",2683,66,163,369,390,445,620,630
"De 12 a 14 años (161)",5,,,,,,,5
"De 15 a 19 años (162)",37,,,,,,22,15
"De 20 a 24 años (163)",154,,,,,,89,65
"De 25 a 29 años (164)",185,,,,,6,136,43
"De 30 a 34 años (165)",175,,,,,26,116,33
"De 35 a 39 años (166)",184,,,,3,53,97,31
"De 40 a 44 años (167)",199,,,,5,66,103,25
"De 45 a 49 años (168)",174,,,,24,84,46,20
"De 50 y más años (169)",1570,66,163,369,358,210,11,393
