"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",859,,,6,137,408,155,153
"De 50 y más años (049)",3200,71,214,546,994,526,30,819
,,,,,,,,
"URBANA (060)",14799,49,140,421,1108,2599,6047,4435
"De 12 a 14 años (061)",32,,,,,,4,28
"De 15 a 19 años (062)",746,,,,,,415,331
"De 20 a 24 años (063)",2535,,,,,7,1420,1108
"De 25 a 29 años (064)",2581,,,,,139,1645,797
"De 30 a 34 años (065)",2041,,,,,350,1166,525
"De 35 a 39 años (066)",1705,,,,15,525,794,371
"De 40 a 44 años (067)",1346,,,,88,571,400,287
"De 45 a 49 años (068)",1026,,,6,155,482,174,209
"De 50 y más años (069)",2787,49,140,415,850,525,29,779
"PEA (070)",5798,2,17,84,325,1212,2313,1845
"De 12 a 14 años (071)",4,,,,,,1,3
"De 15 a 19 años (072)",176,,,,,,102,74
"De 20 a 24 años (073)",1032,,,,,3,510,519
"De 25 a 29 años (074)",1166,,,,,80,680,406
"De 30 a 34 años (075)",907,,,,,189,471,247
"De 35 a 39 años (076)",778,,,,4,272,327,175
"De 40 a 44 años (077)",610,,,,40,282,150,138
"De 45 a 49 años (078)",419,,,2,60,198,63,96
"De 50 y más años (079)",706,2,17,82,221,188,9,187
"Ocupada (080)",5705,2,16,84,317,1199,2280,1807
"De 12 a 14 años (081)",4,,,,,,1,3
"De 15 a 19 años (082)",168,,,,,,99,69
"De 20 a 24 años (083)",1009,,,,,3,496,510
"De 25 a 29 años (084)",1149,,,,,80,672,397
"De 30 a 34 años (085)",896,,,,,186,465,245
"De 35 a 39 años (086)",770,,,,4,270,325,171
"De 40 a 44 años (087)",601,,,,39,278,150,134
"De 45 a 49 años (088)",413,,,2,58,196,63,94
"De 50 y más años (089)",695,2,16,82,216,186,9,184
"Desocupada (090)",93,,1,,8,13,33,38
"De 15 a 19 años (092)",8,,,,,,3,5
"De 20 a 24 años (093)",23,,,,,,14,9
"De 25 a 29 años (094)",17,,,,,,8,9
"De 30 a 34 años (095)",11,,,,,3,6,2
"De 35 a 39 años (096)",8,,,,,2,2,4
"De 40 a 44 años (097)",9,,,,1,4,,4
"De 45 a 49 años (098)",6,,,,2,2,,2
"De 50 y más años (099)",11,,1,,5,2,,3
"No PEA (100)",9001,47,123,337,783,1387,3734,2590
"De 12 a 14 años (101)",28,,,,,,3,25
"De 15 a 19 años (102)",570,,,,,,313,257
"De 20 a 24 años (103)",1503,,,,,4,910,589
"De 25 a 29 años (104)",1415,,,,,59,965,391
"De 30 a 34 años (105)",1134,,,,,161,695,278
"De 35 a 39 años (106)",927,,,,11,253,467,196
"De 40 a 44 años (107)",736,,,,48,289,250,149
"De 45 a 49 años (108)",607,,,4,95,284,111,113
"De 50 y más años (109)",2081,47,123,333,629,337,20,592
,,,,,,,,
"RURAL (120)",4398,26,100,239,515,884,1621,1013
"De 12 a 14 años (121)",12,,,,,,3,9
"De 15 a 19 años (122)",193,,,,,,113,80
"De 20 a 24 años (123)",593,,,,,1,383,209
"De 25 a 29 años (124)",558,,,,,36,368,154
"De 30 a 34 años (125)",510,,,,,84,321,105
"De 35 a 39 años (126)",490,,,,9,171,246,64
"De 40 a 44 años (127)",410,,,,30,189,120,71
"De 45 a 49 años (128)",337,,,3,54,167,55,58
"De 50 y más años (129)",1295,26,100,236,422,236,12,263
"PEA (130)",950,2,9,24,80,212,343,280
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",30,,,,,,16,14
"De 20 a 24 años (133)",149,,,,,,76,73
"De 25 a 29 años (134)",151,,,,,9,87,55
"De 30 a 34 años (135)",143,,,,,25,75,43
"De 35 a 39 años (136)",110,,,,2,39,52,17
"De 40 a 44 años (137)",105,,,,9,49,24,23
"De 45 a 49 años (138)",85,,,1,12,43,11,18
"De 50 y más años (139)",176,2,9,23,57,47,2,36
"Ocupada (140)",912,2,9,24,77,204,330,266
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",28,,,,,,16,12
"De 20 a 24 años (143)",136,,,,,,70,66
"De 25 a 29 años (144)",143,,,,,7,84,52
"De 30 a 34 años (145)",138,,,,,25,71,42
"De 35 a 39 años (146)",109,,,,2,38,52,17
"De 40 a 44 años (147)",103,,,,8,48,24,23
"De 45 a 49 años (148)",81,,,1,11,41,11,17
"De 50 y más años (149)",173,2,9,23,56,45,2,36
"Desocupada (150)",38,,,,3,8,13,14
"De 15 a 19 años (152)",2,,,,,,,2
"De 20 a 24 años (153)",13,,,,,,6,7
"De 25 a 29 años (154)",8,,,,,2,3,3
"De 30 a 34 años (155)",5,,,,,,4,1
"De 35 a 39 años (156)",1,,,,,1,,
"De 40 a 44 años (157)",2,,,,1,1,,
"De 45 a 49 años (158)",4,,,,1,2,,1
"De 50 y más años (159)",3,,,,1,2,,
"No PEA (160)",3448,24,91,215,435,672,1278,733
"De 12 a 14 años (161)",11,,,,,,3,8
"De 15 a 19 años (162)",163,,,,,,97,66
"De 20 a 24 años (163)",444,,,,,1,307,136
"De 25 a 29 años (164)",407,,,,,27,281,99
"De 30 a 34 años (165)",367,,,,,59,246,62
"De 35 a 39 años (166)",380,,,,7,132,194,47
"De 40 a 44 años (167)",305,,,,21,140,96,48
"De 45 a 49 años (168)",252,,,2,42,124,44,40
"De 50 y más años (169)",1119,24,91,213,365,189,10,227
