"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",166,11,1,53,88,6,1,2,4
"Pensionista (045)",61,1,,15,30,4,3,,8
"Otro(a) no pariente (046)",1564,68,18,357,805,75,61,39,141
"Hombres (048)",24037,1889,677,7561,10323,813,820,685,1269
"Jefe o Jefa (049)",8969,216,2,2454,4140,370,532,323,932
"Esposa(o)/ compa¤era(o) (050)",542,14,3,105,301,22,24,27,46
"Hijo(a)/ hijastro(a) (051)",10165,1250,569,3725,3810,282,157,236,136
"Yerno/ nuera (052)",273,1,,35,178,18,12,7,22
"Nieto(a) (053)",734,182,60,313,163,6,,6,4
"Padres/ suegros (054)",243,58,,114,57,,4,4,6
"Otro(a) pariente (055)",2127,130,41,598,1129,69,54,54,52
"Trabajador(a) del hogar (056)",24,2,,6,14,,,,2
"Pensionista (057)",42,,,10,22,3,2,,5
"Otro(a) no pariente (058)",918,36,2,201,509,43,35,28,64
"Mujeres (060)",23845,2617,693,8352,8806,842,873,580,1082
"Jefe o Jefa (061)",3488,358,7,1194,1195,136,177,113,308
"Esposa(o)/ compa¤era(o) (062)",7060,584,14,2353,2844,235,406,156,468
"Hijo(a)/ hijastro(a) (063)",9293,1110,541,3562,3176,323,197,240,144
"Yerno/ nuera (064)",327,6,,53,207,26,14,8,13
"Nieto(a) (065)",731,174,80,328,124,8,4,8,5
"Padres/ suegros (066)",372,187,,129,43,3,2,,8
"Otro(a) pariente (067)",1767,156,34,525,839,72,45,42,54
"Trabajador(a) del hogar (068)",142,9,1,47,74,6,1,2,2
"Pensionista (069)",19,1,,5,8,1,1,,3
"Otro(a) no pariente (070)",646,32,16,156,296,32,26,11,77
,,,,,,,,,
"RURAL (072)",127751,24031,3179,59443,37146,1495,850,665,942
"Jefe o Jefa (073)",29980,4066,20,14374,10011,410,378,209,512
"Esposa(o)/ compa¤era(o) (074)",21144,4705,41,10492,5388,168,138,78,134
"Hijo(a)/ hijastro(a) (075)",55289,11167,2598,25804,14361,722,217,272,148
"Yerno/ nuera (076)",1374,62,2,386,848,36,18,12,10
"Nieto(a) (077)",3558,1048,260,1635,592,18,2,2,1
"Padres/ suegros (078)",1244,774,,398,67,1,1,1,2
"Otro(a) pariente (079)",10775,1661,238,4698,3926,92,46,53,61
"Trabajador(a) del hogar (080)",168,47,,55,61,4,,1,
"Pensionista (081)",82,7,,12,28,7,8,4,16
"Otro(a) no pariente (082)",4137,494,20,1589,1864,37,42,33,58
"Hombres (084)",69700,10640,1627,32007,23068,897,495,389,577
"Jefe o Jefa (085)",26037,2898,16,12736,9157,348,300,182,400
"Esposa(o)/ compa¤era(o) (086)",540,54,,205,247,9,12,5,8
"Hijo(a)/ hijastro(a) (087)",30085,5731,1311,13659,8630,414,114,141,85
"Yerno/ nuera (088)",600,11,,165,387,19,7,3,8
"Nieto(a) (089)",1905,517,153,864,359,9,2,1,
"Padres/ suegros (090)",557,268,,245,42,1,,1,
"Otro(a) pariente (091)",6424,782,135,2790,2569,59,28,28,33
"Trabajador(a) del hogar (092)",32,5,,12,12,2,,1,
"Pensionista (093)",65,5,,8,25,7,6,3,11
"Otro(a) no pariente (094)",3455,369,12,1323,1640,29,26,24,32
"Mujeres (096)",58051,13391,1552,27436,14078,598,355,276,365
"Jefe o Jefa (097)",3943,1168,4,1638,854,62,78,27,112
"Esposa(o)/ compa¤era(o) (098)",20604,4651,41,10287,5141,159,126,73,126
"Hijo(a)/ hijastro(a) (099)",25204,5436,1287,12145,5731,308,103,131,63
"Yerno/ nuera (100)",774,51,2,221,461,17,11,9,2
"Nieto(a) (101)",1653,531,107,771,233,9,,1,1
"Padres/ suegros (102)",687,506,,153,25,,1,,2
"Otro(a) pariente (103)",4351,879,103,1908,1357,33,18,25,28
"Trabajador(a) del hogar (104)",136,42,,43,49,2,,,
"Pensionista (105)",17,2,,4,3,,2,1,5
"Otro(a) no pariente (106)",682,125,8,266,224,8,16,9,26
