"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",31,19,4,2,6
,,,,,
"URBANA (060)",18471,10616,1860,1723,4272
"Sin nivel (061)",840,784,21,8,27
"Educación inicial (062)",8,8,,,
"Primaria (063)",3102,2640,150,102,210
"Secundaria (064)",5704,4150,427,360,767
"Superior no univ. incompleta (065)",882,494,85,78,225
"Superior no univ. completa (066)",3148,1022,531,462,1133
"Superior univ. incompleta (067)",889,490,84,76,239
"Superior univ. completa (068)",3898,1028,562,637,1671
"De 06 a 14 años (070)",195,181,12,2,
"Sin nivel (071)",3,3,,,
"Educación inicial (072)",3,3,,,
"Primaria (073)",102,94,7,1,
"Secundaria (074)",87,81,5,1,
"De 15 a 29 años (080)",5581,3390,619,494,1078
"Sin nivel (081)",25,23,1,1,
"Educación inicial (082)",2,2,,,
"Primaria (083)",418,339,34,18,27
"Secundaria (084)",2515,1886,220,168,241
"Superior no univ. incompleta (085)",388,249,43,28,68
"Superior no univ. completa (086)",748,302,113,93,240
"Superior univ. incompleta (087)",460,285,45,42,88
"Superior univ. completa (088)",1025,304,163,144,414
"De 30 a 44 años (090)",7483,3646,877,877,2083
"Sin nivel (091)",141,132,3,,6
"Educación inicial (092)",3,3,,,
"Primaria (093)",937,769,46,52,70
"Secundaria (094)",1854,1306,127,129,292
"Superior no univ. incompleta (095)",324,172,31,33,88
"Superior no univ. completa (096)",1835,571,342,265,657
"Superior univ. incompleta (097)",295,146,30,27,92
"Superior univ. completa (098)",2094,547,298,371,878
"De 45 a 64 años (100)",4420,2663,336,342,1079
"Sin nivel (101)",400,363,11,7,19
"Primaria (103)",1293,1099,60,29,105
"Secundaria (104)",1134,779,72,60,223
"Superior no univ. incompleta (105)",164,69,10,16,69
"Superior no univ. completa (106)",544,133,76,103,232
"Superior univ. incompleta (107)",132,58,9,7,58
"Superior univ. completa (108)",753,162,98,120,373
"De 65 y más años (110)",792,736,16,8,32
"Sin nivel (111)",271,263,6,,2
"Primaria (113)",352,339,3,2,8
"Secundaria (114)",114,98,3,2,11
"Superior no univ. incompleta (115)",6,4,1,1,
"Superior no univ. completa (116)",21,16,,1,4
"Superior univ. incompleta (117)",2,1,,,1
"Superior univ. completa (118)",26,15,3,2,6
,,,,,
"RURAL (120)",26543,24989,737,292,525
"Sin nivel (121)",5642,5568,53,5,16
"Educación inicial (122)",32,30,1,,1
"Primaria (123)",12469,11980,261,80,148
"Secundaria (124)",7415,6822,274,129,190
"Superior no univ. incompleta (125)",213,174,10,9,20
"Superior no univ. completa (126)",359,203,55,27,74
"Superior univ. incompleta (127)",99,77,11,3,8
"Superior univ. completa (128)",314,135,72,39,68
"De 06 a 14 años (130)",639,612,27,,
"Sin nivel (131)",19,19,,,
"Educación inicial (132)",4,3,1,,
"Primaria (133)",494,473,21,,
"Secundaria (134)",122,117,5,,
"De 15 a 29 años (140)",9384,8803,274,113,194
"Sin nivel (141)",338,336,,1,1
"Educación inicial (142)",11,11,,,
"Primaria (143)",3828,3717,65,15,31
"Secundaria (144)",4791,4464,164,74,89
"Superior no univ. incompleta (145)",118,99,4,4,11
"Superior no univ. completa (146)",154,97,18,12,27
"Superior univ. incompleta (147)",46,33,7,,6
"Superior univ. completa (148)",98,46,16,7,29
"De 30 a 44 años (150)",7883,7286,282,113,202
"Sin nivel (151)",1212,1193,15,1,3
"Educación inicial (152)",17,16,,,1
"Primaria (153)",4415,4212,106,35,62
"Secundaria (154)",1820,1637,77,38,68
"Superior no univ. incompleta (155)",74,61,5,4,4
"Superior no univ. completa (156)",152,77,31,10,34
"Superior univ. incompleta (157)",41,35,3,2,1
"Superior univ. completa (158)",152,55,45,23,29
"De 45 a 64 años (160)",6342,6029,140,58,115
"Sin nivel (161)",2583,2542,31,2,8
"Primaria (163)",2985,2849,63,25,48
"Secundaria (164)",633,559,28,16,30
"Superior no univ. incompleta (165)",20,13,1,1,5
"Superior no univ. completa (166)",51,28,6,4,13
"Superior univ. incompleta (167)",11,8,1,1,1
"Superior univ. completa (168)",59,30,10,9,10
"De 65 y más años (170)",2295,2259,14,8,14
"Sin nivel (171)",1490,1478,7,1,4
"Primaria (173)",747,729,6,5,7
"Secundaria (174)",49,45,,1,3
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",2,1,,1,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",5,4,1,,
