"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Pesca (090)",10,,1,,1,,6,,,2,,
"Explotación de minas y canteras (091)",617,,46,24,14,,,362,24,147,,
"Industrias manufactureras (092)",662,,4,23,6,2,,569,46,12,,
"Suministro de electricidad, gas y agua (093)",47,1,10,12,6,,,4,3,11,,
"Construcción (094)",1145,2,44,49,10,,,50,612,378,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1245,,23,50,6,698,,163,12,293,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",164,,1,4,1,25,,118,9,6,,
"Comercio al por mayor (097)",51,,3,8,,34,,,1,5,,
"Comercio al por menor (098)",1030,,19,38,5,639,,45,2,282,,
"Hoteles y restaurantes (099)",324,1,2,14,12,184,,,,111,,
"Trans., almac. y comunicaciones (100)",863,1,10,26,22,1,,6,562,235,,
"Intermediación financiera (101)",47,,16,4,23,,,,,4,,
"Activid.inmobil., empres. y alquileres (102)",584,1,181,164,74,117,,2,13,32,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1368,41,213,164,377,24,,11,75,244,219,
"Enseñanza (104)",1620,18,1469,24,69,,,1,4,35,,
"Servicios sociales y de salud (105)",271,,114,94,28,5,,1,13,16,,
"Otras activ. serv.comun.soc y personales (106)",253,3,61,88,19,20,,,5,57,,
"Hogares privados con servicio doméstico (107)",18,,,,,,,,,18,,
"Actividad economica no especificada (109)",275,1,3,9,12,,,,,,,250
"Mujeres (110)",7363,14,1911,428,620,1692,290,243,30,1961,21,153
"Agric., ganadería, caza y silvicultura (111)",587,,3,4,,,289,,,291,,
"Pesca (112)",1,,,,,,1,,,,,
"Explotación de minas y canteras (113)",12,,3,3,1,,,3,,2,,
"Industrias manufactureras (114)",276,,1,3,5,2,,233,19,13,,
"Suministro de electricidad, gas y agua (115)",5,,1,,4,,,,,,,
"Construcción (116)",46,,4,5,4,,,,8,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1934,,12,20,2,1381,,,1,518,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",20,,1,1,,15,,,1,2,,
"Comercio al por mayor (119)",51,,1,4,,45,,,,1,,
"Comercio al por menor (120)",1863,,10,15,2,1321,,,,515,,
"Hoteles y restaurantes (121)",556,,3,15,8,259,,,,271,,
"Trans., almac. y comunicaciones (122)",68,,4,13,10,,,,2,39,,
"Intermediación financiera (123)",29,,10,4,15,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",184,,52,33,83,4,,,,12,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",615,7,79,79,309,2,,2,,116,21,
"Enseñanza (126)",1616,7,1498,16,74,,,,,21,,
"Servicios sociales y de salud (127)",598,,222,198,59,22,,3,,94,,
"Otras activ. serv.comun.soc y personales (128)",350,,16,30,36,22,,2,,244,,
"Hogares privados con servicio doméstico (129)",315,,,,,,,,,315,,
"Actividad economica no especificada (131)",171,,3,5,10,,,,,,,153
,,,,,,,,,,,,
"RURAL (132)",26105,22,379,126,94,424,13274,1382,405,9645,3,351
"Agric., ganadería, caza y silvicultura (133)",21871,,2,2,1,,13268,1,,8597,,
"Pesca (134)",7,,,,,,6,,,1,,
"Explotación de minas y canteras (135)",309,,5,7,1,,,197,5,94,,
"Industrias manufactureras (136)",1159,1,1,5,,,,1139,10,3,,
"Suministro de electricidad, gas y agua (137)",12,,,,2,,,5,1,4,,
"Construcción (138)",488,,5,4,2,,,10,211,256,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",652,,,1,,363,,29,1,258,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",21,,,,,4,,16,1,,,
"Comercio al por mayor (141)",34,,,,,34,,,,,,
"Comercio al por menor (142)",597,,,1,,325,,13,,258,,
"Hoteles y restaurantes (143)",109,,,,,43,,,,66,,
"Trans., almac. y comunicaciones (144)",245,,,1,6,1,,,165,72,,
"Intermediación financiera (145)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",43,,12,11,8,6,,1,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",222,19,2,6,58,2,,,12,120,3,
"Enseñanza (148)",341,2,318,2,12,,,,,7,,
"Servicios sociales y de salud (149)",110,,30,47,2,6,,,,25,,
"Otras activ. serv.comun.soc y personales (150)",88,,3,39,1,3,,,,42,,
"Hogares privados con servicio doméstico (151)",95,,,,,,,,,95,,
"Actividad economica no especificada (153)",353,,,1,1,,,,,,,351
"Hombres (154)",16317,20,259,101,69,233,10844,387,400,3788,2,214
"Agric., ganadería, caza y silvicultura (155)",13899,,2,1,1,,10840,1,,3054,,
"Pesca (156)",5,,,,,,4,,,1,,
"Explotación de minas y canteras (157)",306,,5,7,1,,,195,4,94,,
"Industrias manufactureras (158)",164,1,1,4,,,,147,8,3,,
"Suministro de electricidad, gas y agua (159)",12,,,,2,,,5,1,4,,
"Construcción (160)",467,,5,4,2,,,10,209,237,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",376,,,1,,202,,28,1,144,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",19,,,,,3,,15,1,,,
"Comercio al por mayor (163)",28,,,,,28,,,,,,
"Comercio al por menor (164)",329,,,1,,171,,13,,144,,
"Hoteles y restaurantes (165)",45,,,,,20,,,,25,,
"Trans., almac. y comunicaciones (166)",243,,,1,4,1,,,165,72,,
"Intermediación financiera (167)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",31,,8,10,2,6,,1,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",195,17,2,5,43,2,,,12,112,2,
"Enseñanza (170)",239,2,218,2,11,,,,,6,,
"Servicios sociales y de salud (171)",45,,14,28,1,1,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",66,,3,38,1,1,,,,23,,
"Hogares privados con servicio doméstico (173)",8,,,,,,,,,8,,
"Actividad economica no especificada (175)",215,,,,1,,,,,,,214
"Mujeres (176)",9788,2,120,25,25,191,2430,995,5,5857,1,137
"Agric., ganadería, caza y silvicultura (177)",7972,,,1,,,2428,,,5543,,
"Pesca (178)",2,,,,,,2,,,,,
"Explotación de minas y canteras (179)",3,,,,,,,2,1,,,
"Industrias manufactureras (180)",995,,,1,,,,992,2,,,
"Construcción (182)",21,,,,,,,,2,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",276,,,,,161,,1,,114,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,1,,1,,,,
"Comercio al por mayor (185)",6,,,,,6,,,,,,
"Comercio al por menor (186)",268,,,,,154,,,,114,,
"Hoteles y restaurantes (187)",64,,,,,23,,,,41,,
"Trans., almac. y comunicaciones (188)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",12,,4,1,6,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",27,2,,1,15,,,,,8,1,
"Enseñanza (192)",102,,100,,1,,,,,1,,
"Servicios sociales y de salud (193)",65,,16,19,1,5,,,,24,,
"Otras activ. serv.comun.soc y personales (194)",22,,,1,,2,,,,19,,
"Hogares privados con servicio doméstico (195)",87,,,,,,,,,87,,
"Actividad economica no especificada (197)",138,,,1,,,,,,,,137
