"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",48,,26,15,4,3
"Superior no univ. incompleta (035)",3,,2,1,,
"Superior no univ. completa (036)",6,,4,2,,
"Superior univ. incompleta (037)",2,,2,,,
"Superior univ. completa (038)",9,,6,2,,1
"No PEA (040)",4480,1439,1011,577,700,753
"Sin nivel (041)",369,21,16,45,97,190
"Educación inicial (042)",74,72,2,,,
"Primaria (043)",2400,1129,177,253,391,450
"Secundaria (044)",1313,217,663,222,148,63
"Superior no univ. incompleta (045)",81,,48,14,12,7
"Superior no univ. completa (046)",66,,24,17,13,12
"Superior univ. incompleta (047)",85,,67,7,10,1
"Superior univ. completa (048)",92,,14,19,29,30
,,,,,,
"URBANA (060)",4722,808,1139,989,1046,740
"Sin nivel (061)",261,12,11,40,70,128
"Educación inicial (062)",49,47,1,1,,
"Primaria (063)",2121,638,198,315,507,463
"Secundaria (064)",1560,111,685,377,303,84
"Superior no univ. incompleta (065)",148,,65,47,22,14
"Superior no univ. completa (066)",179,,57,72,36,14
"Superior univ. incompleta (067)",128,,71,35,19,3
"Superior univ. completa (068)",276,,51,102,89,34
"PEA (070)",2191,26,591,682,655,237
"Sin nivel (071)",74,,2,22,27,23
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",775,19,117,181,298,160
"Secundaria (074)",834,6,323,257,214,34
"Superior no univ. incompleta (075)",98,,36,40,15,7
"Superior no univ. completa (076)",131,,43,61,23,4
"Superior univ. incompleta (077)",71,,29,30,10,2
"Superior univ. completa (078)",206,,41,90,68,7
"Ocupada (080)",2130,25,555,666,648,236
"Sin nivel (081)",73,,2,21,27,23
"Educación inicial (082)",2,1,,1,,
"Primaria (083)",758,18,109,177,294,160
"Secundaria (084)",805,6,304,250,211,34
"Superior no univ. incompleta (085)",96,,35,39,15,7
"Superior no univ. completa (086)",128,,41,60,23,4
"Superior univ. incompleta (087)",70,,28,30,10,2
"Superior univ. completa (088)",198,,36,88,68,6
"Desocupada (090)",61,1,36,16,7,1
"Sin nivel (091)",1,,,1,,
"Primaria (093)",17,1,8,4,4,
"Secundaria (094)",29,,19,7,3,
"Superior no univ. incompleta (095)",2,,1,1,,
"Superior no univ. completa (096)",3,,2,1,,
"Superior univ. incompleta (097)",1,,1,,,
"Superior univ. completa (098)",8,,5,2,,1
"No PEA (100)",2531,782,548,307,391,503
"Sin nivel (101)",187,12,9,18,43,105
"Educación inicial (102)",47,46,1,,,
"Primaria (103)",1346,619,81,134,209,303
"Secundaria (104)",726,105,362,120,89,50
"Superior no univ. incompleta (105)",50,,29,7,7,7
"Superior no univ. completa (106)",48,,14,11,13,10
"Superior univ. incompleta (107)",57,,42,5,9,1
"Superior univ. completa (108)",70,,10,12,21,27
,,,,,,
"RURAL (120)",3397,679,905,693,709,411
"Sin nivel (121)",269,9,12,53,91,104
"Educación inicial (122)",27,26,1,,,
"Primaria (123)",1661,522,195,280,401,263
"Secundaria (124)",1163,122,565,278,170,28
"Superior no univ. incompleta (125)",82,,42,23,16,1
"Superior no univ. completa (126)",66,,27,23,8,8
"Superior univ. incompleta (127)",58,,46,9,2,1
"Superior univ. completa (128)",71,,17,27,21,6
"PEA (130)",1448,22,442,423,400,161
"Sin nivel (131)",87,,5,26,37,19
"Primaria (133)",607,12,99,161,219,116
"Secundaria (134)",576,10,264,176,111,15
"Superior no univ. incompleta (135)",51,,23,16,11,1
"Superior no univ. completa (136)",48,,17,17,8,6
"Superior univ. incompleta (137)",30,,21,7,1,1
"Superior univ. completa (138)",49,,13,20,13,3
"Ocupada (140)",1398,21,426,407,388,156
"Sin nivel (141)",85,,5,26,35,19
"Primaria (143)",584,11,95,154,210,114
"Secundaria (144)",557,10,257,168,110,12
"Superior no univ. incompleta (145)",50,,22,16,11,1
"Superior no univ. completa (146)",45,,15,16,8,6
"Superior univ. incompleta (147)",29,,20,7,1,1
"Superior univ. completa (148)",48,,12,20,13,3
"Desocupada (150)",50,1,16,16,12,5
"Sin nivel (151)",2,,,,2,
"Primaria (153)",23,1,4,7,9,2
"Secundaria (154)",19,,7,8,1,3
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",3,,2,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",1949,657,463,270,309,250
"Sin nivel (161)",182,9,7,27,54,85
"Educación inicial (162)",27,26,1,,,
"Primaria (163)",1054,510,96,119,182,147
"Secundaria (164)",587,112,301,102,59,13
"Superior no univ. incompleta (165)",31,,19,7,5,
"Superior no univ. completa (166)",18,,10,6,,2
"Superior univ. incompleta (167)",28,,25,2,1,
"Superior univ. completa (168)",22,,4,7,8,3
