"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",117,93,1,78,9,3,2,,,,24,113
"De 20 a 24 años (023)",514,408,,225,132,43,5,3,,,106,659
"De 25 a 29 años (024)",570,477,3,146,157,106,63,1,1,,93,1054
"De 30 a 34 años (025)",542,501,2,89,122,101,155,28,4,,41,1533
"De 35 a 39 años (026)",537,518,1,53,91,98,159,101,14,1,19,2002
"De 40 a 44 años (027)",422,416,1,29,43,65,126,98,45,9,6,1972
"De 45 a 49 años (028)",392,390,2,17,45,46,113,95,54,18,2,2008
"De 50 y más años (029)",1020,1012,7,71,80,110,319,265,128,32,8,5120
"Desocupada (030)",149,107,,32,16,16,22,13,8,,42,363
"De 15 a 19 años (032)",5,4,,4,,,,,,,1,4
"De 20 a 24 años (033)",31,15,,10,4,1,,,,,16,21
"De 25 a 29 años (034)",34,16,,6,5,2,3,,,,18,35
"De 30 a 34 años (035)",18,13,,6,3,2,1,1,,,5,29
"De 35 a 39 años (036)",17,16,,3,2,4,4,2,1,,1,58
"De 40 a 44 años (037)",17,17,,2,1,3,7,4,,,,69
"De 45 a 49 años (038)",8,7,,,1,1,2,1,2,,1,36
"De 50 y más años (039)",19,19,,1,,3,5,5,5,,,111
"No PEA (040)",10656,10018,30,1657,1598,1486,2544,1769,760,174,638,40204
"De 12 a 14 años (041)",20,5,,5,,,,,,,15,5
"De 15 a 19 años (042)",386,331,7,282,32,6,4,,,,55,380
"De 20 a 24 años (043)",1390,1150,3,603,384,126,27,7,,,240,1909
"De 25 a 29 años (044)",1411,1256,4,288,404,321,223,14,2,,155,3115
"De 30 a 34 años (045)",1220,1172,,124,246,289,381,119,12,1,48,4006
"De 35 a 39 años (046)",1197,1166,4,72,127,193,448,256,63,3,31,5093
"De 40 a 44 años (047)",994,981,1,35,79,116,343,272,109,26,13,5003
"De 45 a 49 años (048)",918,907,,34,80,75,251,275,154,38,11,5041
"De 50 y más años (049)",3120,3050,11,214,246,360,867,826,420,106,70,15652
,,,,,,,,,,,,
"URBANA (060)",4851,4410,14,799,802,706,1145,663,226,55,441,16275
"De 12 a 14 años (061)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (062)",118,93,2,78,8,2,3,,,,25,112
"De 20 a 24 años (063)",578,409,,237,130,31,9,2,,,169,641
"De 25 a 29 años (064)",678,532,2,187,169,103,66,3,2,,146,1139
"De 30 a 34 años (065)",618,576,1,99,163,137,145,27,3,1,42,1658
"De 35 a 39 años (066)",614,595,1,50,112,127,197,93,13,2,19,2223
"De 40 a 44 años (067)",513,507,1,36,55,89,182,107,33,4,6,2235
"De 45 a 49 años (068)",444,438,2,22,61,59,132,114,38,10,6,2064
"De 50 y más años (069)",1285,1259,5,90,103,158,411,317,137,38,26,6201
"PEA (070)",1709,1549,7,312,306,274,384,202,52,12,160,5287
"De 12 a 14 años (071)",1,1,,,1,,,,,,,2
"De 15 a 19 años (072)",28,18,,17,,1,,,,,10,20
"De 20 a 24 años (073)",178,128,,74,44,8,2,,,,50,195
"De 25 a 29 años (074)",256,197,2,78,54,34,28,,1,,59,410
"De 30 a 34 años (075)",254,230,1,61,66,53,43,5,1,,24,581
"De 35 a 39 años (076)",277,268,,32,62,59,75,38,2,,9,908
"De 40 a 44 años (077)",195,193,1,20,23,44,57,37,9,2,2,788
"De 45 a 49 años (078)",167,166,2,8,28,31,52,35,8,2,1,700
"De 50 y más años (079)",353,348,1,22,28,44,127,87,31,8,5,1683
"Ocupada (080)",1615,1482,7,290,299,262,368,196,48,12,133,5072
"De 12 a 14 años (081)",1,1,,,1,,,,,,,2
"De 15 a 19 años (082)",26,16,,15,,1,,,,,10,18
"De 20 a 24 años (083)",158,119,,67,43,7,2,,,,39,183
"De 25 a 29 años (084)",236,187,2,74,52,32,26,,1,,49,388
"De 30 a 34 años (085)",241,221,1,56,64,52,42,5,1,,20,565
"De 35 a 39 años (086)",267,259,,30,61,56,73,37,2,,8,879
"De 40 a 44 años (087)",181,179,1,18,22,42,50,35,9,2,2,735
"De 45 a 49 años (088)",161,161,2,8,28,30,50,34,7,2,,674
"De 50 y más años (089)",344,339,1,22,28,42,125,85,28,8,5,1628
"Desocupada (090)",94,67,,22,7,12,16,6,4,,27,215
"De 15 a 19 años (092)",2,2,,2,,,,,,,,2
"De 20 a 24 años (093)",20,9,,7,1,1,,,,,11,12
"De 25 a 29 años (094)",20,10,,4,2,2,2,,,,10,22
"De 30 a 34 años (095)",13,9,,5,2,1,1,,,,4,16
"De 35 a 39 años (096)",10,9,,2,1,3,2,1,,,1,29
"De 40 a 44 años (097)",14,14,,2,1,2,7,2,,,,53
"De 45 a 49 años (098)",6,5,,,,1,2,1,1,,1,26
"De 50 y más años (099)",9,9,,,,2,2,2,3,,,55
"No PEA (100)",3142,2861,7,487,496,432,761,461,174,43,281,10988
"De 12 a 14 años (101)",2,,,,,,,,,,2,
"De 15 a 19 años (102)",90,75,2,61,8,1,3,,,,15,92
"De 20 a 24 años (103)",400,281,,163,86,23,7,2,,,119,446
"De 25 a 29 años (104)",422,335,,109,115,69,38,3,1,,87,729
"De 30 a 34 años (105)",364,346,,38,97,84,102,22,2,1,18,1077
"De 35 a 39 años (106)",337,327,1,18,50,68,122,55,11,2,10,1315
"De 40 a 44 años (107)",318,314,,16,32,45,125,70,24,2,4,1447
"De 45 a 49 años (108)",277,272,,14,33,28,80,79,30,8,5,1364
"De 50 y más años (109)",932,911,4,68,75,114,284,230,106,30,21,4518
,,,,,,,,,,,,
"RURAL (120)",10070,9532,33,1599,1492,1368,2363,1710,788,179,538,38756
"De 12 a 14 años (121)",19,6,,6,,,,,,,13,6
"De 15 a 19 años (122)",390,335,6,286,33,7,3,,,,55,385
"De 20 a 24 años (123)",1357,1164,3,601,390,139,23,8,,,193,1948
"De 25 a 29 años (124)",1337,1217,5,253,397,326,223,12,1,,120,3065
"De 30 a 34 años (125)",1162,1110,1,120,208,255,392,121,13,,52,3910
"De 35 a 39 años (126)",1137,1105,4,78,108,168,414,266,65,2,32,4930
"De 40 a 44 años (127)",920,907,1,30,68,95,294,267,121,31,13,4809
"De 45 a 49 años (128)",874,866,,29,65,63,234,257,172,46,8,5021
"De 50 y más años (129)",2874,2822,13,196,223,315,780,779,416,100,52,14682
"PEA (130)",2556,2375,10,429,390,314,580,402,202,48,181,9540
"De 12 a 14 años (131)",1,1,,1,,,,,,,,1
"De 15 a 19 años (132)",94,79,1,65,9,2,2,,,,15,97
"De 20 a 24 años (133)",367,295,,161,92,36,3,3,,,72,485
"De 25 a 29 años (134)",348,296,1,74,108,74,38,1,,,52,679
"De 30 a 34 años (135)",306,284,1,34,59,50,113,24,3,,22,981
"De 35 a 39 años (136)",277,266,1,24,31,43,88,65,13,1,11,1152
"De 40 a 44 años (137)",244,240,,11,21,24,76,65,36,7,4,1253
"De 45 a 49 años (138)",233,231,,9,18,16,63,61,48,16,2,1344
"De 50 y más años (139)",686,683,6,50,52,69,197,183,102,24,3,3548
"Ocupada (140)",2501,2335,10,419,381,310,574,395,198,48,166,9392
"De 12 a 14 años (141)",1,1,,1,,,,,,,,1
"De 15 a 19 años (142)",91,77,1,63,9,2,2,,,,14,95
"De 20 a 24 años (143)",356,289,,158,89,36,3,3,,,67,476
"De 25 a 29 años (144)",334,290,1,72,105,74,37,1,,,44,666
"De 30 a 34 años (145)",301,280,1,33,58,49,113,23,3,,21,968
"De 35 a 39 años (146)",270,259,1,23,30,42,86,64,12,1,11,1123
"De 40 a 44 años (147)",241,237,,11,21,23,76,63,36,7,4,1237
"De 45 a 49 años (148)",231,229,,9,17,16,63,61,47,16,2,1334
"De 50 y más años (149)",676,673,6,49,52,68,194,180,100,24,3,3492
"Desocupada (150)",55,40,,10,9,4,6,7,4,,15,148
"De 15 a 19 años (152)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (153)",11,6,,3,3,,,,,,5,9
"De 25 a 29 años (154)",14,6,,2,3,,1,,,,8,13
"De 30 a 34 años (155)",5,4,,1,1,1,,1,,,1,13
"De 35 a 39 años (156)",7,7,,1,1,1,2,1,1,,,29
"De 40 a 44 años (157)",3,3,,,,1,,2,,,,16
"De 45 a 49 años (158)",2,2,,,1,,,,1,,,10
"De 50 y más años (159)",10,10,,1,,1,3,3,2,,,56
"No PEA (160)",7514,7157,23,1170,1102,1054,1783,1308,586,131,357,29216
"De 12 a 14 años (161)",18,5,,5,,,,,,,13,5
"De 15 a 19 años (162)",296,256,5,221,24,5,1,,,,40,288
"De 20 a 24 años (163)",990,869,3,440,298,103,20,5,,,121,1463
"De 25 a 29 años (164)",989,921,4,179,289,252,185,11,1,,68,2386
"De 30 a 34 años (165)",856,826,,86,149,205,279,97,10,,30,2929
"De 35 a 39 años (166)",860,839,3,54,77,125,326,201,52,1,21,3778
"De 40 a 44 años (167)",676,667,1,19,47,71,218,202,85,24,9,3556
"De 45 a 49 años (168)",641,635,,20,47,47,171,196,124,30,6,3677
"De 50 y más años (169)",2188,2139,7,146,171,246,583,596,314,76,49,11134
