"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",75,55,9,7,4
,,,,,
"URBANA (060)",22281,14616,3039,2889,1737
"Sin nivel (061)",1312,818,175,218,101
"Educación inicial (062)",22,8,4,8,2
"Primaria (063)",5822,3809,843,848,322
"Secundaria (064)",8200,5906,1072,770,452
"Superior no univ. incompleta (065)",1328,948,162,118,100
"Superior no univ. completa (066)",2731,1606,371,432,322
"Superior univ. incompleta (067)",782,515,113,75,79
"Superior univ. completa (068)",2084,1006,299,420,359
"De 06 a 14 años (070)",362,193,57,83,29
"Sin nivel (071)",15,7,1,7,
"Educación inicial (072)",4,,2,2,
"Primaria (073)",225,110,35,58,22
"Secundaria (074)",118,76,19,16,7
"De 15 a 29 años (080)",6650,4145,1062,969,474
"Sin nivel (081)",172,82,24,50,16
"Educación inicial (082)",10,5,1,3,1
"Primaria (083)",1330,685,254,293,98
"Secundaria (084)",3061,2049,473,353,186
"Superior no univ. incompleta (085)",576,427,77,42,30
"Superior no univ. completa (086)",777,475,119,124,59
"Superior univ. incompleta (087)",313,213,50,31,19
"Superior univ. completa (088)",411,209,64,73,65
"De 30 a 44 años (090)",8308,5324,1136,1138,710
"Sin nivel (091)",436,263,57,75,41
"Educación inicial (092)",8,3,1,3,1
"Primaria (093)",1706,1090,256,258,102
"Secundaria (094)",3087,2277,386,271,153
"Superior no univ. incompleta (095)",476,322,61,52,41
"Superior no univ. completa (096)",1384,777,192,237,178
"Superior univ. incompleta (097)",251,156,35,31,29
"Superior univ. completa (098)",960,436,148,211,165
"De 45 a 64 años (100)",5897,4094,691,630,482
"Sin nivel (101)",506,336,71,67,32
"Primaria (103)",1975,1434,250,208,83
"Secundaria (104)",1807,1401,184,121,101
"Superior no univ. incompleta (105)",244,169,23,23,29
"Superior no univ. completa (106)",534,323,58,70,83
"Superior univ. incompleta (107)",189,122,26,12,29
"Superior univ. completa (108)",642,309,79,129,125
"De 65 y más años (110)",1064,860,93,69,42
"Sin nivel (111)",183,130,22,19,12
"Primaria (113)",586,490,48,31,17
"Secundaria (114)",127,103,10,9,5
"Superior no univ. incompleta (115)",32,30,1,1,
"Superior no univ. completa (116)",36,31,2,1,2
"Superior univ. incompleta (117)",29,24,2,1,2
"Superior univ. completa (118)",71,52,8,7,4
,,,,,
"RURAL (120)",4359,2910,919,354,176
"Sin nivel (121)",576,374,129,45,28
"Educación inicial (122)",8,3,5,,
"Primaria (123)",1754,1191,355,143,65
"Secundaria (124)",1545,1034,336,123,52
"Superior no univ. incompleta (125)",130,89,26,8,7
"Superior no univ. completa (126)",155,98,29,17,11
"Superior univ. incompleta (127)",63,40,14,5,4
"Superior univ. completa (128)",128,81,25,13,9
"De 06 a 14 años (130)",99,70,22,5,2
"Sin nivel (131)",8,6,1,,1
"Primaria (133)",69,47,17,4,1
"Secundaria (134)",22,17,4,1,
"De 15 a 29 años (140)",1607,1033,353,145,76
"Sin nivel (141)",71,35,21,12,3
"Educación inicial (142)",4,3,1,,
"Primaria (143)",548,339,120,55,34
"Secundaria (144)",781,520,168,62,31
"Superior no univ. incompleta (145)",57,41,13,2,1
"Superior no univ. completa (146)",61,38,12,7,4
"Superior univ. incompleta (147)",50,31,13,3,3
"Superior univ. completa (148)",35,26,5,4,
"De 30 a 44 años (150)",1398,892,316,125,65
"Sin nivel (151)",206,124,50,19,13
"Educación inicial (152)",4,,4,,
"Primaria (153)",506,324,116,46,20
"Secundaria (154)",505,329,118,41,17
"Superior no univ. incompleta (155)",47,33,6,2,6
"Superior no univ. completa (156)",70,46,11,8,5
"Superior univ. incompleta (157)",7,5,,1,1
"Superior univ. completa (158)",53,31,11,8,3
"De 45 a 64 años (160)",1029,732,199,68,30
"Sin nivel (161)",218,153,46,9,10
"Primaria (163)",506,377,89,32,8
"Secundaria (164)",219,153,43,19,4
"Superior no univ. incompleta (165)",24,13,7,4,
"Superior no univ. completa (166)",21,12,5,2,2
"Superior univ. incompleta (167)",5,3,1,1,
"Superior univ. completa (168)",36,21,8,1,6
"De 65 y más años (170)",226,183,29,11,3
"Sin nivel (171)",73,56,11,5,1
"Primaria (173)",125,104,13,6,2
"Secundaria (174)",18,15,3,,
"Superior no univ. incompleta (175)",2,2,,,
"Superior no univ. completa (176)",3,2,1,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",4,3,1,,
