"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",17,11,2,4,
"Trabajador independiente (059)",24,21,3,,
"Trabajador familiar no remunerado (061)",71,66,5,,
"Trabajador del hogar (062)",14,14,,,
"De 15 a 29 años (064)",1845,1393,189,131,132
"Empleado (065)",378,135,62,68,113
"Obrero (066)",424,287,57,61,19
"Trabajador independiente (067)",769,706,63,,
"Empleador o patrono (068)",9,8,1,,
"Trabajador familiar no remunerado (069)",165,157,6,2,
"Trabajador del hogar (070)",100,100,,,
"De 30 a 44 años (072)",2124,1331,310,249,234
"Empleado (073)",805,184,213,198,210
"Obrero (074)",316,195,47,50,24
"Trabajador independiente (075)",845,802,43,,
"Empleador o patrono (076)",18,15,2,1,
"Trabajador familiar no remunerado (077)",112,107,5,,
"Trabajador del hogar (078)",28,28,,,
"De 45 a 64 años (080)",1506,1006,158,154,188
"Empleado (081)",512,95,117,126,174
"Obrero (082)",175,124,17,21,13
"Trabajador independiente (083)",654,636,18,,
"Empleador o patrono (084)",17,9,3,5,
"Trabajador familiar no remunerado (085)",129,123,3,2,1
"Trabajador del hogar (086)",19,19,,,
"De 65 y más años (088)",458,426,19,7,6
"Empleado (089)",14,3,3,3,5
"Obrero (090)",59,51,5,2,1
"Trabajador independiente (091)",310,303,7,,
"Empleador o patrono (092)",6,3,1,2,
"Trabajador familiar no remunerado (093)",66,63,3,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",3940,3343,369,164,64
"Empleado (097)",314,124,97,58,35
"Obrero (098)",820,567,127,97,29
"Trabajador independiente (099)",1868,1793,75,,
"Empleador o patrono (100)",48,41,3,4,
"Trabajador familiar no remunerado (101)",864,792,67,5,
"Trabajador del hogar (102)",26,26,,,
"De 06 a 14 años (104)",70,64,5,1,
"Empleado (105)",2,2,,,
"Obrero (106)",7,6,1,,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",57,52,4,1,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1147,901,140,82,24
"Empleado (113)",101,33,28,30,10
"Obrero (114)",316,195,59,48,14
"Trabajador independiente (115)",417,397,20,,
"Empleador o patrono (116)",12,9,1,2,
"Trabajador familiar no remunerado (117)",285,251,32,2,
"Trabajador del hogar (118)",16,16,,,
"De 30 a 44 años (120)",1207,973,144,63,27
"Empleado (121)",146,57,51,21,17
"Obrero (122)",281,183,49,39,10
"Trabajador independiente (123)",564,534,30,,
"Empleador o patrono (124)",14,11,1,2,
"Trabajador familiar no remunerado (125)",197,183,13,1,
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",1039,946,65,15,13
"Empleado (129)",60,28,17,7,8
"Obrero (130)",172,143,16,8,5
"Trabajador independiente (131)",580,562,18,,
"Empleador o patrono (132)",8,7,1,,
"Trabajador familiar no remunerado (133)",215,202,13,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",477,459,15,3,
"Empleado (137)",5,4,1,,
"Obrero (138)",44,40,2,2,
"Trabajador independiente (139)",304,297,7,,
"Empleador o patrono (140)",14,14,,,
"Trabajador familiar no remunerado (141)",110,104,5,1,
