"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",5,5,,,
"Obrero (058)",12,11,1,,
"Trabajador independiente (059)",6,5,1,,
"Trabajador familiar no remunerado (061)",40,40,,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",1224,866,113,85,160
"Empleado (065)",343,72,61,66,144
"Obrero (066)",250,195,24,15,16
"Trabajador independiente (067)",393,379,14,,
"Empleador o patrono (068)",16,13,1,2,
"Trabajador familiar no remunerado (069)",176,161,13,2,
"Trabajador del hogar (070)",46,46,,,
"De 30 a 44 años (072)",2041,1297,188,215,341
"Empleado (073)",775,143,125,185,322
"Obrero (074)",286,218,25,26,17
"Trabajador independiente (075)",831,804,27,,
"Empleador o patrono (076)",24,16,4,2,2
"Trabajador familiar no remunerado (077)",105,96,7,2,
"Trabajador del hogar (078)",20,20,,,
"De 45 a 64 años (080)",1165,876,84,102,103
"Empleado (081)",262,46,42,82,92
"Obrero (082)",181,138,16,17,10
"Trabajador independiente (083)",607,586,21,,
"Empleador o patrono (084)",14,11,1,2,
"Trabajador familiar no remunerado (085)",89,83,4,1,1
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",299,288,6,1,4
"Empleado (089)",3,1,,,2
"Obrero (090)",41,37,1,1,2
"Trabajador independiente (091)",216,212,4,,
"Empleador o patrono (092)",3,2,1,,
"Trabajador familiar no remunerado (093)",33,33,,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",7061,6279,431,213,138
"Empleado (097)",399,146,84,72,97
"Obrero (098)",2083,1769,181,95,38
"Trabajador independiente (099)",3454,3353,101,,
"Empleador o patrono (100)",33,32,1,,
"Trabajador familiar no remunerado (101)",1033,920,64,46,3
"Trabajador del hogar (102)",59,59,,,
"De 06 a 14 años (104)",96,83,10,2,1
"Obrero (106)",29,22,5,1,1
"Trabajador independiente (107)",6,6,,,
"Trabajador familiar no remunerado (109)",60,54,5,1,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2048,1785,147,68,48
"Empleado (113)",124,53,27,18,26
"Obrero (114)",757,620,78,38,21
"Trabajador independiente (115)",711,687,24,,
"Empleador o patrono (116)",8,8,,,
"Trabajador familiar no remunerado (117)",418,387,18,12,1
"Trabajador del hogar (118)",30,30,,,
"De 30 a 44 años (120)",2291,1998,163,68,62
"Empleado (121)",183,60,37,35,51
"Obrero (122)",623,534,57,22,10
"Trabajador independiente (123)",1189,1145,44,,
"Empleador o patrono (124)",14,13,1,,
"Trabajador familiar no remunerado (125)",268,232,24,11,1
"Trabajador del hogar (126)",14,14,,,
"De 45 a 64 años (128)",1898,1727,83,61,27
"Empleado (129)",90,33,19,18,20
"Obrero (130)",545,481,28,30,6
"Trabajador independiente (131)",1057,1034,23,,
"Empleador o patrono (132)",7,7,,,
"Trabajador familiar no remunerado (133)",187,160,13,13,1
"Trabajador del hogar (134)",12,12,,,
"De 65 y más años (136)",728,686,28,14,
"Empleado (137)",2,,1,1,
"Obrero (138)",129,112,13,4,
"Trabajador independiente (139)",491,481,10,,
"Empleador o patrono (140)",4,4,,,
"Trabajador familiar no remunerado (141)",100,87,4,9,
"Trabajador del hogar (142)",2,2,,,
