"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",155,139,,116,18,4,1,,,,16,168
"De 20 a 24 años (023)",691,621,1,314,220,63,18,5,,,70,1051
"De 25 a 29 años (024)",927,858,,217,267,212,148,14,,,69,2096
"De 30 a 34 años (025)",914,879,4,118,189,208,292,57,11,,35,2866
"De 35 a 39 años (026)",937,920,1,81,115,162,321,180,53,7,17,3871
"De 40 a 44 años (027)",948,938,2,48,70,102,297,253,143,23,10,4895
"De 45 a 49 años (028)",803,798,,40,61,79,238,228,124,28,5,4285
"De 50 y más años (029)",2208,2183,7,132,171,208,619,609,350,87,25,11684
"Desocupada (030)",84,71,,17,15,13,12,7,6,1,13,240
"De 15 a 19 años (032)",10,6,,3,1,2,,,,,4,11
"De 20 a 24 años (033)",17,11,,8,3,,,,,,6,14
"De 25 a 29 años (034)",17,15,,2,5,3,5,,,,2,42
"De 30 a 34 años (035)",8,7,,2,1,4,,,,,1,16
"De 35 a 39 años (036)",9,9,,1,2,2,1,2,1,,,36
"De 40 a 44 años (037)",6,6,,,1,1,,2,2,,,35
"De 45 a 49 años (038)",4,4,,1,,1,2,,,,,12
"De 50 y más años (039)",13,13,,,2,,4,3,3,1,,74
"No PEA (040)",10609,10145,35,1424,1393,1396,2729,1957,948,263,464,43926
"De 12 a 14 años (041)",48,12,,10,2,,,,,,36,14
"De 15 a 19 años (042)",328,262,5,222,30,3,2,,,,66,299
"De 20 a 24 años (043)",1010,887,3,471,302,79,29,3,,,123,1451
"De 25 a 29 años (044)",1158,1074,1,234,350,289,183,13,4,,84,2692
"De 30 a 34 años (045)",1104,1075,3,107,206,254,397,94,12,2,29,3751
"De 35 a 39 años (046)",1073,1051,2,44,96,195,412,243,56,3,22,4707
"De 40 a 44 años (047)",1049,1034,1,32,63,88,345,317,154,34,15,5663
"De 45 a 49 años (048)",920,908,,31,40,59,232,317,164,65,12,5456
"De 50 y más años (049)",3919,3842,20,273,304,429,1129,970,558,159,77,19893
,,,,,,,,,,,,
"URBANA (060)",4288,4021,6,809,741,629,925,590,248,73,267,14916
"De 12 a 14 años (061)",11,3,,3,,,,,,,8,3
"De 15 a 19 años (062)",128,98,1,82,10,3,2,,,,30,119
"De 20 a 24 años (063)",497,429,1,266,133,21,6,2,,,68,633
"De 25 a 29 años (064)",584,509,,164,188,98,57,2,,,75,1083
"De 30 a 34 años (065)",579,543,1,98,160,137,122,18,6,1,36,1527
"De 35 a 39 años (066)",534,526,,61,80,137,160,76,11,1,8,1921
"De 40 a 44 años (067)",457,449,1,32,38,67,163,102,41,5,8,2094
"De 45 a 49 años (068)",384,377,,16,41,38,116,105,42,19,7,1947
"De 50 y más años (069)",1114,1087,2,87,91,128,299,285,148,47,27,5589
"PEA (070)",1964,1843,,415,352,307,405,241,94,29,121,6470
"De 12 a 14 años (071)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (072)",40,32,,27,3,2,,,,,8,39
"De 20 a 24 años (073)",203,173,,114,50,6,1,2,,,30,249
"De 25 a 29 años (074)",289,250,,96,82,45,26,1,,,39,508
"De 30 a 34 años (075)",288,267,,61,78,67,50,8,3,,21,704
"De 35 a 39 años (076)",296,290,,53,56,74,71,30,5,1,6,937
"De 40 a 44 años (077)",248,242,,25,26,44,80,44,22,1,6,1050
"De 45 a 49 años (078)",197,195,,10,27,26,65,44,17,6,2,913
"De 50 y más años (079)",401,393,,28,30,43,112,112,47,21,8,2069
"Ocupada (080)",1910,1797,,405,342,297,395,237,93,28,113,6324
"De 12 a 14 años (081)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (082)",35,29,,25,3,1,,,,,6,34
"De 20 a 24 años (083)",191,165,,108,48,6,1,2,,,26,239
"De 25 a 29 años (084)",278,240,,96,78,43,22,1,,,38,477
"De 30 a 34 años (085)",283,263,,61,78,63,50,8,3,,20,692
"De 35 a 39 años (086)",291,285,,52,54,72,71,30,5,1,6,926
"De 40 a 44 años (087)",246,240,,25,25,44,80,43,22,1,6,1041
"De 45 a 49 años (088)",193,191,,9,27,25,63,44,17,6,2,901
"De 50 y más años (089)",391,383,,28,29,43,108,109,46,20,8,2013
"Desocupada (090)",54,46,,10,10,10,10,4,1,1,8,146
"De 15 a 19 años (092)",5,3,,2,,1,,,,,2,5
"De 20 a 24 años (093)",12,8,,6,2,,,,,,4,10
"De 25 a 29 años (094)",11,10,,,4,2,4,,,,1,31
"De 30 a 34 años (095)",5,4,,,,4,,,,,1,12
"De 35 a 39 años (096)",5,5,,1,2,2,,,,,,11
"De 40 a 44 años (097)",2,2,,,1,,,1,,,,9
"De 45 a 49 años (098)",4,4,,1,,1,2,,,,,12
"De 50 y más años (099)",10,10,,,1,,4,3,1,1,,56
"No PEA (100)",2324,2178,6,394,389,322,520,349,154,44,146,8446
"De 12 a 14 años (101)",9,2,,2,,,,,,,7,2
"De 15 a 19 años (102)",88,66,1,55,7,1,2,,,,22,80
"De 20 a 24 años (103)",294,256,1,152,83,15,5,,,,38,384
"De 25 a 29 años (104)",295,259,,68,106,53,31,1,,,36,575
"De 30 a 34 años (105)",291,276,1,37,82,70,72,10,3,1,15,823
"De 35 a 39 años (106)",238,236,,8,24,63,89,46,6,,2,984
"De 40 a 44 años (107)",209,207,1,7,12,23,83,58,19,4,2,1044
"De 45 a 49 años (108)",187,182,,6,14,12,51,61,25,13,5,1034
"De 50 y más años (109)",713,694,2,59,61,85,187,173,101,26,19,3520
,,,,,,,,,,,,
"RURAL (120)",13995,13536,45,1702,1778,1818,3750,2720,1387,336,459,60170
"De 12 a 14 años (121)",44,14,1,11,2,,,,,,30,15
"De 15 a 19 años (122)",365,309,4,259,39,6,1,,,,56,359
"De 20 a 24 años (123)",1221,1090,3,527,392,121,41,6,,,131,1883
"De 25 a 29 años (124)",1518,1438,1,289,434,406,279,25,4,,80,3747
"De 30 a 34 años (125)",1447,1418,6,129,236,329,567,133,17,1,29,5106
"De 35 a 39 años (126)",1485,1454,3,65,133,222,574,349,99,9,31,6693
"De 40 a 44 años (127)",1546,1529,2,48,96,124,479,470,258,52,17,8499
"De 45 a 49 años (128)",1343,1333,,56,60,101,356,440,246,74,10,7806
"De 50 y más años (129)",5026,4951,25,318,386,509,1453,1297,763,200,75,26062
"PEA (130)",5710,5569,16,672,774,744,1541,1112,593,117,141,24690
"De 12 a 14 años (131)",5,4,1,3,,,,,,,1,3
"De 15 a 19 años (132)",125,113,,92,16,4,1,,,,12,140
"De 20 a 24 años (133)",505,459,1,208,173,57,17,3,,,46,816
"De 25 a 29 años (134)",655,623,,123,190,170,127,13,,,32,1630
"De 30 a 34 años (135)",634,619,4,59,112,145,242,49,8,,15,2178
"De 35 a 39 años (136)",650,639,1,29,61,90,251,152,49,6,11,2970
"De 40 a 44 años (137)",706,702,2,23,45,59,217,211,123,22,4,3880
"De 45 a 49 años (138)",610,607,,31,34,54,175,184,107,22,3,3384
"De 50 y más años (139)",1820,1803,7,104,143,165,511,500,306,67,17,9689
"Ocupada (140)",5680,5544,16,665,769,741,1539,1109,588,117,136,24596
"De 12 a 14 años (141)",5,4,1,3,,,,,,,1,3
"De 15 a 19 años (142)",120,110,,91,15,3,1,,,,10,134
"De 20 a 24 años (143)",500,456,1,206,172,57,17,3,,,44,812
"De 25 a 29 años (144)",649,618,,121,189,169,126,13,,,31,1619
"De 30 a 34 años (145)",631,616,4,57,111,145,242,49,8,,15,2174
"De 35 a 39 años (146)",646,635,1,29,61,90,250,150,48,6,11,2945
"De 40 a 44 años (147)",702,698,2,23,45,58,217,210,121,22,4,3854
"De 45 a 49 años (148)",610,607,,31,34,54,175,184,107,22,3,3384
"De 50 y más años (149)",1817,1800,7,104,142,165,511,500,304,67,17,9671
"Desocupada (150)",30,25,,7,5,3,2,3,5,,5,94
"De 15 a 19 años (152)",5,3,,1,1,1,,,,,2,6
"De 20 a 24 años (153)",5,3,,2,1,,,,,,2,4
"De 25 a 29 años (154)",6,5,,2,1,1,1,,,,1,11
"De 30 a 34 años (155)",3,3,,2,1,,,,,,,4
"De 35 a 39 años (156)",4,4,,,,,1,2,1,,,25
"De 40 a 44 años (157)",4,4,,,,1,,1,2,,,26
"De 50 y más años (159)",3,3,,,1,,,,2,,,18
"No PEA (160)",8285,7967,29,1030,1004,1074,2209,1608,794,219,318,35480
"De 12 a 14 años (161)",39,10,,8,2,,,,,,29,12
"De 15 a 19 años (162)",240,196,4,167,23,2,,,,,44,219
"De 20 a 24 años (163)",716,631,2,319,219,64,24,3,,,85,1067
"De 25 a 29 años (164)",863,815,1,166,244,236,152,12,4,,48,2117
"De 30 a 34 años (165)",813,799,2,70,124,184,325,84,9,1,14,2928
"De 35 a 39 años (166)",835,815,2,36,72,132,323,197,50,3,20,3723
"De 40 a 44 años (167)",840,827,,25,51,65,262,259,135,30,13,4619
"De 45 a 49 años (168)",733,726,,25,26,47,181,256,139,52,7,4422
"De 50 y más años (169)",3206,3148,18,214,243,344,942,797,457,133,58,16373
