"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",826,826,,,
"De 06 a 14 años (056)",271,205,33,23,10
"Empleado (057)",23,20,3,,
"Obrero (058)",72,33,13,16,10
"Trabajador independiente (059)",63,59,4,,
"Trabajador familiar no remunerado (061)",93,73,13,7,
"Trabajador del hogar (062)",20,20,,,
"De 15 a 29 años (064)",9490,5784,1212,1054,1440
"Empleado (065)",2204,926,349,340,589
"Obrero (066)",3710,1563,618,695,834
"Trabajador independiente (067)",2848,2633,215,,
"Empleador o patrono (068)",97,68,6,9,14
"Trabajador familiar no remunerado (069)",322,285,24,10,3
"Trabajador del hogar (070)",309,309,,,
"De 30 a 44 años (072)",12564,7361,1397,1677,2129
"Empleado (073)",3157,870,491,803,993
"Obrero (074)",4045,1464,617,847,1117
"Trabajador independiente (075)",4522,4270,252,,
"Empleador o patrono (076)",224,162,26,20,16
"Trabajador familiar no remunerado (077)",307,286,11,7,3
"Trabajador del hogar (078)",309,309,,,
"De 45 a 64 años (080)",9633,5616,923,1195,1899
"Empleado (081)",2275,542,293,548,892
"Obrero (082)",3124,1096,419,618,991
"Trabajador independiente (083)",3670,3488,182,,
"Empleador o patrono (084)",211,150,24,22,15
"Trabajador familiar no remunerado (085)",177,164,5,7,1
"Trabajador del hogar (086)",176,176,,,
"De 65 y más años (088)",1187,1012,77,40,58
"Empleado (089)",93,45,10,10,28
"Obrero (090)",245,155,35,26,29
"Trabajador independiente (091)",731,708,23,,
"Empleador o patrono (092)",47,38,6,3,
"Trabajador familiar no remunerado (093)",59,54,3,1,1
"Trabajador del hogar (094)",12,12,,,
,,,,,
"RURAL (096)",4815,3682,497,280,356
"Empleado (097)",350,128,52,54,116
"Obrero (098)",2647,1854,342,219,232
"Trabajador independiente (099)",1358,1287,71,,
"Empleador o patrono (100)",147,118,15,6,8
"Trabajador familiar no remunerado (101)",249,231,17,1,
"Trabajador del hogar (102)",64,64,,,
"De 06 a 14 años (104)",57,46,9,2,
"Empleado (105)",1,1,,,
"Obrero (106)",38,29,7,2,
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",13,11,2,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",1715,1302,201,103,109
"Empleado (113)",155,69,18,18,50
"Obrero (114)",1049,764,143,83,59
"Trabajador independiente (115)",314,285,29,,
"Empleador o patrono (116)",19,16,1,2,
"Trabajador familiar no remunerado (117)",141,131,10,,
"Trabajador del hogar (118)",37,37,,,
"De 30 a 44 años (120)",1449,1071,150,101,127
"Empleado (121)",117,33,19,20,45
"Obrero (122)",807,545,103,78,81
"Trabajador independiente (123)",429,407,22,,
"Empleador o patrono (124)",34,27,4,2,1
"Trabajador familiar no remunerado (125)",47,44,2,1,
"Trabajador del hogar (126)",15,15,,,
"De 45 a 64 años (128)",1323,1019,114,70,120
"Empleado (129)",70,20,15,14,21
"Obrero (130)",649,430,73,54,92
"Trabajador independiente (131)",482,467,15,,
"Empleador o patrono (132)",77,60,8,2,7
"Trabajador familiar no remunerado (133)",37,34,3,,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",271,244,23,4,
"Empleado (137)",7,5,,2,
"Obrero (138)",104,86,16,2,
"Trabajador independiente (139)",131,126,5,,
"Empleador o patrono (140)",17,15,2,,
"Trabajador familiar no remunerado (141)",11,11,,,
"Trabajador del hogar (142)",1,1,,,
