"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (048)",148,,,,1,1,,144,1,1,,
"Construcción (050)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",376,,,1,,323,,1,,51,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",15,,,,,14,,1,,,,
"Comercio al por menor (054)",359,,,1,,307,,,,51,,
"Hoteles y restaurantes (055)",156,,,5,,86,,,,65,,
"Trans., almac. y comunicaciones (056)",6,,,2,1,1,,,1,1,,
"Activid.inmobil., empres. y alquileres (058)",7,,,,2,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",26,1,,,24,,,,,1,,
"Enseñanza (060)",131,1,127,,2,,,,,1,,
"Servicios sociales y de salud (061)",63,,32,26,3,,,1,,1,,
"Otras activ. serv.comun.soc y personales (062)",31,,,3,,2,,,,26,,
"Hogares privados con servicio doméstico (063)",110,,,,,,,,,110,,
"Actividad economica no especificada (065)",240,,,1,2,,,,,,,237
,,,,,,,,,,,,
"URBANA (066)",2563,11,209,76,57,461,762,122,156,636,16,57
"Agric., ganadería, caza y silvicultura (067)",1179,,2,3,,,761,,,413,,
"Pesca (068)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (069)",18,,,,,,,13,,5,,
"Industrias manufactureras (070)",89,,,,1,3,,82,1,2,,
"Construcción (072)",56,,,,,,,3,43,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",489,,1,8,,395,,23,2,60,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",20,,,,,6,,13,1,,,
"Comercio al por mayor (075)",20,,,3,,16,,1,,,,
"Comercio al por menor (076)",449,,1,5,,373,,9,1,60,,
"Hoteles y restaurantes (077)",109,,,6,3,53,,,,47,,
"Trans., almac. y comunicaciones (078)",112,,,4,1,,,,103,4,,
"Activid.inmobil., empres. y alquileres (080)",27,,8,5,3,1,,,4,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",85,8,3,3,41,4,,,3,7,16,
"Enseñanza (082)",154,3,145,1,2,,,,,3,,
"Servicios sociales y de salud (083)",85,,48,32,,2,,1,,2,,
"Otras activ. serv.comun.soc y personales (084)",45,,2,13,1,3,,,,26,,
"Hogares privados con servicio doméstico (085)",50,,,,,,,,,50,,
"Actividad economica no especificada (087)",63,,,1,5,,,,,,,57
"Hombres (088)",1896,9,99,52,32,217,727,86,155,476,16,27
"Agric., ganadería, caza y silvicultura (089)",1118,,2,2,,,726,,,388,,
"Pesca (090)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (091)",18,,,,,,,13,,5,,
"Industrias manufactureras (092)",51,,,,,2,,48,,1,,
"Construcción (094)",56,,,,,,,3,43,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",264,,1,7,,200,,22,2,32,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",18,,,,,4,,13,1,,,
"Comercio al por mayor (097)",13,,,3,,10,,,,,,
"Comercio al por menor (098)",233,,1,4,,186,,9,1,32,,
"Hoteles y restaurantes (099)",18,,,2,3,7,,,,6,,
"Trans., almac. y comunicaciones (100)",108,,,2,,,,,103,3,,
"Activid.inmobil., empres. y alquileres (102)",22,,8,5,1,1,,,4,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",66,7,3,3,23,4,,,3,7,16,
"Enseñanza (104)",64,2,59,1,,,,,,2,,
"Servicios sociales y de salud (105)",45,,24,17,,2,,,,2,,
"Otras activ. serv.comun.soc y personales (106)",23,,2,13,1,1,,,,6,,
"Hogares privados con servicio doméstico (107)",10,,,,,,,,,10,,
"Actividad economica no especificada (109)",31,,,,4,,,,,,,27
"Mujeres (110)",667,2,110,24,25,244,35,36,1,160,,30
"Agric., ganadería, caza y silvicultura (111)",61,,,1,,,35,,,25,,
"Industrias manufactureras (114)",38,,,,1,1,,34,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",225,,,1,,195,,1,,28,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,2,,,,,,
"Comercio al por mayor (119)",7,,,,,6,,1,,,,
"Comercio al por menor (120)",216,,,1,,187,,,,28,,
"Hoteles y restaurantes (121)",91,,,4,,46,,,,41,,
"Trans., almac. y comunicaciones (122)",4,,,2,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",5,,,,2,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",19,1,,,18,,,,,,,
"Enseñanza (126)",90,1,86,,2,,,,,1,,
"Servicios sociales y de salud (127)",40,,24,15,,,,1,,,,
"Otras activ. serv.comun.soc y personales (128)",22,,,,,2,,,,20,,
"Hogares privados con servicio doméstico (129)",40,,,,,,,,,40,,
"Actividad economica no especificada (131)",32,,,1,1,,,,,,,30
,,,,,,,,,,,,
"RURAL (132)",13860,9,115,37,17,284,8195,175,175,4609,,244
"Agric., ganadería, caza y silvicultura (133)",12575,,,6,1,,8192,,,4376,,
"Pesca (134)",5,,,,,,3,,,2,,
"Explotación de minas y canteras (135)",5,,,,,,,5,,,,
"Industrias manufactureras (136)",168,,,,,1,,165,1,1,,
"Construcción (138)",108,,,,,,,1,80,27,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",280,,,,,235,,4,,41,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,,,,,1,,2,,,,
"Comercio al por mayor (141)",17,,,,,17,,,,,,
"Comercio al por menor (142)",260,,,,,217,,2,,41,,
"Hoteles y restaurantes (143)",75,,,1,,46,,,,28,,
"Trans., almac. y comunicaciones (144)",106,,,,,1,,,93,12,,
"Activid.inmobil., empres. y alquileres (146)",8,,,1,1,1,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",29,7,1,3,11,,,,,7,,
"Enseñanza (148)",100,2,97,,,,,,,1,,
"Servicios sociales y de salud (149)",42,,16,22,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",11,,1,4,,,,,,6,,
"Hogares privados con servicio doméstico (151)",103,,,,,,,,,103,,
"Actividad economica no especificada (153)",245,,,,1,,,,,,,244
"Hombres (154)",12390,9,66,21,7,115,7862,65,174,4034,,37
"Agric., ganadería, caza y silvicultura (155)",11794,,,5,1,,7859,,,3929,,
"Pesca (156)",5,,,,,,3,,,2,,
"Explotación de minas y canteras (157)",5,,,,,,,5,,,,
"Industrias manufactureras (158)",58,,,,,1,,55,1,1,,
"Construcción (160)",107,,,,,,,1,80,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",129,,,,,107,,4,,18,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,,1,,2,,,,
"Comercio al por mayor (163)",9,,,,,9,,,,,,
"Comercio al por menor (164)",117,,,,,97,,2,,18,,
"Hoteles y restaurantes (165)",10,,,,,6,,,,4,,
"Trans., almac. y comunicaciones (166)",104,,,,,,,,92,12,,
"Activid.inmobil., empres. y alquileres (168)",6,,,1,1,1,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",22,7,1,3,5,,,,,6,,
"Enseñanza (170)",59,2,56,,,,,,,1,,
"Servicios sociales y de salud (171)",19,,8,11,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",2,,1,1,,,,,,,,
"Hogares privados con servicio doméstico (173)",33,,,,,,,,,33,,
"Actividad economica no especificada (175)",37,,,,,,,,,,,37
"Mujeres (176)",1470,,49,16,10,169,333,110,1,575,,207
"Agric., ganadería, caza y silvicultura (177)",781,,,1,,,333,,,447,,
"Industrias manufactureras (180)",110,,,,,,,110,,,,
"Construcción (182)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",151,,,,,128,,,,23,,
"Comercio al por mayor (185)",8,,,,,8,,,,,,
"Comercio al por menor (186)",143,,,,,120,,,,23,,
"Hoteles y restaurantes (187)",65,,,1,,40,,,,24,,
"Trans., almac. y comunicaciones (188)",2,,,,,1,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,,,,6,,,,,1,,
"Enseñanza (192)",41,,41,,,,,,,,,
"Servicios sociales y de salud (193)",23,,8,11,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",9,,,3,,,,,,6,,
"Hogares privados con servicio doméstico (195)",70,,,,,,,,,70,,
"Actividad economica no especificada (197)",208,,,,1,,,,,,,207
