"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",121,7,,27,64,8,2,3,10
"Hijo(a)/ hijastro(a) (051)",2456,342,170,943,811,80,38,38,34
"Yerno/ nuera (052)",57,,,5,35,2,4,1,10
"Nieto(a) (053)",202,41,26,81,48,4,,2,
"Padres/ suegros (054)",39,4,,25,8,1,,,1
"Otro(a) pariente (055)",328,23,11,92,149,17,14,8,14
"Trabajador(a) del hogar (056)",3,,,1,2,,,,
"Pensionista (057)",9,,,2,3,,,,4
"Otro(a) no pariente (058)",142,3,1,22,59,11,8,7,31
"Mujeres (060)",6224,1052,223,2187,1928,219,153,134,328
"Jefe o Jefa (061)",1112,296,1,363,271,31,30,25,95
"Esposa(o)/ compa¤era(o) (062)",1871,281,2,623,626,80,73,55,131
"Hijo(a)/ hijastro(a) (063)",2450,322,188,969,782,75,28,43,43
"Yerno/ nuera (064)",75,,,1,57,5,3,4,5
"Nieto(a) (065)",173,38,22,75,35,1,,2,
"Padres/ suegros (066)",86,56,,28,1,,,,1
"Otro(a) pariente (067)",315,46,8,104,103,16,12,4,22
"Trabajador(a) del hogar (068)",15,,,2,11,1,1,,
"Otro(a) no pariente (070)",127,13,2,22,42,10,6,1,31
,,,,,,,,,
"RURAL (072)",5521,896,153,2350,1636,138,86,90,172
"Jefe o Jefa (073)",1751,236,,757,490,71,30,48,119
"Esposa(o)/ compa¤era(o) (074)",912,182,,443,226,13,19,4,25
"Hijo(a)/ hijastro(a) (075)",2204,326,127,923,720,41,28,24,15
"Yerno/ nuera (076)",59,2,,12,37,2,4,1,1
"Nieto(a) (077)",216,63,19,83,47,,,4,
"Padres/ suegros (078)",54,40,,13,1,,,,
"Otro(a) pariente (079)",241,44,4,105,79,4,2,2,1
"Trabajador(a) del hogar (080)",6,1,,2,2,1,,,
"Pensionista (081)",10,,,,8,,2,,
"Otro(a) no pariente (082)",68,2,3,12,26,6,1,7,11
"Hombres (084)",2867,288,78,1175,1003,104,40,68,111
"Jefe o Jefa (085)",1269,77,,549,425,68,16,46,88
"Esposa(o)/ compa¤era(o) (086)",58,,,28,23,2,,,5
"Hijo(a)/ hijastro(a) (087)",1177,154,71,463,421,25,21,14,8
"Yerno/ nuera (088)",26,1,,7,14,1,2,,1
"Nieto(a) (089)",122,32,5,51,31,,,3,
"Padres/ suegros (090)",11,3,,7,1,,,,
"Otro(a) pariente (091)",143,19,1,61,56,3,,2,1
"Trabajador(a) del hogar (092)",2,1,,,1,,,,
"Pensionista (093)",8,,,,8,,,,
"Otro(a) no pariente (094)",51,1,1,9,23,5,1,3,8
"Mujeres (096)",2654,608,75,1175,633,34,46,22,61
"Jefe o Jefa (097)",482,159,,208,65,3,14,2,31
"Esposa(o)/ compa¤era(o) (098)",854,182,,415,203,11,19,4,20
"Hijo(a)/ hijastro(a) (099)",1027,172,56,460,299,16,7,10,7
"Yerno/ nuera (100)",33,1,,5,23,1,2,1,
"Nieto(a) (101)",94,31,14,32,16,,,1,
"Padres/ suegros (102)",43,37,,6,,,,,
"Otro(a) pariente (103)",98,25,3,44,23,1,2,,
"Trabajador(a) del hogar (104)",4,,,2,1,1,,,
"Pensionista (105)",2,,,,,,2,,
"Otro(a) no pariente (106)",17,1,2,3,3,1,,4,3
