"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",438,36,8,127,134,44,46,11,32
"Hombres (048)",9925,799,269,3819,2784,483,1022,246,503
"Jefe o Jefa (049)",3804,157,2,1593,887,173,617,83,292
"Esposa(o)/ compa¤era(o) (050)",229,13,2,74,71,12,35,3,19
"Hijo(a)/ hijastro(a) (051)",3963,391,183,1472,1291,179,235,118,94
"Yerno/ nuera (052)",165,1,,30,48,19,36,6,25
"Nieto(a) (053)",674,139,57,262,173,11,16,11,5
"Padres/ suegros (054)",76,15,,53,3,,2,,3
"Otro(a) pariente (055)",768,71,22,269,229,59,62,18,38
"Trabajador(a) del hogar (056)",3,,,2,1,,,,
"Pensionista (057)",21,,,6,6,4,,,5
"Otro(a) no pariente (058)",222,12,3,58,75,26,19,7,22
"Mujeres (060)",10799,1417,275,4267,2538,549,1183,193,377
"Jefe o Jefa (061)",1831,302,6,801,297,75,237,26,87
"Esposa(o)/ compa¤era(o) (062)",2940,334,13,1261,590,119,470,23,130
"Hijo(a)/ hijastro(a) (063)",3883,408,174,1381,1146,238,336,101,99
"Yerno/ nuera (064)",171,5,1,37,59,20,32,5,12
"Nieto(a) (065)",660,139,57,263,148,20,18,8,7
"Padres/ suegros (066)",212,84,,109,9,,8,1,1
"Otro(a) pariente (067)",792,114,17,287,210,57,53,23,31
"Trabajador(a) del hogar (068)",86,7,2,59,16,1,1,,
"Pensionista (069)",8,,,,4,1,1,2,
"Otro(a) no pariente (070)",216,24,5,69,59,18,27,4,10
,,,,,,,,,
"RURAL (072)",61754,13656,1152,38883,7071,335,445,83,129
"Jefe o Jefa (073)",16056,3142,14,11144,1414,84,176,25,57
"Esposa(o)/ compa¤era(o) (074)",11340,3509,23,7125,559,40,64,2,18
"Hijo(a)/ hijastro(a) (075)",27304,5040,895,16645,4322,172,160,37,33
"Yerno/ nuera (076)",799,75,1,510,171,11,18,7,6
"Nieto(a) (077)",2964,802,160,1676,304,14,1,5,2
"Padres/ suegros (078)",418,279,,134,5,,,,
"Otro(a) pariente (079)",2661,750,58,1537,274,14,15,7,6
"Trabajador(a) del hogar (080)",36,20,,13,3,,,,
"Pensionista (081)",12,2,,4,2,,4,,
"Otro(a) no pariente (082)",164,37,1,95,17,,7,,7
"Hombres (084)",30503,4763,597,20042,4527,196,241,58,79
"Jefe o Jefa (085)",12284,1504,11,9248,1258,67,132,21,43
"Esposa(o)/ compa¤era(o) (086)",649,87,3,481,63,8,4,1,2
"Hijo(a)/ hijastro(a) (087)",14179,2389,476,8362,2727,101,80,23,21
"Yerno/ nuera (088)",353,18,,203,110,5,9,4,4
"Nieto(a) (089)",1462,376,82,831,162,6,1,2,2
"Padres/ suegros (090)",119,49,,67,3,,,,
"Otro(a) pariente (091)",1332,313,25,779,188,9,7,7,4
"Trabajador(a) del hogar (092)",15,9,,4,2,,,,
"Pensionista (093)",9,1,,4,1,,3,,
"Otro(a) no pariente (094)",101,17,,63,13,,5,,3
"Mujeres (096)",31251,8893,555,18841,2544,139,204,25,50
"Jefe o Jefa (097)",3772,1638,3,1896,156,17,44,4,14
"Esposa(o)/ compa¤era(o) (098)",10691,3422,20,6644,496,32,60,1,16
"Hijo(a)/ hijastro(a) (099)",13125,2651,419,8283,1595,71,80,14,12
"Yerno/ nuera (100)",446,57,1,307,61,6,9,3,2
"Nieto(a) (101)",1502,426,78,845,142,8,,3,
"Padres/ suegros (102)",299,230,,67,2,,,,
"Otro(a) pariente (103)",1329,437,33,758,86,5,8,,2
"Trabajador(a) del hogar (104)",21,11,,9,1,,,,
"Pensionista (105)",3,1,,,1,,1,,
"Otro(a) no pariente (106)",63,20,1,32,4,,2,,4
