"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",277,5,107,82,68,15
"Hogares privados con servicio doméstico (042)",13,,9,3,1,
"Actividad economica no especificada (044)",73,,25,22,19,7
"Desocupado (045)",829,31,400,228,145,25
"Mujeres (046)",5431,176,2349,1774,988,144
"Agric., ganadería, caza y silvicultura (047)",237,9,62,64,79,23
"Pesca (048)",69,5,40,19,4,1
"Explotación de minas y canteras (049)",4,,3,1,,
"Industrias manufactureras (050)",755,43,369,245,90,8
"Suministro de electricidad, gas y agua (051)",2,,1,1,,
"Construcción (052)",16,,6,9,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1772,53,557,673,418,71
"Venta, mant.y rep. veh.autom.y motoc. (054)",12,,4,4,4,
"Comercio al por mayor (055)",93,4,45,33,10,1
"Comercio al por menor (056)",1667,49,508,636,404,70
"Hoteles y restaurantes (057)",614,20,231,178,157,28
"Trans., almac. y comunicaciones (058)",73,,60,13,,
"Intermediación financiera (059)",20,,15,3,2,
"Activid.inmobil., empres. y alquileres (060)",140,1,83,43,13,
"Admin.pub. y defensa; p. segur.soc afil (061)",318,,177,109,32,
"Enseñanza (062)",399,,177,161,61,
"Servicios sociales y de salud (063)",89,,38,41,10,
"Otras activ. serv.comun.soc y personales (064)",155,2,70,57,21,5
"Hogares privados con servicio doméstico (065)",425,32,278,75,39,1
"Actividad economica no especificada (067)",193,1,85,49,51,7
"Desocupado (068)",150,10,97,33,10,
,,,,,,
"URBANA (069)",18970,513,7775,6060,3845,777
"Agric., ganadería, caza y silvicultura (070)",3575,90,1113,990,962,420
"Pesca (071)",3857,111,1949,1171,575,51
"Explotación de minas y canteras (072)",23,,5,14,4,
"Industrias manufactureras (073)",1666,66,738,537,268,57
"Suministro de electricidad, gas y agua (074)",25,,6,14,4,1
"Construcción (075)",635,5,209,264,149,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2940,123,967,1043,687,120
"Venta, mant.y rep. veh.autom.y motoc. (077)",242,2,117,76,39,8
"Comercio al por mayor (078)",333,7,142,113,63,8
"Comercio al por menor (079)",2365,114,708,854,585,104
"Hoteles y restaurantes (080)",678,27,244,198,178,31
"Trans., almac. y comunicaciones (081)",1637,13,769,549,289,17
"Intermediación financiera (082)",34,,19,12,3,
"Activid.inmobil., empres. y alquileres (083)",394,2,173,141,71,7
"Admin.pub. y defensa; p. segur.soc afil (084)",697,,288,249,154,6
"Enseñanza (085)",644,,225,282,137,
"Servicios sociales y de salud (086)",133,,49,63,20,1
"Otras activ. serv.comun.soc y personales (087)",423,6,173,138,86,20
"Hogares privados con servicio doméstico (088)",423,30,275,78,39,1
"Actividad economica no especificada (090)",260,1,107,70,68,14
"Desocupado (091)",926,39,466,247,151,23
"Hombres (092)",13792,352,5535,4349,2913,643
"Agric., ganadería, caza y silvicultura (093)",3397,85,1067,937,905,403
"Pesca (094)",3790,106,1911,1152,571,50
"Explotación de minas y canteras (095)",19,,2,13,4,
"Industrias manufactureras (096)",946,25,382,304,186,49
"Suministro de electricidad, gas y agua (097)",23,,5,13,4,1
"Construcción (098)",619,5,203,255,148,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1220,72,428,388,280,52
"Venta, mant.y rep. veh.autom.y motoc. (100)",230,2,113,72,35,8
"Comercio al por mayor (101)",243,3,99,80,54,7
"Comercio al por menor (102)",747,67,216,236,191,37
"Hoteles y restaurantes (103)",114,11,39,31,29,4
"Trans., almac. y comunicaciones (104)",1565,13,710,536,289,17
"Intermediación financiera (105)",14,,4,9,1,
"Activid.inmobil., empres. y alquileres (106)",255,1,91,98,58,7
"Admin.pub. y defensa; p. segur.soc afil (107)",381,,112,140,123,6
"Enseñanza (108)",261,,55,128,78,
"Servicios sociales y de salud (109)",49,,14,24,10,1
"Otras activ. serv.comun.soc y personales (110)",274,4,106,82,67,15
"Hogares privados con servicio doméstico (111)",13,,9,3,1,
"Actividad economica no especificada (113)",72,,25,22,18,7
"Desocupado (114)",780,30,372,214,141,23
"Mujeres (115)",5178,161,2240,1711,932,134
"Agric., ganadería, caza y silvicultura (116)",178,5,46,53,57,17
"Pesca (117)",67,5,38,19,4,1
"Explotación de minas y canteras (118)",4,,3,1,,
"Industrias manufactureras (119)",720,41,356,233,82,8
"Suministro de electricidad, gas y agua (120)",2,,1,1,,
"Construcción (121)",16,,6,9,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1720,51,539,655,407,68
"Venta, mant.y rep. veh.autom.y motoc. (123)",12,,4,4,4,
"Comercio al por mayor (124)",90,4,43,33,9,1
"Comercio al por menor (125)",1618,47,492,618,394,67
"Hoteles y restaurantes (126)",564,16,205,167,149,27
"Trans., almac. y comunicaciones (127)",72,,59,13,,
"Intermediación financiera (128)",20,,15,3,2,
"Activid.inmobil., empres. y alquileres (129)",139,1,82,43,13,
"Admin.pub. y defensa; p. segur.soc afil (130)",316,,176,109,31,
"Enseñanza (131)",383,,170,154,59,
"Servicios sociales y de salud (132)",84,,35,39,10,
"Otras activ. serv.comun.soc y personales (133)",149,2,67,56,19,5
"Hogares privados con servicio doméstico (134)",410,30,266,75,38,1
"Actividad economica no especificada (136)",188,1,82,48,50,7
"Desocupado (137)",146,9,94,33,10,
,,,,,,
"RURAL (138)",1454,56,628,370,311,89
"Agric., ganadería, caza y silvicultura (139)",854,31,313,206,226,78
"Pesca (140)",135,3,89,29,13,1
"Explotación de minas y canteras (141)",1,,,,1,
"Industrias manufactureras (142)",49,2,20,17,10,
"Construcción (144)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",187,11,83,59,29,5
"Venta, mant.y rep. veh.autom.y motoc. (146)",7,,3,2,2,
"Comercio al por mayor (147)",5,,3,,1,1
"Comercio al por menor (148)",175,11,77,57,26,4
"Hoteles y restaurantes (149)",55,4,28,13,8,2
"Trans., almac. y comunicaciones (150)",47,,25,14,7,1
"Activid.inmobil., empres. y alquileres (152)",9,,7,2,,
"Admin.pub. y defensa; p. segur.soc afil (153)",7,,2,3,2,
"Enseñanza (154)",19,,8,7,4,
"Servicios sociales y de salud (155)",5,,3,2,,
"Otras activ. serv.comun.soc y personales (156)",9,1,4,1,3,
"Hogares privados con servicio doméstico (157)",15,2,12,,1,
"Actividad economica no especificada (159)",6,,3,1,2,
"Desocupado (160)",53,2,31,14,4,2
"Hombres (161)",1201,41,519,307,255,79
"Agric., ganadería, caza y silvicultura (162)",795,27,297,195,204,72
"Pesca (163)",133,3,87,29,13,1
"Explotación de minas y canteras (164)",1,,,,1,
"Industrias manufactureras (165)",14,,7,5,2,
"Construcción (167)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",135,9,65,41,18,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",7,,3,2,2,
"Comercio al por mayor (170)",2,,1,,,1
"Comercio al por menor (171)",126,9,61,39,16,1
"Hoteles y restaurantes (172)",5,,2,2,,1
"Trans., almac. y comunicaciones (173)",46,,24,14,7,1
"Activid.inmobil., empres. y alquileres (175)",8,,6,2,,
"Admin.pub. y defensa; p. segur.soc afil (176)",5,,1,3,1,
"Enseñanza (177)",3,,1,,2,
"Otras activ. serv.comun.soc y personales (179)",3,1,1,,1,
"Actividad economica no especificada (182)",1,,,,1,
"Desocupado (183)",49,1,28,14,4,2
"Mujeres (184)",253,15,109,63,56,10
"Agric., ganadería, caza y silvicultura (185)",59,4,16,11,22,6
"Pesca (186)",2,,2,,,
"Industrias manufactureras (188)",35,2,13,12,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",52,2,18,18,11,3
"Comercio al por mayor (193)",3,,2,,1,
"Comercio al por menor (194)",49,2,16,18,10,3
"Hoteles y restaurantes (195)",50,4,26,11,8,1
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",2,,1,,1,
"Enseñanza (200)",16,,7,7,2,
"Servicios sociales y de salud (201)",5,,3,2,,
"Otras activ. serv.comun.soc y personales (202)",6,,3,1,2,
"Hogares privados con servicio doméstico (203)",15,2,12,,1,
"Actividad economica no especificada (205)",5,,3,1,1,
"Desocupado (206)",4,1,3,,,
