"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",28,102,98,,96.1,,
"De 40 a 44 años (037)",25,99,89,1,89.9,1,
"De 45 a 49 años (038)",21,101,87,,86.1,,
"De 50 y más años (039)",26,159,117,,73.6,,
"No PEA (040)",19834,60806,51094,1331,84,2.2,
"De 12 a 14 años (041)",3096,16,16,5,100,31.3,
"De 15 a 19 años (042)",3001,857,842,235,98.2,27.4,
"De 20 a 24 años (043)",2009,2565,2498,291,97.4,11.3,
"De 25 a 29 años (044)",1862,4373,4191,282,95.8,6.4,
"De 30 a 34 años (045)",1691,5991,5639,250,94.1,4.2,
"De 35 a 39 años (046)",1548,6907,6345,158,91.9,2.3,
"De 40 a 44 años (047)",1381,7827,6974,91,89.1,1.2,
"De 45 a 49 años (048)",1127,6974,5944,19,85.2,0.3,
"De 50 y más años (049)",4119,25296,18645,,73.7,,
,,,,,,,
"URBANA (060)",11701,30758,26888,595,87.4,1.9,
"De 12 a 14 años (061)",1409,8,8,,100,,
"De 15 a 19 años (062)",1697,421,415,98,98.6,23.3,
"De 20 a 24 años (063)",1295,1320,1299,133,98.4,10.1,
"De 25 a 29 años (064)",1392,2449,2371,136,96.8,5.6,
"De 30 a 34 años (065)",1181,3303,3154,103,95.5,3.1,
"De 35 a 39 años (066)",1127,4143,3889,80,93.9,1.9,
"De 40 a 44 años (067)",931,4324,3893,40,90,0.9,
"De 45 a 49 años (068)",734,3842,3357,5,87.4,0.1,
"De 50 y más años (069)",1935,10948,8502,,77.7,,
"PEA (070)",4411,12706,11357,199,89.4,1.6,
"De 12 a 14 años (071)",113,3,3,,100,,
"De 15 a 19 años (072)",407,135,131,27,97,20,
"De 20 a 24 años (073)",554,544,539,38,99.1,7,
"De 25 a 29 años (074)",654,1003,970,52,96.7,5.2,
"De 30 a 34 años (075)",580,1466,1406,37,95.9,2.5,
"De 35 a 39 años (076)",561,1963,1846,30,94,1.5,
"De 40 a 44 años (077)",470,1977,1788,15,90.4,0.8,
"De 45 a 49 años (078)",367,1770,1564,,88.4,,
"De 50 y más años (079)",705,3845,3110,,80.9,,
"Ocupada (080)",4165,12155,10876,188,89.5,1.5,
"De 12 a 14 años (081)",99,3,3,,100,,
"De 15 a 19 años (082)",366,126,122,27,96.8,21.4,
"De 20 a 24 años (083)",510,505,501,37,99.2,7.3,
"De 25 a 29 años (084)",616,945,916,44,96.9,4.7,
"De 30 a 34 años (085)",547,1359,1310,36,96.4,2.6,
"De 35 a 39 años (086)",542,1897,1782,30,93.9,1.6,
"De 40 a 44 años (087)",448,1884,1705,14,90.5,0.7,
"De 45 a 49 años (088)",352,1701,1506,,88.5,,
"De 50 y más años (089)",685,3735,3031,,81.2,,
"Desocupada (090)",246,551,481,11,87.3,2,
"De 12 a 14 años (091)",14,,,,,,
"De 15 a 19 años (092)",41,9,9,,100,,
"De 20 a 24 años (093)",44,39,38,1,97.4,2.6,
"De 25 a 29 años (094)",38,58,54,8,93.1,13.8,
"De 30 a 34 años (095)",33,107,96,1,89.7,0.9,
"De 35 a 39 años (096)",19,66,64,,97,,
"De 40 a 44 años (097)",22,93,83,1,89.2,1.1,
"De 45 a 49 años (098)",15,69,58,,84.1,,
"De 50 y más años (099)",20,110,79,,71.8,,
"No PEA (100)",7290,18052,15531,396,86,2.2,
"De 12 a 14 años (101)",1296,5,5,,100,,
"De 15 a 19 años (102)",1290,286,284,71,99.3,24.8,
"De 20 a 24 años (103)",741,776,760,95,97.9,12.2,
"De 25 a 29 años (104)",738,1446,1401,84,96.9,5.8,
"De 30 a 34 años (105)",601,1837,1748,66,95.2,3.6,
"De 35 a 39 años (106)",566,2180,2043,50,93.7,2.3,
"De 40 a 44 años (107)",461,2347,2105,25,89.7,1.1,
"De 45 a 49 años (108)",367,2072,1793,5,86.5,0.2,
"De 50 y más años (109)",1230,7103,5392,,75.9,,
,,,,,,,
"RURAL (120)",15696,54075,45078,1121,83.4,2.1,
"De 12 a 14 años (121)",1881,13,13,5,100,38.5,
"De 15 a 19 años (122)",2044,690,674,187,97.7,27.1,
"De 20 a 24 años (123)",1680,2285,2220,240,97.2,10.5,
"De 25 a 29 años (124)",1486,3682,3501,240,95.1,6.5,
"De 30 a 34 años (125)",1442,5279,4940,216,93.6,4.1,
"De 35 a 39 años (126)",1355,6216,5673,133,91.3,2.1,
"De 40 a 44 años (127)",1226,7104,6304,81,88.7,1.1,
"De 45 a 49 años (128)",1039,6464,5475,19,84.7,0.3,
"De 50 y más años (129)",3543,22342,16278,,72.9,,
"PEA (130)",3152,11321,9515,185,84,1.6,
"De 12 a 14 años (131)",81,2,2,,100,,
"De 15 a 19 años (132)",333,119,116,23,97.5,19.3,
"De 20 a 24 años (133)",412,496,482,44,97.2,8.9,
"De 25 a 29 años (134)",362,755,711,42,94.2,5.6,
"De 30 a 34 años (135)",352,1125,1049,32,93.2,2.8,
"De 35 a 39 años (136)",373,1489,1371,25,92.1,1.7,
"De 40 a 44 años (137)",306,1624,1435,15,88.4,0.9,
"De 45 a 49 años (138)",279,1562,1324,4,84.8,0.3,
"De 50 y más años (139)",654,4149,3025,,72.9,,
"Ocupada (140)",3047,11136,9347,180,83.9,1.6,
"De 12 a 14 años (141)",78,2,2,,100,,
"De 15 a 19 años (142)",299,116,113,22,97.4,19,
"De 20 a 24 años (143)",394,487,474,43,97.3,8.8,
"De 25 a 29 años (144)",346,739,695,40,94,5.4,
"De 30 a 34 años (145)",342,1091,1015,31,93,2.8,
"De 35 a 39 años (146)",364,1453,1337,25,92,1.7,
"De 40 a 44 años (147)",303,1618,1429,15,88.3,0.9,
"De 45 a 49 años (148)",273,1530,1295,4,84.6,0.3,
"De 50 y más años (149)",648,4100,2987,,72.9,,
"Desocupada (150)",105,185,168,5,90.8,2.7,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",34,3,3,1,100,33.3,
"De 20 a 24 años (153)",18,9,8,1,88.9,11.1,
"De 25 a 29 años (154)",16,16,16,2,100,12.5,
"De 30 a 34 años (155)",10,34,34,1,100,2.9,
"De 35 a 39 años (156)",9,36,34,,94.4,,
"De 40 a 44 años (157)",3,6,6,,100,,
"De 45 a 49 años (158)",6,32,29,,90.6,,
"De 50 y más años (159)",6,49,38,,77.6,,
"No PEA (160)",12544,42754,35563,936,83.2,2.2,
"De 12 a 14 años (161)",1800,11,11,5,100,45.5,
"De 15 a 19 años (162)",1711,571,558,164,97.7,28.7,
"De 20 a 24 años (163)",1268,1789,1738,196,97.1,11,
"De 25 a 29 años (164)",1124,2927,2790,198,95.3,6.8,
"De 30 a 34 años (165)",1090,4154,3891,184,93.7,4.4,
"De 35 a 39 años (166)",982,4727,4302,108,91,2.3,
"De 40 a 44 años (167)",920,5480,4869,66,88.9,1.2,
"De 45 a 49 años (168)",760,4902,4151,15,84.7,0.3,
"De 50 y más años (169)",2889,18193,13253,,72.8,,
