"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",28,1,14,8,4,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",8663,235,2822,2613,2204,789
"Otra (036)",5,,4,1,,
"Ocupación no especificada (037)",388,,140,119,90,39
"Desocupado (038)",1151,26,828,215,64,18
,,,,,,
"URBANA (039)",11178,137,3480,4293,2769,499
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",43,,3,20,20,
"Profes., científicos e intelectuales (041)",1685,,207,867,602,9
"Técnicos de nivel medio y trab.asimilados (042)",288,1,87,116,77,7
"Jefes y empleados de oficina (043)",454,,198,146,108,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1553,22,454,618,368,91
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1259,6,275,436,407,135
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",813,15,276,313,180,29
"Obreros construc., conf., papel, fab., instr. (047)",902,2,267,392,218,23
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",2448,76,846,820,562,144
"Otra (049)",75,,24,43,8,
"Ocupación no especificada (050)",218,,82,69,43,24
"Desocupado (051)",1440,15,761,453,176,35
"Hombres (052)",6966,78,2076,2636,1867,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",37,,3,15,19,
"Profes., científicos e intelectuales (054)",1154,,104,550,491,9
"Técnicos de nivel medio y trab.asimilados (055)",203,1,60,81,55,6
"Jefes y empleados de oficina (056)",265,,94,85,84,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",450,11,140,151,110,38
"Agricult.trabaj. calif. agrop. y pesqueros (058)",878,3,178,294,305,98
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",609,7,215,236,134,17
"Obreros construc., conf., papel, fab., instr. (060)",882,1,256,387,216,22
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",1269,50,456,411,279,73
"Otra (062)",70,,20,42,8,
"Ocupación no especificada (063)",92,,34,27,16,15
"Desocupado (064)",1057,5,516,357,150,29
"Mujeres (065)",4212,59,1404,1657,902,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,,,5,1,
"Profes., científicos e intelectuales (067)",531,,103,317,111,
"Técnicos de nivel medio y trab.asimilados (068)",85,,27,35,22,1
"Jefes y empleados de oficina (069)",189,,104,61,24,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1103,11,314,467,258,53
"Agricult.trabaj. calif. agrop. y pesqueros (071)",381,3,97,142,102,37
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",204,8,61,77,46,12
"Obreros construc., conf., papel, fab., instr. (073)",20,1,11,5,2,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1179,26,390,409,283,71
"Otra (075)",5,,4,1,,
"Ocupación no especificada (076)",126,,48,42,27,9
"Desocupado (077)",383,10,245,96,26,6
,,,,,,
"RURAL (078)",32534,505,9959,9627,8718,3725
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",43,,4,21,18,
"Profes., científicos e intelectuales (080)",563,,111,226,219,7
"Técnicos de nivel medio y trab.asimilados (081)",88,,33,30,22,3
"Jefes y empleados de oficina (082)",150,,62,57,30,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",774,5,376,241,124,28
"Agricult.trabaj. calif. agrop. y pesqueros (084)",12762,30,2143,3963,4461,2165
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",1019,7,572,272,134,34
"Obreros construc., conf., papel, fab., instr. (086)",637,2,232,243,135,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",12782,417,4402,3611,3060,1292
"Otra (088)",5,,4,1,,
"Ocupación no especificada (089)",469,1,173,123,113,59
"Desocupado (090)",3242,43,1847,839,402,111
"Hombres (091)",19710,262,5777,5965,5339,2367
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",32,,2,13,17,
"Profes., científicos e intelectuales (093)",475,,75,187,206,7
"Técnicos de nivel medio y trab.asimilados (094)",70,,25,22,20,3
"Jefes y empleados de oficina (095)",126,,46,50,29,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",371,2,160,132,62,15
"Agricult.trabaj. calif. agrop. y pesqueros (097)",9196,19,1439,2929,3216,1593
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",827,3,482,218,103,21
"Obreros construc., conf., papel, fab., instr. (099)",629,2,229,240,133,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",5298,208,1970,1407,1139,574
"Otra (101)",5,,4,1,,
"Ocupación no especificada (102)",207,1,81,46,50,29
"Desocupado (103)",2474,27,1264,720,364,99
"Mujeres (104)",12824,243,4182,3662,3379,1358
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",11,,2,8,1,
"Profes., científicos e intelectuales (106)",88,,36,39,13,
"Técnicos de nivel medio y trab.asimilados (107)",18,,8,8,2,
"Jefes y empleados de oficina (108)",24,,16,7,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",403,3,216,109,62,13
"Agricult.trabaj. calif. agrop. y pesqueros (110)",3566,11,704,1034,1245,572
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",192,4,90,54,31,13
"Obreros construc., conf., papel, fab., instr. (112)",8,,3,3,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",7484,209,2432,2204,1921,718
"Ocupación no especificada (115)",262,,92,77,63,30
"Desocupado (116)",768,16,583,119,38,12
