"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2192,174,3,718,691,129,253,46,178
"Esposa(o)/ compa¤era(o) (050)",135,14,1,31,45,10,21,4,9
"Hijo(a)/ hijastro(a) (051)",2267,298,140,975,731,48,45,16,14
"Yerno/ nuera (052)",38,3,,7,14,4,6,1,3
"Nieto(a) (053)",113,25,11,47,26,,4,,
"Padres/ suegros (054)",46,14,,25,4,,2,,1
"Otro(a) pariente (055)",357,37,10,151,96,14,19,7,23
"Trabajador(a) del hogar (056)",7,,,1,4,1,1,,
"Pensionista (057)",6,,,3,,,1,,2
"Otro(a) no pariente (058)",129,6,3,27,41,11,14,4,23
"Mujeres (060)",5442,1161,176,2132,1305,177,286,40,165
"Jefe o Jefa (061)",866,265,1,234,183,43,62,10,68
"Esposa(o)/ compa¤era(o) (062)",1691,426,7,660,350,52,134,15,47
"Hijo(a)/ hijastro(a) (063)",2155,284,140,998,610,58,41,9,15
"Yerno/ nuera (064)",54,2,,11,24,6,7,1,3
"Nieto(a) (065)",98,29,8,47,12,1,1,,
"Padres/ suegros (066)",107,84,,15,7,,1,,
"Otro(a) pariente (067)",320,56,19,110,89,13,17,2,14
"Trabajador(a) del hogar (068)",28,3,1,16,8,,,,
"Pensionista (069)",1,,,,,,,,1
"Otro(a) no pariente (070)",122,12,,41,22,4,23,3,17
,,,,,,,,,
"RURAL (072)",30754,9755,1002,14612,5031,140,126,14,74
"Jefe o Jefa (073)",8283,3001,15,3761,1317,65,77,4,43
"Esposa(o)/ compa¤era(o) (074)",5754,3226,30,2003,452,18,15,1,9
"Hijo(a)/ hijastro(a) (075)",14230,2645,847,7757,2899,46,20,7,9
"Yerno/ nuera (076)",214,34,2,90,80,3,1,1,3
"Nieto(a) (077)",711,158,58,418,76,1,,,
"Padres/ suegros (078)",375,327,,38,9,1,,,
"Otro(a) pariente (079)",1093,335,50,508,185,4,7,,4
"Trabajador(a) del hogar (080)",11,6,,5,,,,,
"Pensionista (081)",2,,,,,,,,2
"Otro(a) no pariente (082)",81,23,,32,13,2,6,1,4
"Hombres (084)",15586,3393,469,8094,3381,101,93,11,44
"Jefe o Jefa (085)",6428,1673,11,3364,1224,57,66,4,29
"Esposa(o)/ compa¤era(o) (086)",321,82,1,139,82,2,8,1,6
"Hijo(a)/ hijastro(a) (087)",7642,1316,394,4021,1855,33,12,5,6
"Yerno/ nuera (088)",72,7,,28,33,2,1,1,
"Nieto(a) (089)",371,76,32,216,46,1,,,
"Padres/ suegros (090)",115,83,,25,6,1,,,
"Otro(a) pariente (091)",590,143,31,280,128,3,3,,2
"Trabajador(a) del hogar (092)",4,3,,1,,,,,
"Otro(a) no pariente (094)",43,10,,20,7,2,3,,1
"Mujeres (096)",15168,6362,533,6518,1650,39,33,3,30
"Jefe o Jefa (097)",1855,1328,4,397,93,8,11,,14
"Esposa(o)/ compa¤era(o) (098)",5433,3144,29,1864,370,16,7,,3
"Hijo(a)/ hijastro(a) (099)",6588,1329,453,3736,1044,13,8,2,3
"Yerno/ nuera (100)",142,27,2,62,47,1,,,3
"Nieto(a) (101)",340,82,26,202,30,,,,
"Padres/ suegros (102)",260,244,,13,3,,,,
"Otro(a) pariente (103)",503,192,19,228,57,1,4,,2
"Trabajador(a) del hogar (104)",7,3,,4,,,,,
"Pensionista (105)",2,,,,,,,,2
"Otro(a) no pariente (106)",38,13,,12,6,,3,1,3
