"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",206,22,69,69,40,6
"Hogares privados con servicio doméstico (042)",37,1,22,8,5,1
"Actividad economica no especificada (044)",248,3,100,75,54,16
"Desocupado (045)",265,11,131,69,45,9
"Mujeres (046)",5526,180,1898,2034,1230,184
"Agric., ganadería, caza y silvicultura (047)",1461,82,461,473,372,73
"Pesca (048)",2,,,1,,1
"Industrias manufactureras (050)",150,6,27,49,56,12
"Suministro de electricidad, gas y agua (051)",3,,,3,,
"Construcción (052)",10,1,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1047,23,309,408,261,46
"Venta, mant.y rep. veh.autom.y motoc. (054)",42,,17,18,7,
"Comercio al por mayor (055)",48,2,12,24,8,2
"Comercio al por menor (056)",957,21,280,366,246,44
"Hoteles y restaurantes (057)",471,17,144,176,125,9
"Trans., almac. y comunicaciones (058)",73,1,58,12,2,
"Intermediación financiera (059)",11,,10,1,,
"Activid.inmobil., empres. y alquileres (060)",82,1,43,34,4,
"Admin.pub. y defensa; p. segur.soc afil (061)",149,,64,63,22,
"Enseñanza (062)",545,,100,335,110,
"Servicios sociales y de salud (063)",117,,29,51,32,5
"Otras activ. serv.comun.soc y personales (064)",125,5,54,42,23,1
"Hogares privados con servicio doméstico (065)",795,38,368,240,128,21
"Actividad economica no especificada (067)",367,1,160,108,83,15
"Desocupado (068)",118,5,69,34,9,1
,,,,,,
"URBANA (069)",13148,388,4299,4745,3109,607
"Agric., ganadería, caza y silvicultura (070)",4604,199,1353,1493,1204,355
"Pesca (071)",25,,11,6,7,1
"Explotación de minas y canteras (072)",4,,3,,1,
"Industrias manufactureras (073)",777,21,253,271,197,35
"Suministro de electricidad, gas y agua (074)",26,,6,15,4,1
"Construcción (075)",425,7,127,158,118,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2072,62,625,755,526,104
"Venta, mant.y rep. veh.autom.y motoc. (077)",268,6,111,107,40,4
"Comercio al por mayor (078)",102,3,34,40,21,4
"Comercio al por menor (079)",1702,53,480,608,465,96
"Hoteles y restaurantes (080)",536,20,166,188,149,13
"Trans., almac. y comunicaciones (081)",997,9,478,350,153,7
"Intermediación financiera (082)",33,,20,10,3,
"Activid.inmobil., empres. y alquileres (083)",323,1,139,122,60,1
"Admin.pub. y defensa; p. segur.soc afil (084)",495,,156,218,113,8
"Enseñanza (085)",943,,176,568,198,1
"Servicios sociales y de salud (086)",207,,42,98,57,10
"Otras activ. serv.comun.soc y personales (087)",317,26,117,105,62,7
"Hogares privados con servicio doméstico (088)",656,31,307,193,107,18
"Actividad economica no especificada (090)",439,3,190,122,101,23
"Desocupado (091)",269,9,130,73,49,8
"Hombres (092)",8961,280,2921,3150,2143,467
"Agric., ganadería, caza y silvicultura (093)",3960,168,1203,1268,1007,314
"Pesca (094)",23,,11,5,7,
"Explotación de minas y canteras (095)",4,,3,,1,
"Industrias manufactureras (096)",641,17,230,225,145,24
"Suministro de electricidad, gas y agua (097)",23,,6,12,4,1
"Construcción (098)",415,6,125,154,115,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1120,43,345,385,286,61
"Venta, mant.y rep. veh.autom.y motoc. (100)",227,6,94,90,33,4
"Comercio al por mayor (101)",61,1,24,20,14,2
"Comercio al por menor (102)",832,36,227,275,239,55
"Hoteles y restaurantes (103)",124,7,41,38,34,4
"Trans., almac. y comunicaciones (104)",927,8,423,338,151,7
"Intermediación financiera (105)",22,,10,9,3,
"Activid.inmobil., empres. y alquileres (106)",242,,96,89,56,1
"Admin.pub. y defensa; p. segur.soc afil (107)",349,,94,156,91,8
"Enseñanza (108)",441,,92,252,96,1
"Servicios sociales y de salud (109)",96,,16,49,25,6
"Otras activ. serv.comun.soc y personales (110)",197,22,66,64,39,6
"Hogares privados con servicio doméstico (111)",30,,18,8,4,
"Actividad economica no especificada (113)",165,2,65,49,38,11
"Desocupado (114)",182,7,77,49,41,8
"Mujeres (115)",4187,108,1378,1595,966,140
"Agric., ganadería, caza y silvicultura (116)",644,31,150,225,197,41
"Pesca (117)",2,,,1,,1
"Industrias manufactureras (119)",136,4,23,46,52,11
"Suministro de electricidad, gas y agua (120)",3,,,3,,
"Construcción (121)",10,1,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",952,19,280,370,240,43
"Venta, mant.y rep. veh.autom.y motoc. (123)",41,,17,17,7,
"Comercio al por mayor (124)",41,2,10,20,7,2
"Comercio al por menor (125)",870,17,253,333,226,41
"Hoteles y restaurantes (126)",412,13,125,150,115,9
"Trans., almac. y comunicaciones (127)",70,1,55,12,2,
"Intermediación financiera (128)",11,,10,1,,
"Activid.inmobil., empres. y alquileres (129)",81,1,43,33,4,
"Admin.pub. y defensa; p. segur.soc afil (130)",146,,62,62,22,
"Enseñanza (131)",502,,84,316,102,
"Servicios sociales y de salud (132)",111,,26,49,32,4
"Otras activ. serv.comun.soc y personales (133)",120,4,51,41,23,1
"Hogares privados con servicio doméstico (134)",626,31,289,185,103,18
"Actividad economica no especificada (136)",274,1,125,73,63,12
"Desocupado (137)",87,2,53,24,8,
,,,,,,
"RURAL (138)",7704,345,2818,2601,1592,348
"Agric., ganadería, caza y silvicultura (139)",6645,310,2407,2201,1403,324
"Pesca (140)",2,,,1,1,
"Explotación de minas y canteras (141)",2,,1,1,,
"Industrias manufactureras (142)",46,3,14,16,11,2
"Suministro de electricidad, gas y agua (143)",1,,,,1,
"Construcción (144)",50,1,17,19,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",208,9,61,81,53,4
"Venta, mant.y rep. veh.autom.y motoc. (146)",7,1,2,3,1,
"Comercio al por mayor (147)",13,,3,7,3,
"Comercio al por menor (148)",188,8,56,71,49,4
"Hoteles y restaurantes (149)",69,5,23,29,12,
"Trans., almac. y comunicaciones (150)",57,,22,27,7,1
"Intermediación financiera (151)",1,,,1,,
"Activid.inmobil., empres. y alquileres (152)",6,,1,2,3,
"Admin.pub. y defensa; p. segur.soc afil (153)",16,,8,7,1,
"Enseñanza (154)",106,,31,56,19,
"Servicios sociales y de salud (155)",15,,4,8,2,1
"Otras activ. serv.comun.soc y personales (156)",14,1,6,6,1,
"Hogares privados con servicio doméstico (157)",176,8,83,55,26,4
"Actividad economica no especificada (159)",176,1,70,61,36,8
"Desocupado (160)",114,7,70,30,5,2
"Hombres (161)",6365,273,2298,2162,1328,304
"Agric., ganadería, caza y silvicultura (162)",5828,259,2096,1953,1228,292
"Pesca (163)",2,,,1,1,
"Explotación de minas y canteras (164)",2,,1,1,,
"Industrias manufactureras (165)",32,1,10,13,7,1
"Suministro de electricidad, gas y agua (166)",1,,,,1,
"Construcción (167)",50,1,17,19,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",113,5,32,43,32,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",6,1,2,2,1,
"Comercio al por mayor (170)",6,,1,3,2,
"Comercio al por menor (171)",101,4,29,38,29,1
"Hoteles y restaurantes (172)",10,1,4,3,2,
"Trans., almac. y comunicaciones (173)",54,,19,27,7,1
"Intermediación financiera (174)",1,,,1,,
"Activid.inmobil., empres. y alquileres (175)",5,,1,1,3,
"Admin.pub. y defensa; p. segur.soc afil (176)",13,,6,6,1,
"Enseñanza (177)",63,,15,37,11,
"Servicios sociales y de salud (178)",9,,1,6,2,
"Otras activ. serv.comun.soc y personales (179)",9,,3,5,1,
"Hogares privados con servicio doméstico (180)",7,1,4,,1,1
"Actividad economica no especificada (182)",83,1,35,26,16,5
"Desocupado (183)",83,4,54,20,4,1
"Mujeres (184)",1339,72,520,439,264,44
"Agric., ganadería, caza y silvicultura (185)",817,51,311,248,175,32
"Industrias manufactureras (188)",14,2,4,3,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",95,4,29,38,21,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por mayor (193)",7,,2,4,1,
"Comercio al por menor (194)",87,4,27,33,20,3
"Hoteles y restaurantes (195)",59,4,19,26,10,
"Trans., almac. y comunicaciones (196)",3,,3,,,
"Activid.inmobil., empres. y alquileres (198)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",3,,2,1,,
"Enseñanza (200)",43,,16,19,8,
"Servicios sociales y de salud (201)",6,,3,2,,1
"Otras activ. serv.comun.soc y personales (202)",5,1,3,1,,
"Hogares privados con servicio doméstico (203)",169,7,79,55,25,3
"Actividad economica no especificada (205)",93,,35,35,20,3
"Desocupado (206)",31,3,16,10,1,1
