"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",577,450,48,36,43
"Empleado (065)",89,30,14,8,37
"Obrero (066)",181,123,24,28,6
"Trabajador independiente (067)",201,193,8,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",88,86,2,,
"Trabajador del hogar (070)",15,15,,,
"De 30 a 44 años (072)",869,570,108,83,108
"Empleado (073)",238,33,67,43,95
"Obrero (074)",172,92,28,39,13
"Trabajador independiente (075)",368,357,11,,
"Empleador o patrono (076)",5,4,,1,
"Trabajador familiar no remunerado (077)",78,76,2,,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",631,468,67,41,55
"Empleado (081)",130,19,38,26,47
"Obrero (082)",115,75,18,15,7
"Trabajador independiente (083)",321,315,6,,
"Empleador o patrono (084)",3,2,1,,
"Trabajador familiar no remunerado (085)",60,55,4,,1
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",211,203,4,2,2
"Empleado (089)",5,2,,1,2
"Obrero (090)",36,35,,1,
"Trabajador independiente (091)",143,139,4,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",25,25,,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",1234,1125,22,66,21
"Empleado (097)",33,12,6,6,9
"Obrero (098)",299,218,10,59,12
"Trabajador independiente (099)",603,600,3,,
"Empleador o patrono (100)",2,1,,1,
"Trabajador familiar no remunerado (101)",294,291,3,,
"Trabajador del hogar (102)",3,3,,,
"De 06 a 14 años (104)",19,18,1,,
"Obrero (106)",1,,1,,
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",16,16,,,
"De 15 a 29 años (112)",301,255,6,29,11
"Empleado (113)",7,5,,,2
"Obrero (114)",91,49,4,29,9
"Trabajador independiente (115)",104,103,1,,
"Trabajador familiar no remunerado (117)",97,96,1,,
"Trabajador del hogar (118)",2,2,,,
"De 30 a 44 años (120)",384,342,8,27,7
"Empleado (121)",13,3,2,3,5
"Obrero (122)",110,80,5,23,2
"Trabajador independiente (123)",183,182,1,,
"Empleador o patrono (124)",1,,,1,
"Trabajador familiar no remunerado (125)",76,76,,,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",373,354,6,10,3
"Empleado (129)",12,4,3,3,2
"Obrero (130)",62,54,,7,1
"Trabajador independiente (131)",214,213,1,,
"Trabajador familiar no remunerado (133)",85,83,2,,
"De 65 y más años (136)",157,156,1,,
"Empleado (137)",1,,1,,
"Obrero (138)",35,35,,,
"Trabajador independiente (139)",100,100,,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",20,20,,,
