"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",14,1,9,2,1,1
"Actividad economica no especificada (044)",206,1,84,54,49,18
"Desocupado (045)",924,15,409,295,156,49
"Mujeres (046)",5271,135,1978,1644,1155,359
"Agric., ganadería, caza y silvicultura (047)",3524,104,1270,979,874,297
"Pesca (048)",3,,1,2,,
"Industrias manufactureras (050)",37,1,21,12,3,
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",10,1,5,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",490,9,164,201,96,20
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,2,1,1,
"Comercio al por mayor (055)",15,,4,8,3,
"Comercio al por menor (056)",471,9,158,192,92,20
"Hoteles y restaurantes (057)",151,3,55,61,29,3
"Trans., almac. y comunicaciones (058)",7,,2,2,1,2
"Activid.inmobil., empres. y alquileres (060)",20,,12,6,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",48,,25,17,6,
"Enseñanza (062)",272,,84,143,44,1
"Servicios sociales y de salud (063)",87,,40,42,5,
"Otras activ. serv.comun.soc y personales (064)",34,,18,13,3,
"Hogares privados con servicio doméstico (065)",64,6,36,16,6,
"Actividad economica no especificada (067)",266,2,83,87,64,30
"Desocupado (068)",257,9,161,59,22,6
,,,,,,
"URBANA (069)",5534,88,1693,2152,1267,334
"Agric., ganadería, caza y silvicultura (070)",2480,56,667,848,676,233
"Pesca (071)",1,,,1,,
"Explotación de minas y canteras (072)",4,,1,2,,1
"Industrias manufactureras (073)",115,2,46,45,20,2
"Suministro de electricidad, gas y agua (074)",5,,2,1,2,
"Construcción (075)",149,,36,71,38,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",726,14,222,316,139,35
"Venta, mant.y rep. veh.autom.y motoc. (077)",30,1,15,13,1,
"Comercio al por mayor (078)",25,,5,13,7,
"Comercio al por menor (079)",671,13,202,290,131,35
"Hoteles y restaurantes (080)",172,2,58,61,45,6
"Trans., almac. y comunicaciones (081)",130,,43,62,21,4
"Intermediación financiera (082)",1,,1,,,
"Activid.inmobil., empres. y alquileres (083)",78,,25,39,11,3
"Admin.pub. y defensa; p. segur.soc afil (084)",194,,77,80,34,3
"Enseñanza (085)",495,,94,284,113,4
"Servicios sociales y de salud (086)",118,,46,55,17,
"Otras activ. serv.comun.soc y personales (087)",55,1,23,24,7,
"Hogares privados con servicio doméstico (088)",50,6,30,10,4,
"Actividad economica no especificada (090)",178,1,69,55,43,10
"Desocupado (091)",583,6,253,198,97,29
"Hombres (092)",3539,55,1041,1385,838,220
"Agric., ganadería, caza y silvicultura (093)",1707,36,465,602,457,147
"Explotación de minas y canteras (095)",4,,1,2,,1
"Industrias manufactureras (096)",88,1,33,34,18,2
"Suministro de electricidad, gas y agua (097)",4,,1,1,2,
"Construcción (098)",144,,33,69,38,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",322,9,101,135,59,18
"Venta, mant.y rep. veh.autom.y motoc. (100)",26,1,13,12,,
"Comercio al por mayor (101)",12,,2,6,4,
"Comercio al por menor (102)",284,8,86,117,55,18
"Hoteles y restaurantes (103)",50,,16,14,17,3
"Trans., almac. y comunicaciones (104)",124,,41,60,20,3
"Intermediación financiera (105)",1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",62,,16,34,9,3
"Admin.pub. y defensa; p. segur.soc afil (107)",157,,57,68,29,3
"Enseñanza (108)",264,,33,157,71,3
"Servicios sociales y de salud (109)",53,,18,23,12,
"Otras activ. serv.comun.soc y personales (110)",26,1,10,11,4,
"Hogares privados con servicio doméstico (111)",8,1,6,,1,
"Actividad economica no especificada (113)",76,1,33,18,18,6
"Desocupado (114)",449,6,176,157,83,27
"Mujeres (115)",1995,33,652,767,429,114
"Agric., ganadería, caza y silvicultura (116)",773,20,202,246,219,86
"Pesca (117)",1,,,1,,
"Industrias manufactureras (119)",27,1,13,11,2,
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",5,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",404,5,121,181,80,17
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,2,1,1,
"Comercio al por mayor (124)",13,,3,7,3,
"Comercio al por menor (125)",387,5,116,173,76,17
"Hoteles y restaurantes (126)",122,2,42,47,28,3
"Trans., almac. y comunicaciones (127)",6,,2,2,1,1
"Activid.inmobil., empres. y alquileres (129)",16,,9,5,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",37,,20,12,5,
"Enseñanza (131)",231,,61,127,42,1
"Servicios sociales y de salud (132)",65,,28,32,5,
"Otras activ. serv.comun.soc y personales (133)",29,,13,13,3,
"Hogares privados con servicio doméstico (134)",42,5,24,10,3,
"Actividad economica no especificada (136)",102,,36,37,25,4
"Desocupado (137)",134,,77,41,14,2
,,,,,,
"RURAL (138)",11057,198,4173,3374,2532,780
"Agric., ganadería, caza y silvicultura (139)",9314,168,3366,2815,2262,703
"Pesca (140)",3,1,1,1,,
"Explotación de minas y canteras (141)",21,,13,7,1,
"Industrias manufactureras (142)",53,,38,12,2,1
"Suministro de electricidad, gas y agua (143)",4,,2,1,1,
"Construcción (144)",111,2,35,46,26,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",259,5,126,80,41,7
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,6,2,1,
"Comercio al por mayor (147)",8,,3,4,,1
"Comercio al por menor (148)",242,5,117,74,40,6
"Hoteles y restaurantes (149)",45,1,22,19,3,
"Trans., almac. y comunicaciones (150)",51,,25,21,4,1
"Activid.inmobil., empres. y alquileres (152)",16,,7,9,,
"Admin.pub. y defensa; p. segur.soc afil (153)",61,,28,20,13,
"Enseñanza (154)",139,,49,67,22,1
"Servicios sociales y de salud (155)",40,,18,20,2,
"Otras activ. serv.comun.soc y personales (156)",20,,13,6,1,
"Hogares privados con servicio doméstico (157)",28,1,15,8,3,1
"Actividad economica no especificada (159)",294,2,98,86,70,38
"Desocupado (160)",598,18,317,156,81,26
"Hombres (161)",7781,96,2847,2497,1806,535
"Agric., ganadería, caza y silvicultura (162)",6563,84,2298,2082,1607,492
"Pesca (163)",1,1,,,,
"Explotación de minas y canteras (164)",21,,13,7,1,
"Industrias manufactureras (165)",43,,30,11,1,1
"Suministro de electricidad, gas y agua (166)",4,,2,1,1,
"Construcción (167)",106,1,33,44,26,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",173,1,83,60,25,4
"Venta, mant.y rep. veh.autom.y motoc. (169)",9,,6,2,1,
"Comercio al por mayor (170)",6,,2,3,,1
"Comercio al por menor (171)",158,1,75,55,24,3
"Hoteles y restaurantes (172)",16,,9,5,2,
"Trans., almac. y comunicaciones (173)",50,,25,21,4,
"Activid.inmobil., empres. y alquileres (175)",12,,4,8,,
"Admin.pub. y defensa; p. segur.soc afil (176)",50,,23,15,12,
"Enseñanza (177)",98,,26,51,20,1
"Servicios sociales y de salud (178)",18,,6,10,2,
"Otras activ. serv.comun.soc y personales (179)",15,,8,6,1,
"Hogares privados con servicio doméstico (180)",6,,3,2,,1
"Actividad economica no especificada (182)",130,,51,36,31,12
"Desocupado (183)",475,9,233,138,73,22
"Mujeres (184)",3276,102,1326,877,726,245
"Agric., ganadería, caza y silvicultura (185)",2751,84,1068,733,655,211
"Pesca (186)",2,,1,1,,
"Industrias manufactureras (188)",10,,8,1,1,
"Construcción (190)",5,1,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",86,4,43,20,16,3
"Comercio al por mayor (193)",2,,1,1,,
"Comercio al por menor (194)",84,4,42,19,16,3
"Hoteles y restaurantes (195)",29,1,13,14,1,
"Trans., almac. y comunicaciones (196)",1,,,,,1
"Activid.inmobil., empres. y alquileres (198)",4,,3,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",11,,5,5,1,
"Enseñanza (200)",41,,23,16,2,
"Servicios sociales y de salud (201)",22,,12,10,,
"Otras activ. serv.comun.soc y personales (202)",5,,5,,,
"Hogares privados con servicio doméstico (203)",22,1,12,6,3,
"Actividad economica no especificada (205)",164,2,47,50,39,26
"Desocupado (206)",123,9,84,18,8,4
