"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",1229,1103,87,28,11
"Explotación de minas y canteras (047)",1,1,,,
"Industrias manufactureras (048)",82,73,6,2,1
"Suministro de electricidad, gas y agua (049)",2,1,,1,
"Construcción (050)",8,3,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",551,531,15,4,1
"Venta, mant.y rep. veh.autom y motoc. (052)",10,10,,,
"Comercio al por mayor (053)",21,18,2,,1
"Comercio al por menor (054)",520,503,13,4,
"Hoteles y restaurantes (055)",394,358,27,8,1
"Trans., almac. y comunicaciones (056)",16,15,,,1
"Intermediación financiera (057)",2,,1,,1
"Activid.inmobil., empres. y alquileres (058)",31,17,3,7,4
"Admin.pub. y defensa; p. segur soc.afil (059)",65,,,,65
"Enseñanza (060)",203,74,42,77,10
"Servicios sociales y de salud (061)",55,8,4,1,42
"Otras activ. serv.comun.soc y personales (062)",60,51,6,1,2
"Hogares privados con servicio doméstico (063)",523,523,,,
"Actividad economica no especificada (065)",216,195,12,7,2
,,,,,
"URBANA (066)",9068,7112,1008,519,429
"Agric., ganadería, caza y silvicultura (067)",4453,3736,572,127,18
"Pesca (068)",4,4,,,
"Explotación de minas y canteras (069)",2,1,1,,
"Industrias manufactureras (070)",372,277,57,27,11
"Suministro de electricidad, gas y agua (071)",25,11,1,10,3
"Construcción (072)",342,189,76,66,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1176,1108,49,16,3
"Venta, mant.y rep. veh.autom y motoc. (074)",127,116,6,3,2
"Comercio al por mayor (075)",55,47,5,2,1
"Comercio al por menor (076)",994,945,38,11,
"Hoteles y restaurantes (077)",436,385,40,9,2
"Trans., almac. y comunicaciones (078)",493,420,39,21,13
"Intermediación financiera (079)",2,,1,,1
"Activid.inmobil., empres. y alquileres (080)",128,67,14,35,12
"Admin.pub. y defensa; p. segur soc.afil (081)",222,,,,222
"Enseñanza (082)",427,104,105,185,33
"Servicios sociales y de salud (083)",111,24,6,4,77
"Otras activ. serv.comun.soc y personales (084)",118,92,17,5,4
"Hogares privados con servicio doméstico (085)",484,484,,,
"Actividad economica no especificada (087)",273,210,30,14,19
"Hombres (088)",6475,4939,832,401,303
"Agric., ganadería, caza y silvicultura (089)",3851,3213,510,114,14
"Pesca (090)",4,4,,,
"Explotación de minas y canteras (091)",1,,1,,
"Industrias manufactureras (092)",298,211,51,26,10
"Suministro de electricidad, gas y agua (093)",23,10,1,9,3
"Construcción (094)",335,187,73,64,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",671,623,34,12,2
"Venta, mant.y rep. veh.autom y motoc. (096)",118,107,6,3,2
"Comercio al por mayor (097)",35,30,3,2,
"Comercio al por menor (098)",518,486,25,7,
"Hoteles y restaurantes (099)",63,47,13,2,1
"Trans., almac. y comunicaciones (100)",478,405,39,21,13
"Activid.inmobil., empres. y alquileres (102)",97,50,11,28,8
"Admin.pub. y defensa; p. segur soc.afil (103)",161,,,,161
"Enseñanza (104)",248,46,67,111,24
"Servicios sociales y de salud (105)",58,16,2,3,37
"Otras activ. serv.comun.soc y personales (106)",58,41,11,4,2
"Hogares privados con servicio doméstico (107)",17,17,,,
"Actividad economica no especificada (109)",112,69,19,7,17
"Mujeres (110)",2593,2173,176,118,126
"Agric., ganadería, caza y silvicultura (111)",602,523,62,13,4
"Explotación de minas y canteras (113)",1,1,,,
"Industrias manufactureras (114)",74,66,6,1,1
"Suministro de electricidad, gas y agua (115)",2,1,,1,
"Construcción (116)",7,2,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",505,485,15,4,1
"Venta, mant.y rep. veh.autom y motoc. (118)",9,9,,,
"Comercio al por mayor (119)",20,17,2,,1
"Comercio al por menor (120)",476,459,13,4,
"Hoteles y restaurantes (121)",373,338,27,7,1
"Trans., almac. y comunicaciones (122)",15,15,,,
"Intermediación financiera (123)",2,,1,,1
"Activid.inmobil., empres. y alquileres (124)",31,17,3,7,4
"Admin.pub. y defensa; p. segur soc.afil (125)",61,,,,61
"Enseñanza (126)",179,58,38,74,9
"Servicios sociales y de salud (127)",53,8,4,1,40
"Otras activ. serv.comun.soc y personales (128)",60,51,6,1,2
"Hogares privados con servicio doméstico (129)",467,467,,,
"Actividad economica no especificada (131)",161,141,11,7,2
,,,,,
"RURAL (132)",5374,4843,340,128,63
"Agric., ganadería, caza y silvicultura (133)",4824,4397,303,108,16
"Industrias manufactureras (136)",38,33,3,2,
"Suministro de electricidad, gas y agua (137)",1,,1,,
"Construcción (138)",54,35,7,9,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",116,114,2,,
"Venta, mant.y rep. veh.autom y motoc. (140)",11,11,,,
"Comercio al por mayor (141)",3,3,,,
"Comercio al por menor (142)",102,100,2,,
"Hoteles y restaurantes (143)",22,21,,1,
"Trans., almac. y comunicaciones (144)",37,30,3,1,3
"Activid.inmobil., empres. y alquileres (146)",6,1,4,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",26,,,,26
"Enseñanza (148)",45,23,12,5,5
"Servicios sociales y de salud (149)",7,,,,7
"Otras activ. serv.comun.soc y personales (150)",3,1,1,1,
"Hogares privados con servicio doméstico (151)",62,62,,,
"Actividad economica no especificada (153)",133,126,4,,3
"Hombres (154)",4529,4063,310,108,48
"Agric., ganadería, caza y silvicultura (155)",4197,3817,278,93,9
"Industrias manufactureras (158)",30,26,3,1,
"Suministro de electricidad, gas y agua (159)",1,,1,,
"Construcción (160)",53,34,7,9,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",70,68,2,,
"Venta, mant.y rep. veh.autom y motoc. (162)",10,10,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",58,56,2,,
"Hoteles y restaurantes (165)",1,1,,,
"Trans., almac. y comunicaciones (166)",36,30,3,1,2
"Activid.inmobil., empres. y alquileres (168)",6,1,4,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",22,,,,22
"Enseñanza (170)",21,7,8,2,4
"Servicios sociales y de salud (171)",5,,,,5
"Otras activ. serv.comun.soc y personales (172)",3,1,1,1,
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",78,72,3,,3
"Mujeres (176)",845,780,30,20,15
"Agric., ganadería, caza y silvicultura (177)",627,580,25,15,7
"Industrias manufactureras (180)",8,7,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",46,46,,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",44,44,,,
"Hoteles y restaurantes (187)",21,20,,1,
"Trans., almac. y comunicaciones (188)",1,,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",4,,,,4
"Enseñanza (192)",24,16,4,3,1
"Servicios sociales y de salud (193)",2,,,,2
"Hogares privados con servicio doméstico (195)",56,56,,,
"Actividad economica no especificada (197)",55,54,1,,
