"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",690,55,225,216,161,33
"Industrias manufactureras (049)",35,,7,14,12,2
"Suministro de electricidad, gas y agua (050)",1,,,,1,
"Construcción (051)",5,,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",286,2,74,125,72,13
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,1,1,,
"Comercio al por mayor (054)",11,,3,3,5,
"Comercio al por menor (055)",273,2,70,121,67,13
"Hoteles y restaurantes (056)",116,1,34,44,33,4
"Trans., almac. y comunicaciones (057)",9,,4,1,4,
"Intermediación financiera (058)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (059)",15,,8,7,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",43,,18,18,7,
"Enseñanza (061)",215,,31,138,46,
"Servicios sociales y de salud (062)",64,,22,31,11,
"Otras activ. serv.comun.soc y personales (063)",36,,12,17,7,
"Hogares privados con servicio doméstico (064)",132,13,78,23,14,4
"Actividad economica no especificada (066)",112,,35,47,23,7
,,,,,,
"URBANA (067)",3239,54,841,1247,870,227
"Agric., ganadería, caza y silvicultura (068)",1312,28,320,393,398,173
"Industrias manufactureras (071)",148,4,49,57,34,4
"Suministro de electricidad, gas y agua (072)",4,,2,1,1,
"Construcción (073)",150,2,59,63,22,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",479,9,128,198,124,20
"Venta, mant.y rep. veh.autom.y motoc. (075)",41,,21,16,4,
"Comercio al por mayor (076)",26,,5,12,8,1
"Comercio al por menor (077)",412,9,102,170,112,19
"Hoteles y restaurantes (078)",118,1,32,50,32,3
"Trans., almac. y comunicaciones (079)",147,,56,65,22,4
"Intermediación financiera (080)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (081)",66,1,19,28,17,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",148,,34,69,44,1
"Enseñanza (083)",340,,29,196,115,
"Servicios sociales y de salud (084)",83,,21,44,17,1
"Otras activ. serv.comun.soc y personales (085)",61,1,18,28,13,1
"Hogares privados con servicio doméstico (086)",88,8,54,15,8,3
"Actividad economica no especificada (088)",92,,18,40,22,12
"Hombres (089)",2283,38,592,828,635,190
"Agric., ganadería, caza y silvicultura (090)",1152,21,281,340,348,162
"Industrias manufactureras (093)",122,4,47,43,25,3
"Suministro de electricidad, gas y agua (094)",3,,2,1,,
"Construcción (095)",146,2,58,60,22,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",247,8,69,100,63,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",39,,20,15,4,
"Comercio al por mayor (098)",15,,2,9,3,1
"Comercio al por menor (099)",193,8,47,76,56,6
"Hoteles y restaurantes (100)",28,1,11,13,3,
"Trans., almac. y comunicaciones (101)",138,,52,64,18,4
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",52,1,12,21,17,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",110,,18,54,37,1
"Enseñanza (105)",182,,16,87,79,
"Servicios sociales y de salud (106)",37,,8,21,7,1
"Otras activ. serv.comun.soc y personales (107)",34,1,13,12,7,1
"Hogares privados con servicio doméstico (108)",1,,1,,,
"Actividad economica no especificada (110)",30,,3,12,9,6
"Mujeres (112)",956,16,249,419,235,37
"Agric., ganadería, caza y silvicultura (113)",160,7,39,53,50,11
"Industrias manufactureras (116)",26,,2,14,9,1
"Suministro de electricidad, gas y agua (117)",1,,,,1,
"Construcción (118)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",232,1,59,98,61,13
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,1,1,,
"Comercio al por mayor (121)",11,,3,3,5,
"Comercio al por menor (122)",219,1,55,94,56,13
"Hoteles y restaurantes (123)",90,,21,37,29,3
"Trans., almac. y comunicaciones (124)",9,,4,1,4,
"Intermediación financiera (125)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (126)",14,,7,7,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",38,,16,15,7,
"Enseñanza (128)",158,,13,109,36,
"Servicios sociales y de salud (129)",46,,13,23,10,
"Otras activ. serv.comun.soc y personales (130)",27,,5,16,6,
"Hogares privados con servicio doméstico (131)",87,8,53,15,8,3
"Actividad economica no especificada (133)",62,,15,28,13,6
,,,,,,
"RURAL (134)",6349,231,2314,1939,1399,466
"Agric., ganadería, caza y silvicultura (135)",5618,218,2072,1639,1239,450
"Pesca (136)",1,,,,1,
"Industrias manufactureras (138)",92,1,30,37,20,4
"Suministro de electricidad, gas y agua (139)",4,,3,,1,
"Construcción (140)",85,2,19,27,34,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",117,3,33,52,28,1
"Venta, mant.y rep. veh.autom.y motoc. (142)",4,1,2,,1,
"Comercio al por mayor (143)",2,,,1,1,
"Comercio al por menor (144)",111,2,31,51,26,1
"Hoteles y restaurantes (145)",31,1,13,12,4,1
"Trans., almac. y comunicaciones (146)",54,,21,26,7,
"Activid.inmobil., empres. y alquileres (148)",8,,1,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",33,,8,13,10,2
"Enseñanza (150)",132,,34,69,29,
"Servicios sociales y de salud (151)",29,,14,14,1,
"Otras activ. serv.comun.soc y personales (152)",27,,13,11,3,
"Hogares privados con servicio doméstico (153)",47,6,25,9,6,1
"Actividad economica no especificada (155)",71,,28,26,13,4
"Hombres (156)",5544,176,2012,1674,1242,440
"Agric., ganadería, caza y silvicultura (157)",5088,170,1886,1476,1128,428
"Pesca (158)",1,,,,1,
"Industrias manufactureras (160)",83,1,25,37,17,3
"Suministro de electricidad, gas y agua (161)",4,,3,,1,
"Construcción (162)",84,2,18,27,34,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",63,2,18,25,17,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",4,1,2,,1,
"Comercio al por mayor (165)",2,,,1,1,
"Comercio al por menor (166)",57,1,16,24,15,1
"Hoteles y restaurantes (167)",5,,,5,,
"Trans., almac. y comunicaciones (168)",54,,21,26,7,
"Activid.inmobil., empres. y alquileres (170)",7,,,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",28,,6,10,10,2
"Enseñanza (172)",75,,16,40,19,
"Servicios sociales y de salud (173)",11,,5,6,,
"Otras activ. serv.comun.soc y personales (174)",18,,6,10,2,
"Hogares privados con servicio doméstico (175)",2,1,,1,,
"Actividad economica no especificada (177)",21,,8,7,3,3
"Mujeres (179)",805,55,302,265,157,26
"Agric., ganadería, caza y silvicultura (180)",530,48,186,163,111,22
"Industrias manufactureras (183)",9,,5,,3,1
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",54,1,15,27,11,
"Comercio al por menor (189)",54,1,15,27,11,
"Hoteles y restaurantes (190)",26,1,13,7,4,1
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,2,3,,
"Enseñanza (195)",57,,18,29,10,
"Servicios sociales y de salud (196)",18,,9,8,1,
"Otras activ. serv.comun.soc y personales (197)",9,,7,1,1,
"Hogares privados con servicio doméstico (198)",45,5,25,8,6,1
"Actividad economica no especificada (200)",50,,20,19,10,1
