"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",54,3,30,13,6,2
"Actividad economica no especificada (043)",214,2,96,68,37,11
"Mujeres (045)",4272,177,1637,1387,899,172
"Agric., ganadería, caza y silvicultura (046)",2358,129,867,640,584,138
"Pesca (047)",30,,15,12,3,
"Industrias manufactureras (049)",68,1,21,31,13,2
"Construcción (051)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",568,15,234,212,95,12
"Venta, mant.y rep. veh.autom.y motoc. (053)",6,,4,2,,
"Comercio al por mayor (054)",14,1,7,4,2,
"Comercio al por menor (055)",548,14,223,206,93,12
"Hoteles y restaurantes (056)",261,10,98,93,58,2
"Trans., almac. y comunicaciones (057)",8,,4,2,2,
"Activid.inmobil., empres. y alquileres (059)",33,1,13,18,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",72,,27,25,19,1
"Enseñanza (061)",367,,100,206,59,2
"Servicios sociales y de salud (062)",53,1,18,22,12,
"Otras activ. serv.comun.soc y personales (063)",65,5,18,31,7,4
"Hogares privados con servicio doméstico (064)",203,13,130,36,20,4
"Actividad economica no especificada (066)",184,2,90,59,26,7
,,,,,,
"URBANA (067)",4864,102,1753,1780,1040,189
"Agric., ganadería, caza y silvicultura (068)",1142,27,346,360,305,104
"Pesca (069)",170,7,50,77,34,2
"Explotación de minas y canteras (070)",1,,1,,,
"Industrias manufactureras (071)",470,4,244,155,59,8
"Suministro de electricidad, gas y agua (072)",7,,3,3,,1
"Construcción (073)",121,2,40,54,23,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",938,27,343,330,205,33
"Venta, mant.y rep. veh.autom.y motoc. (075)",62,,21,17,22,2
"Comercio al por mayor (076)",50,4,21,18,6,1
"Comercio al por menor (077)",826,23,301,295,177,30
"Hoteles y restaurantes (078)",243,8,82,86,62,5
"Trans., almac. y comunicaciones (079)",201,2,102,62,33,2
"Intermediación financiera (080)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (081)",101,2,33,44,20,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",331,,129,120,76,6
"Enseñanza (083)",496,,91,275,126,4
"Servicios sociales y de salud (084)",105,,29,49,27,
"Otras activ. serv.comun.soc y personales (085)",118,7,35,56,14,6
"Hogares privados con servicio doméstico (086)",177,13,110,30,20,4
"Actividad economica no especificada (088)",241,3,114,78,36,10
"Hombres (089)",3331,67,1186,1199,737,142
"Agric., ganadería, caza y silvicultura (090)",938,24,296,304,231,83
"Pesca (091)",164,7,46,75,34,2
"Explotación de minas y canteras (092)",1,,1,,,
"Industrias manufactureras (093)",422,4,228,131,52,7
"Suministro de electricidad, gas y agua (094)",7,,3,3,,1
"Construcción (095)",121,2,40,54,23,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",510,15,175,167,129,24
"Venta, mant.y rep. veh.autom.y motoc. (097)",58,,19,15,22,2
"Comercio al por mayor (098)",41,3,16,16,5,1
"Comercio al por menor (099)",411,12,140,136,102,21
"Hoteles y restaurantes (100)",52,3,16,14,16,3
"Trans., almac. y comunicaciones (101)",194,2,99,60,31,2
"Intermediación financiera (102)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (103)",69,1,20,27,19,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",265,,104,97,59,5
"Enseñanza (105)",269,,31,150,86,2
"Servicios sociales y de salud (106)",59,,15,28,16,
"Otras activ. serv.comun.soc y personales (107)",63,4,21,27,9,2
"Hogares privados con servicio doméstico (108)",38,3,22,9,4,
"Actividad economica no especificada (110)",157,2,68,52,28,7
"Mujeres (112)",1533,35,567,581,303,47
"Agric., ganadería, caza y silvicultura (113)",204,3,50,56,74,21
"Pesca (114)",6,,4,2,,
"Industrias manufactureras (116)",48,,16,24,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",428,12,168,163,76,9
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,2,2,,
"Comercio al por mayor (121)",9,1,5,2,1,
"Comercio al por menor (122)",415,11,161,159,75,9
"Hoteles y restaurantes (123)",191,5,66,72,46,2
"Trans., almac. y comunicaciones (124)",7,,3,2,2,
"Activid.inmobil., empres. y alquileres (126)",32,1,13,17,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",66,,25,23,17,1
"Enseñanza (128)",227,,60,125,40,2
"Servicios sociales y de salud (129)",46,,14,21,11,
"Otras activ. serv.comun.soc y personales (130)",55,3,14,29,5,4
"Hogares privados con servicio doméstico (131)",139,10,88,21,16,4
"Actividad economica no especificada (133)",84,1,46,26,8,3
,,,,,,
"RURAL (134)",11971,418,4853,3561,2531,608
"Agric., ganadería, caza y silvicultura (135)",9835,378,3898,2806,2182,571
"Pesca (136)",559,9,293,162,83,12
"Explotación de minas y canteras (137)",1,,1,,,
"Industrias manufactureras (138)",173,5,85,53,28,2
"Suministro de electricidad, gas y agua (139)",2,,,1,1,
"Construcción (140)",52,,23,25,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",368,13,151,124,70,10
"Venta, mant.y rep. veh.autom.y motoc. (142)",15,,9,3,3,
"Comercio al por mayor (143)",13,,4,6,3,
"Comercio al por menor (144)",340,13,138,115,64,10
"Hoteles y restaurantes (145)",85,5,37,26,17,
"Trans., almac. y comunicaciones (146)",49,1,34,9,5,
"Activid.inmobil., empres. y alquileres (148)",11,,5,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",162,,99,51,12,
"Enseñanza (150)",372,,84,210,77,1
"Servicios sociales y de salud (151)",30,1,12,11,6,
"Otras activ. serv.comun.soc y personales (152)",35,2,9,11,11,2
"Hogares privados con servicio doméstico (153)",80,3,50,19,6,2
"Actividad economica no especificada (155)",157,1,72,49,27,8
"Hombres (156)",9232,276,3783,2755,1935,483
"Agric., ganadería, caza y silvicultura (157)",7681,252,3081,2222,1672,454
"Pesca (158)",535,9,282,152,80,12
"Explotación de minas y canteras (159)",1,,1,,,
"Industrias manufactureras (160)",153,4,80,46,22,1
"Suministro de electricidad, gas y agua (161)",2,,,1,1,
"Construcción (162)",50,,21,25,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",228,10,85,75,51,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",13,,7,3,3,
"Comercio al por mayor (165)",8,,2,4,2,
"Comercio al por menor (166)",207,10,76,68,46,7
"Hoteles y restaurantes (167)",15,,5,5,5,
"Trans., almac. y comunicaciones (168)",48,1,33,9,5,
"Activid.inmobil., empres. y alquileres (170)",10,,5,3,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",156,,97,49,10,
"Enseñanza (172)",232,,44,129,58,1
"Servicios sociales y de salud (173)",23,,8,10,5,
"Otras activ. serv.comun.soc y personales (174)",25,,5,9,9,2
"Hogares privados con servicio doméstico (175)",16,,8,4,2,2
"Actividad economica no especificada (177)",57,,28,16,9,4
"Mujeres (179)",2739,142,1070,806,596,125
"Agric., ganadería, caza y silvicultura (180)",2154,126,817,584,510,117
"Pesca (181)",24,,11,10,3,
"Industrias manufactureras (183)",20,1,5,7,6,1
"Construcción (185)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",140,3,66,49,19,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,2,,,
"Comercio al por mayor (188)",5,,2,2,1,
"Comercio al por menor (189)",133,3,62,47,18,3
"Hoteles y restaurantes (190)",70,5,32,21,12,
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,2,2,2,
"Enseñanza (195)",140,,40,81,19,
"Servicios sociales y de salud (196)",7,1,4,1,1,
"Otras activ. serv.comun.soc y personales (197)",10,2,4,2,2,
"Hogares privados con servicio doméstico (198)",64,3,42,15,4,
"Actividad economica no especificada (200)",100,1,44,33,18,4
