"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",176,171,1,4,
"Empleado (057)",13,13,,,
"Obrero (058)",16,13,1,2,
"Trabajador independiente (059)",19,19,,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",103,101,,2,
"Trabajador del hogar (062)",24,24,,,
"De 15 a 29 años (064)",2058,1648,186,106,118
"Empleado (065)",454,235,73,55,91
"Obrero (066)",418,281,60,50,27
"Trabajador independiente (067)",740,700,40,,
"Empleador o patrono (068)",14,12,1,1,
"Trabajador familiar no remunerado (069)",319,307,12,,
"Trabajador del hogar (070)",113,113,,,
"De 30 a 44 años (072)",2652,1954,240,252,206
"Empleado (073)",899,330,158,220,191
"Obrero (074)",318,235,38,31,14
"Trabajador independiente (075)",1207,1175,32,,
"Empleador o patrono (076)",29,25,4,,
"Trabajador familiar no remunerado (077)",146,136,8,1,1
"Trabajador del hogar (078)",53,53,,,
"De 45 a 64 años (080)",1924,1648,78,98,100
"Empleado (081)",281,82,35,73,91
"Obrero (082)",244,196,17,23,8
"Trabajador independiente (083)",1193,1173,20,,
"Empleador o patrono (084)",24,21,3,,
"Trabajador familiar no remunerado (085)",145,139,3,2,1
"Trabajador del hogar (086)",37,37,,,
"De 65 y más años (088)",609,582,10,6,11
"Empleado (089)",29,13,1,5,10
"Obrero (090)",58,55,2,,1
"Trabajador independiente (091)",457,450,7,,
"Empleador o patrono (092)",8,7,,1,
"Trabajador familiar no remunerado (093)",52,52,,,
"Trabajador del hogar (094)",5,5,,,
,,,,,
"RURAL (096)",21134,20444,441,156,93
"Empleado (097)",321,161,64,37,59
"Obrero (098)",1825,1520,178,98,29
"Trabajador independiente (099)",12734,12619,115,,
"Empleador o patrono (100)",130,123,5,,2
"Trabajador familiar no remunerado (101)",5704,5601,79,21,3
"Trabajador del hogar (102)",420,420,,,
"De 06 a 14 años (104)",862,841,19,1,1
"Empleado (105)",8,8,,,
"Obrero (106)",39,37,1,,1
"Trabajador independiente (107)",84,82,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",686,669,16,1,
"Trabajador del hogar (110)",44,44,,,
"De 15 a 29 años (112)",7766,7437,205,82,42
"Empleado (113)",124,64,25,11,24
"Obrero (114)",804,625,103,59,17
"Trabajador independiente (115)",3341,3307,34,,
"Empleador o patrono (116)",33,31,2,,
"Trabajador familiar no remunerado (117)",3278,3224,41,12,1
"Trabajador del hogar (118)",186,186,,,
"De 30 a 44 años (120)",6167,5956,127,47,37
"Empleado (121)",125,55,25,19,26
"Obrero (122)",582,498,50,26,8
"Trabajador independiente (123)",4369,4329,40,,
"Empleador o patrono (124)",44,41,2,,1
"Trabajador familiar no remunerado (125)",946,932,10,2,2
"Trabajador del hogar (126)",101,101,,,
"De 45 a 64 años (128)",4491,4382,73,24,12
"Empleado (129)",58,31,12,7,8
"Obrero (130)",321,286,20,12,3
"Trabajador independiente (131)",3450,3420,30,,
"Empleador o patrono (132)",41,39,1,,1
"Trabajador familiar no remunerado (133)",552,537,10,5,
"Trabajador del hogar (134)",69,69,,,
"De 65 y más años (136)",1848,1828,17,2,1
"Empleado (137)",6,3,2,,1
"Obrero (138)",79,74,4,1,
"Trabajador independiente (139)",1490,1481,9,,
"Empleador o patrono (140)",11,11,,,
"Trabajador familiar no remunerado (141)",242,239,2,1,
"Trabajador del hogar (142)",20,20,,,
