"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Padres/ suegros (042)",5993,2209,,2445,891,47,122,56,223
"Otro(a) pariente (043)",25758,1993,577,6000,9917,1771,1519,2058,1923
"Trabajador(a) del hogar (044)",707,46,3,254,339,36,13,13,3
"Pensionista (045)",298,8,,43,132,28,16,43,28
"Otro(a) no pariente (046)",6370,394,57,1176,2391,544,496,600,712
"Hombres (048)",182456,11051,5299,43394,65710,10498,10805,14639,21060
"Jefe o Jefa (049)",65814,947,27,12276,25312,3708,5806,4745,12993
"Esposa(o)/ compa¤era(o) (050)",4897,122,8,800,2065,345,380,480,697
"Hijo(a)/ hijastro(a) (051)",81518,6973,3960,22525,27776,4738,3152,7218,5176
"Yerno/ nuera (052)",3039,7,1,135,1269,259,419,280,669
"Nieto(a) (053)",9621,1945,982,3489,2218,295,120,425,147
"Padres/ suegros (054)",1646,202,,847,399,20,46,30,102
"Otro(a) pariente (055)",12714,737,291,2763,5351,871,653,1100,948
"Trabajador(a) del hogar (056)",57,5,,14,31,2,1,4,
"Pensionista (057)",169,1,,26,77,14,11,28,12
"Otro(a) no pariente (058)",2981,112,30,519,1212,246,217,329,316
"Mujeres (060)",203463,20196,5080,55115,63660,11178,14836,12790,20608
"Jefe o Jefa (061)",34757,3777,38,9659,10350,1628,3133,1727,4445
"Esposa(o)/ compa¤era(o) (062)",53138,4044,45,14049,18123,2501,5012,2254,7110
"Hijo(a)/ hijastro(a) (063)",81743,6947,3727,22082,25246,5129,4832,6859,6921
"Yerno/ nuera (064)",3198,29,3,265,1391,352,477,225,456
"Nieto(a) (065)",9068,1806,951,3311,1950,295,144,446,165
"Padres/ suegros (066)",4347,2007,,1598,492,27,76,26,121
"Otro(a) pariente (067)",13044,1256,286,3237,4566,900,866,958,975
"Trabajador(a) del hogar (068)",650,41,3,240,308,34,12,9,3
"Pensionista (069)",129,7,,17,55,14,5,15,16
"Otro(a) no pariente (070)",3389,282,27,657,1179,298,279,271,396
,,,,,,,,,
"RURAL (072)",50799,8098,1401,21954,15414,1216,987,810,919
"Jefe o Jefa (073)",13688,2136,7,6158,4269,246,344,151,377
"Esposa(o)/ compa¤era(o) (074)",8512,1866,10,4224,1979,103,146,51,133
"Hijo(a)/ hijastro(a) (075)",23026,2797,1113,9592,7568,744,383,522,307
"Yerno/ nuera (076)",643,12,,142,367,23,50,16,33
"Nieto(a) (077)",1946,484,185,801,398,37,13,20,8
"Padres/ suegros (078)",589,389,,168,27,1,,,4
"Otro(a) pariente (079)",2163,377,84,798,721,53,43,40,47
"Trabajador(a) del hogar (080)",19,5,,4,8,1,1,,
"Otro(a) no pariente (082)",213,32,2,67,77,8,7,10,10
"Hombres (084)",24728,2755,664,10422,8759,625,499,469,535
"Jefe o Jefa (085)",9825,810,6,4531,3569,211,256,134,308
"Esposa(o)/ compa¤era(o) (086)",430,33,,152,201,8,11,6,19
"Hijo(a)/ hijastro(a) (087)",11806,1422,523,4772,4122,355,167,285,160
"Yerno/ nuera (088)",295,5,,48,179,8,28,8,19
"Nieto(a) (089)",988,253,93,405,204,16,6,7,4
"Padres/ suegros (090)",173,61,,91,18,,,,3
"Otro(a) pariente (091)",1104,155,41,388,423,25,28,22,22
"Trabajador(a) del hogar (092)",5,1,,2,1,,1,,
"Otro(a) no pariente (094)",102,15,1,33,42,2,2,7,
"Mujeres (096)",26071,5343,737,11532,6655,591,488,341,384
"Jefe o Jefa (097)",3863,1326,1,1627,700,35,88,17,69
"Esposa(o)/ compa¤era(o) (098)",8082,1833,10,4072,1778,95,135,45,114
"Hijo(a)/ hijastro(a) (099)",11220,1375,590,4820,3446,389,216,237,147
"Yerno/ nuera (100)",348,7,,94,188,15,22,8,14
"Nieto(a) (101)",958,231,92,396,194,21,7,13,4
"Padres/ suegros (102)",416,328,,77,9,1,,,1
"Otro(a) pariente (103)",1059,222,43,410,298,28,15,18,25
"Trabajador(a) del hogar (104)",14,4,,2,7,1,,,
"Otro(a) no pariente (106)",111,17,1,34,35,6,5,3,10
