"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1988,114,4,850,509,72,233,43,163
"Esposa(o)/ compa¤era(o) (050)",103,7,,36,27,3,11,1,18
"Hijo(a)/ hijastro(a) (051)",1910,199,78,692,640,77,84,63,77
"Yerno/ nuera (052)",87,2,,18,31,4,13,3,16
"Nieto(a) (053)",273,57,23,112,58,7,7,4,5
"Padres/ suegros (054)",46,9,,32,3,,1,,1
"Otro(a) pariente (055)",397,31,6,118,135,25,22,20,40
"Trabajador(a) del hogar (056)",2,,,1,1,,,,
"Pensionista (057)",6,,,2,3,,,,1
"Otro(a) no pariente (058)",78,5,,28,19,4,8,2,12
"Mujeres (060)",5045,762,118,2009,1228,178,374,118,258
"Jefe o Jefa (061)",743,166,1,315,119,18,69,7,48
"Esposa(o)/ compa¤era(o) (062)",1616,234,1,723,354,48,141,28,87
"Hijo(a)/ hijastro(a) (063)",1738,192,87,615,539,73,110,61,61
"Yerno/ nuera (064)",90,3,,22,38,2,13,3,9
"Nieto(a) (065)",213,46,22,91,34,8,5,4,3
"Padres/ suegros (066)",93,51,,30,7,,3,,2
"Otro(a) pariente (067)",407,55,7,144,112,20,27,10,32
"Trabajador(a) del hogar (068)",35,,,28,7,,,,
"Pensionista (069)",4,1,,1,,,1,,1
"Otro(a) no pariente (070)",106,14,,40,18,9,5,5,15
,,,,,,,,,
"RURAL (072)",36819,8809,762,21911,4754,158,247,82,96
"Jefe o Jefa (073)",10388,2375,9,6740,1073,40,96,27,28
"Esposa(o)/ compa¤era(o) (074)",7496,2689,11,4209,515,14,40,6,12
"Hijo(a)/ hijastro(a) (075)",15320,2757,607,9072,2645,83,81,39,36
"Yerno/ nuera (076)",414,61,,246,93,1,7,1,5
"Nieto(a) (077)",1299,304,87,708,192,3,3,1,1
"Padres/ suegros (078)",243,173,,69,1,,,,
"Otro(a) pariente (079)",1531,411,47,803,219,16,17,8,10
"Trabajador(a) del hogar (080)",18,5,,11,2,,,,
"Pensionista (081)",1,1,,,,,,,
"Otro(a) no pariente (082)",109,33,1,53,14,1,3,,4
"Hombres (084)",18427,3087,369,11643,2965,106,148,54,55
"Jefe o Jefa (085)",8200,1208,8,5846,976,36,82,25,19
"Esposa(o)/ compa¤era(o) (086)",367,85,1,211,66,,3,,1
"Hijo(a)/ hijastro(a) (087)",8062,1387,292,4614,1625,55,46,22,21
"Yerno/ nuera (088)",210,23,,123,52,1,6,1,4
"Nieto(a) (089)",685,158,46,363,114,2,1,1,
"Padres/ suegros (090)",61,29,,32,,,,,
"Otro(a) pariente (091)",769,178,22,416,121,11,10,5,6
"Trabajador(a) del hogar (092)",8,2,,5,1,,,,
"Pensionista (093)",1,1,,,,,,,
"Otro(a) no pariente (094)",64,16,,33,10,1,,,4
"Mujeres (096)",18392,5722,393,10268,1789,52,99,28,41
"Jefe o Jefa (097)",2188,1167,1,894,97,4,14,2,9
"Esposa(o)/ compa¤era(o) (098)",7129,2604,10,3998,449,14,37,6,11
"Hijo(a)/ hijastro(a) (099)",7258,1370,315,4458,1020,28,35,17,15
"Yerno/ nuera (100)",204,38,,123,41,,1,,1
"Nieto(a) (101)",614,146,41,345,78,1,2,,1
"Padres/ suegros (102)",182,144,,37,1,,,,
"Otro(a) pariente (103)",762,233,25,387,98,5,7,3,4
"Trabajador(a) del hogar (104)",10,3,,6,1,,,,
"Otro(a) no pariente (106)",45,17,1,20,4,,3,,
