"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",3894,3589,192,83,30
"Trabajador del hogar (054)",3356,3356,,,
"De 06 a 14 años (056)",692,633,40,14,5
"Empleado (057)",96,85,8,2,1
"Obrero (058)",80,62,9,6,3
"Trabajador independiente (059)",160,153,7,,
"Trabajador familiar no remunerado (061)",286,263,16,6,1
"Trabajador del hogar (062)",70,70,,,
"De 15 a 29 años (064)",34162,23929,3884,3043,3306
"Empleado (065)",13310,6418,1944,2170,2778
"Obrero (066)",4753,2604,845,790,514
"Trabajador independiente (067)",12215,11278,937,,
"Empleador o patrono (068)",583,452,75,47,9
"Trabajador familiar no remunerado (069)",1431,1307,83,36,5
"Trabajador del hogar (070)",1870,1870,,,
"De 30 a 44 años (072)",42511,27813,3747,4389,6562
"Empleado (073)",15173,3992,1878,3421,5882
"Obrero (074)",4782,2475,790,870,647
"Trabajador independiente (075)",19454,18555,899,,
"Empleador o patrono (076)",963,746,115,79,23
"Trabajador familiar no remunerado (077)",1229,1135,65,19,10
"Trabajador del hogar (078)",910,910,,,
"De 45 a 64 años (080)",24770,17115,1754,1853,4048
"Empleado (081)",7417,1556,751,1413,3697
"Obrero (082)",2592,1523,390,364,315
"Trabajador independiente (083)",12750,12267,483,,
"Empleador o patrono (084)",775,578,104,63,30
"Trabajador familiar no remunerado (085)",766,721,26,13,6
"Trabajador del hogar (086)",470,470,,,
"De 65 y más años (088)",3082,2643,162,105,172
"Empleado (089)",388,154,43,61,130
"Obrero (090)",326,230,38,26,32
"Trabajador independiente (091)",1992,1926,66,,
"Empleador o patrono (092)",158,134,13,9,2
"Trabajador familiar no remunerado (093)",182,163,2,9,8
"Trabajador del hogar (094)",36,36,,,
,,,,,
"RURAL (096)",8412,6896,670,357,489
"Empleado (097)",727,228,101,108,290
"Obrero (098)",2718,1894,398,231,195
"Trabajador independiente (099)",3185,3074,111,,
"Empleador o patrono (100)",509,477,18,10,4
"Trabajador familiar no remunerado (101)",1218,1168,42,8,
"Trabajador del hogar (102)",55,55,,,
"De 06 a 14 años (104)",88,75,9,3,1
"Obrero (106)",17,12,3,1,1
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",69,61,6,2,
"De 15 a 29 años (112)",2590,1989,284,138,179
"Empleado (113)",290,98,43,35,114
"Obrero (114)",1147,800,186,98,63
"Trabajador independiente (115)",619,586,33,,
"Empleador o patrono (116)",60,53,2,3,2
"Trabajador familiar no remunerado (117)",441,419,20,2,
"Trabajador del hogar (118)",33,33,,,
"De 30 a 44 años (120)",2772,2193,226,147,206
"Empleado (121)",299,87,37,54,121
"Obrero (122)",921,621,130,86,84
"Trabajador independiente (123)",1052,1011,41,,
"Empleador o patrono (124)",149,133,10,5,1
"Trabajador familiar no remunerado (125)",335,325,8,2,
"Trabajador del hogar (126)",16,16,,,
"De 45 a 64 años (128)",2231,1947,125,63,96
"Empleado (129)",127,36,20,18,53
"Obrero (130)",536,382,69,42,43
"Trabajador independiente (131)",1093,1066,27,,
"Empleador o patrono (132)",194,188,4,2,
"Trabajador familiar no remunerado (133)",275,269,5,1,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",731,692,26,6,7
"Empleado (137)",11,7,1,1,2
"Obrero (138)",97,79,10,4,4
"Trabajador independiente (139)",419,409,10,,
"Empleador o patrono (140)",106,103,2,,1
"Trabajador familiar no remunerado (141)",98,94,3,1,
