"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",48,5,21,8,9,5
"Actividad economica no especificada (043)",434,17,196,140,66,15
"Mujeres (045)",4873,188,1824,1851,891,119
"Agric., ganadería, caza y silvicultura (046)",1775,97,586,612,408,72
"Pesca (047)",2,,1,,1,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",130,3,44,57,20,6
"Construcción (051)",46,,23,17,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",935,27,310,424,164,10
"Venta, mant.y rep. veh.autom.y motoc. (053)",32,,15,14,3,
"Comercio al por mayor (054)",24,,8,11,5,
"Comercio al por menor (055)",879,27,287,399,156,10
"Hoteles y restaurantes (056)",657,28,231,241,145,12
"Trans., almac. y comunicaciones (057)",58,2,41,8,5,2
"Intermediación financiera (058)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (059)",83,,51,26,6,
"Admin.pub. y defensa; p. segur.soc.afil (060)",97,,37,49,11,
"Enseñanza (061)",293,,105,157,31,
"Servicios sociales y de salud (062)",78,,32,42,3,1
"Otras activ. serv.comun.soc y personales (063)",118,5,42,45,22,4
"Hogares privados con servicio doméstico (064)",317,19,199,72,22,5
"Actividad economica no especificada (066)",278,7,119,98,47,7
,,,,,,
"URBANA (067)",10691,279,3899,4154,2076,283
"Agric., ganadería, caza y silvicultura (068)",3246,89,1078,1179,731,169
"Pesca (069)",8,,4,2,1,1
"Explotación de minas y canteras (070)",25,,9,6,9,1
"Industrias manufactureras (071)",696,33,305,242,110,6
"Suministro de electricidad, gas y agua (072)",14,,5,5,4,
"Construcción (073)",1004,4,321,446,225,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1751,64,567,738,349,33
"Venta, mant.y rep. veh.autom.y motoc. (075)",249,9,105,90,40,5
"Comercio al por mayor (076)",85,,32,39,13,1
"Comercio al por menor (077)",1417,55,430,609,296,27
"Hoteles y restaurantes (078)",670,40,226,230,156,18
"Trans., almac. y comunicaciones (079)",917,7,440,305,154,11
"Intermediación financiera (080)",11,,5,5,1,
"Activid.inmobil., empres. y alquileres (081)",306,,128,132,43,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",555,,205,253,91,6
"Enseñanza (083)",447,,131,252,64,
"Servicios sociales y de salud (084)",114,,40,57,14,3
"Otras activ. serv.comun.soc y personales (085)",185,7,68,70,32,8
"Hogares privados con servicio doméstico (086)",247,18,148,59,16,6
"Actividad economica no especificada (088)",495,17,219,173,76,10
"Hombres (089)",7680,182,2790,2899,1579,230
"Agric., ganadería, caza y silvicultura (090)",2710,70,927,956,609,148
"Pesca (091)",7,,3,2,1,1
"Explotación de minas y canteras (092)",24,,8,6,9,1
"Industrias manufactureras (093)",596,30,272,193,96,5
"Suministro de electricidad, gas y agua (094)",14,,5,5,4,
"Construcción (095)",963,4,301,430,220,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",954,41,306,371,211,25
"Venta, mant.y rep. veh.autom.y motoc. (097)",218,9,91,76,37,5
"Comercio al por mayor (098)",64,,25,30,8,1
"Comercio al por menor (099)",672,32,190,265,166,19
"Hoteles y restaurantes (100)",153,15,51,37,43,7
"Trans., almac. y comunicaciones (101)",862,5,400,299,149,9
"Intermediación financiera (102)",6,,3,2,1,
"Activid.inmobil., empres. y alquileres (103)",232,,84,107,38,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",461,,169,205,81,6
"Enseñanza (105)",212,,55,115,42,
"Servicios sociales y de salud (106)",55,,15,27,11,2
"Otras activ. serv.comun.soc y personales (107)",85,4,37,30,10,4
"Hogares privados con servicio doméstico (108)",28,3,12,5,4,4
"Actividad economica no especificada (110)",318,10,142,109,50,7
"Mujeres (112)",3011,97,1109,1255,497,53
"Agric., ganadería, caza y silvicultura (113)",536,19,151,223,122,21
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",100,3,33,49,14,1
"Construcción (118)",41,,20,16,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",797,23,261,367,138,8
"Venta, mant.y rep. veh.autom.y motoc. (120)",31,,14,14,3,
"Comercio al por mayor (121)",21,,7,9,5,
"Comercio al por menor (122)",745,23,240,344,130,8
"Hoteles y restaurantes (123)",517,25,175,193,113,11
"Trans., almac. y comunicaciones (124)",55,2,40,6,5,2
"Intermediación financiera (125)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (126)",74,,44,25,5,
"Admin.pub. y defensa; p. segur.soc.afil (127)",94,,36,48,10,
"Enseñanza (128)",235,,76,137,22,
"Servicios sociales y de salud (129)",59,,25,30,3,1
"Otras activ. serv.comun.soc y personales (130)",100,3,31,40,22,4
"Hogares privados con servicio doméstico (131)",219,15,136,54,12,2
"Actividad economica no especificada (133)",177,7,77,64,26,3
,,,,,,
"RURAL (134)",9412,383,3542,3048,1996,443
"Agric., ganadería, caza y silvicultura (135)",7953,342,2933,2523,1748,407
"Pesca (136)",4,,1,2,1,
"Explotación de minas y canteras (137)",6,,1,4,1,
"Industrias manufactureras (138)",164,6,67,53,29,9
"Suministro de electricidad, gas y agua (139)",1,,1,,,
"Construcción (140)",151,4,57,56,33,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",257,9,88,107,48,5
"Venta, mant.y rep. veh.autom.y motoc. (142)",40,2,15,16,5,2
"Comercio al por mayor (143)",14,,6,7,1,
"Comercio al por menor (144)",203,7,67,84,42,3
"Hoteles y restaurantes (145)",151,4,60,52,33,2
"Trans., almac. y comunicaciones (146)",156,3,77,58,18,
"Activid.inmobil., empres. y alquileres (148)",34,,19,8,6,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",20,,4,11,5,
"Enseñanza (150)",121,,43,61,17,
"Servicios sociales y de salud (151)",26,,9,16,1,
"Otras activ. serv.comun.soc y personales (152)",33,2,14,11,4,2
"Hogares privados con servicio doméstico (153)",118,6,72,21,15,4
"Actividad economica no especificada (155)",217,7,96,65,37,12
"Hombres (156)",7550,292,2827,2452,1602,377
"Agric., ganadería, caza y silvicultura (157)",6714,264,2498,2134,1462,356
"Pesca (158)",3,,1,2,,
"Explotación de minas y canteras (159)",6,,1,4,1,
"Industrias manufactureras (160)",134,6,56,45,23,4
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",146,4,54,55,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",119,5,39,50,22,3
"Venta, mant.y rep. veh.autom.y motoc. (164)",39,2,14,16,5,2
"Comercio al por mayor (165)",11,,5,5,1,
"Comercio al por menor (166)",69,3,20,29,16,1
"Hoteles y restaurantes (167)",11,1,4,4,1,1
"Trans., almac. y comunicaciones (168)",153,3,76,56,18,
"Activid.inmobil., empres. y alquileres (170)",25,,12,7,5,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",17,,3,10,4,
"Enseñanza (172)",63,,14,41,8,
"Servicios sociales y de salud (173)",7,,2,4,1,
"Otras activ. serv.comun.soc y personales (174)",15,,3,6,4,2
"Hogares privados con servicio doméstico (175)",20,2,9,3,5,1
"Actividad economica no especificada (177)",116,7,54,31,16,8
"Mujeres (179)",1862,91,715,596,394,66
"Agric., ganadería, caza y silvicultura (180)",1239,78,435,389,286,51
"Pesca (181)",1,,,,1,
"Industrias manufactureras (183)",30,,11,8,6,5
"Construcción (185)",5,,3,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",138,4,49,57,26,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",3,,1,2,,
"Comercio al por menor (189)",134,4,47,55,26,2
"Hoteles y restaurantes (190)",140,3,56,48,32,1
"Trans., almac. y comunicaciones (191)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (193)",9,,7,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,1,1,1,
"Enseñanza (195)",58,,29,20,9,
"Servicios sociales y de salud (196)",19,,7,12,,
"Otras activ. serv.comun.soc y personales (197)",18,2,11,5,,
"Hogares privados con servicio doméstico (198)",98,4,63,18,10,3
"Actividad economica no especificada (200)",101,,42,34,21,4
