"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",20631,15196,1879,1400,2156
"Sin nivel (061)",703,636,47,16,4
"Educación inicial (062)",11,11,,,
"Primaria (063)",4081,3589,290,131,71
"Secundaria (064)",7919,6590,645,333,351
"Superior no univ. incompleta (065)",1539,1163,154,81,141
"Superior no univ. completa (066)",2690,1515,301,316,558
"Superior univ. incompleta (067)",1002,638,123,74,167
"Superior univ. completa (068)",2686,1054,319,449,864
"De 06 a 14 años (070)",236,206,24,6,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",6,6,,,
"Primaria (073)",130,114,14,2,
"Secundaria (074)",99,85,10,4,
"De 15 a 29 años (080)",5505,4012,615,359,519
"Sin nivel (081)",17,16,1,,
"Educación inicial (082)",4,4,,,
"Primaria (083)",419,348,44,18,9
"Secundaria (084)",2557,2086,252,115,104
"Superior no univ. incompleta (085)",718,551,73,37,57
"Superior no univ. completa (086)",993,601,119,100,173
"Superior univ. incompleta (087)",310,199,51,19,41
"Superior univ. completa (088)",487,207,75,70,135
"De 30 a 44 años (090)",7248,4978,723,614,933
"Sin nivel (091)",156,132,15,7,2
"Educación inicial (092)",1,1,,,
"Primaria (093)",1034,858,98,59,19
"Secundaria (094)",2832,2329,247,127,129
"Superior no univ. incompleta (095)",500,369,58,23,50
"Superior no univ. completa (096)",1149,612,130,147,260
"Superior univ. incompleta (097)",350,227,34,31,58
"Superior univ. completa (098)",1226,450,141,220,415
"De 45 a 64 años (100)",5952,4450,445,392,665
"Sin nivel (101)",293,260,23,8,2
"Primaria (103)",1561,1381,100,47,33
"Secundaria (104)",2135,1821,120,82,112
"Superior no univ. incompleta (105)",290,217,21,21,31
"Superior no univ. completa (106)",488,254,46,65,123
"Superior univ. incompleta (107)",315,188,37,23,67
"Superior univ. completa (108)",870,329,98,146,297
"De 65 y más años (110)",1690,1550,72,29,39
"Sin nivel (111)",236,227,8,1,
"Primaria (113)",937,888,34,5,10
"Secundaria (114)",296,269,16,5,6
"Superior no univ. incompleta (115)",31,26,2,,3
"Superior no univ. completa (116)",60,48,6,4,2
"Superior univ. incompleta (117)",27,24,1,1,1
"Superior univ. completa (118)",103,68,5,13,17
,,,,,
"RURAL (120)",8305,7212,641,275,177
"Sin nivel (121)",461,421,32,8,
"Educación inicial (122)",3,3,,,
"Primaria (123)",3385,3138,185,54,8
"Secundaria (124)",3594,3119,290,132,53
"Superior no univ. incompleta (125)",197,147,24,13,13
"Superior no univ. completa (126)",316,192,52,25,47
"Superior univ. incompleta (127)",130,87,15,14,14
"Superior univ. completa (128)",219,105,43,29,42
"De 06 a 14 años (130)",141,125,12,4,
"Sin nivel (131)",6,5,1,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",92,84,7,1,
"Secundaria (134)",40,33,4,3,
"De 15 a 29 años (140)",2459,2071,225,106,57
"Sin nivel (141)",44,38,6,,
"Primaria (143)",580,525,38,16,1
"Secundaria (144)",1498,1287,127,69,15
"Superior no univ. incompleta (145)",110,77,16,7,10
"Superior no univ. completa (146)",149,97,25,9,18
"Superior univ. incompleta (147)",39,29,5,2,3
"Superior univ. completa (148)",39,18,8,3,10
"De 30 a 44 años (150)",2599,2227,213,83,76
"Sin nivel (151)",72,66,6,,
"Primaria (153)",1009,927,61,17,4
"Secundaria (154)",1210,1052,97,37,24
"Superior no univ. incompleta (155)",58,49,6,2,1
"Superior no univ. completa (156)",107,59,16,9,23
"Superior univ. incompleta (157)",42,28,6,6,2
"Superior univ. completa (158)",101,46,21,12,22
"De 45 a 64 años (160)",2337,2064,156,75,42
"Sin nivel (161)",180,165,9,6,
"Primaria (163)",1188,1103,64,19,2
"Secundaria (164)",774,683,56,21,14
"Superior no univ. incompleta (165)",28,20,2,4,2
"Superior no univ. completa (166)",56,32,11,7,6
"Superior univ. incompleta (167)",42,25,3,6,8
"Superior univ. completa (168)",69,36,11,12,10
"De 65 y más años (170)",769,725,35,7,2
"Sin nivel (171)",159,147,10,2,
"Primaria (173)",516,499,15,1,1
"Secundaria (174)",72,64,6,2,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",4,4,,,
"Superior univ. incompleta (177)",7,5,1,,1
"Superior univ. completa (178)",10,5,3,2,
