"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",13168,943,292,3621,4917,847,578,1279,691
"Trabajador(a) del hogar (044)",412,14,,141,220,19,4,11,3
"Pensionista (045)",139,10,,11,52,8,9,34,15
"Otro(a) no pariente (046)",3316,199,28,530,1178,269,254,467,391
"Hombres (048)",71302,5279,2145,18996,23534,3296,3500,6895,7657
"Jefe o Jefa (049)",25316,767,11,5145,8516,1403,2100,2321,5053
"Esposa(o)/ compa¤era(o) (050)",2298,82,1,330,955,142,175,272,341
"Hijo(a)/ hijastro(a) (051)",31018,3268,1661,10082,9757,1115,721,3007,1407
"Yerno/ nuera (052)",867,2,,41,336,82,105,110,191
"Nieto(a) (053)",2923,622,303,1209,606,40,12,106,25
"Padres/ suegros (054)",514,142,,228,70,7,21,7,39
"Otro(a) pariente (055)",6635,335,153,1741,2630,377,259,751,389
"Trabajador(a) del hogar (056)",31,,,7,23,,,,1
"Pensionista (057)",78,2,,5,31,5,4,22,9
"Otro(a) no pariente (058)",1622,59,16,208,610,125,103,299,202
"Mujeres (060)",77511,10117,2046,22618,22092,3849,5058,5096,6635
"Jefe o Jefa (061)",14753,2433,11,3802,3755,833,1338,943,1638
"Esposa(o)/ compa¤era(o) (062)",18671,2237,21,5137,5180,856,1827,840,2573
"Hijo(a)/ hijastro(a) (063)",30322,3159,1559,9777,9062,1373,1245,2410,1737
"Yerno/ nuera (064)",975,13,1,114,449,86,116,70,126
"Nieto(a) (065)",2731,599,303,1124,477,62,26,103,37
"Padres/ suegros (066)",1390,906,,322,96,3,27,11,25
"Otro(a) pariente (067)",6533,608,139,1880,2287,470,319,528,302
"Trabajador(a) del hogar (068)",381,14,,134,197,19,4,11,2
"Pensionista (069)",61,8,,6,21,3,5,12,6
"Otro(a) no pariente (070)",1694,140,12,322,568,144,151,168,189
,,,,,,,,,
"RURAL (072)",55361,14002,1976,27420,10978,356,206,238,185
"Jefe o Jefa (073)",15375,4247,69,7469,3200,105,103,82,100
"Esposa(o)/ compa¤era(o) (074)",9714,3860,64,4626,1087,28,16,13,20
"Hijo(a)/ hijastro(a) (075)",24908,4283,1535,12913,5764,183,70,117,43
"Yerno/ nuera (076)",469,32,1,237,182,6,5,5,1
"Nieto(a) (077)",1918,458,150,1007,283,7,4,8,1
"Padres/ suegros (078)",542,462,,70,7,,,,3
"Otro(a) pariente (079)",2229,604,155,1006,412,24,5,12,11
"Trabajador(a) del hogar (080)",11,3,,5,3,,,,
"Pensionista (081)",8,2,,3,3,,,,
"Otro(a) no pariente (082)",187,51,2,84,37,3,3,1,6
"Hombres (084)",27088,4693,956,13790,7028,201,112,176,132
"Jefe o Jefa (085)",11051,1915,48,5947,2837,75,74,75,80
"Esposa(o)/ compa¤era(o) (086)",580,86,5,289,181,7,2,6,4
"Hijo(a)/ hijastro(a) (087)",12990,2122,774,6374,3482,99,30,80,29
"Yerno/ nuera (088)",157,10,,61,81,1,2,1,1
"Nieto(a) (089)",1011,243,66,522,169,3,1,6,1
"Padres/ suegros (090)",141,89,,47,3,,,,2
"Otro(a) pariente (091)",1054,208,62,500,251,13,2,8,10
"Trabajador(a) del hogar (092)",3,1,,2,,,,,
"Pensionista (093)",5,,,3,2,,,,
"Otro(a) no pariente (094)",96,19,1,45,22,3,1,,5
"Mujeres (096)",28273,9309,1020,13630,3950,155,94,62,53
"Jefe o Jefa (097)",4324,2332,21,1522,363,30,29,7,20
"Esposa(o)/ compa¤era(o) (098)",9134,3774,59,4337,906,21,14,7,16
"Hijo(a)/ hijastro(a) (099)",11918,2161,761,6539,2282,84,40,37,14
"Yerno/ nuera (100)",312,22,1,176,101,5,3,4,
"Nieto(a) (101)",907,215,84,485,114,4,3,2,
"Padres/ suegros (102)",401,373,,23,4,,,,1
"Otro(a) pariente (103)",1175,396,93,506,161,11,3,4,1
"Trabajador(a) del hogar (104)",8,2,,3,3,,,,
"Pensionista (105)",3,2,,,1,,,,
"Otro(a) no pariente (106)",91,32,1,39,15,,2,1,1
