"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",7,1,2,2,2,
"Actividad economica no especificada (043)",93,,41,25,19,8
"Mujeres (045)",3356,71,1135,1089,798,263
"Agric., ganadería, caza y silvicultura (046)",1224,53,402,326,313,130
"Explotación de minas y canteras (048)",6,,2,4,,
"Industrias manufactureras (049)",100,4,37,28,22,9
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",19,,9,6,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",683,4,162,264,197,56
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,4,3,2,
"Comercio al por mayor (054)",21,,8,8,4,1
"Comercio al por menor (055)",653,4,150,253,191,55
"Hoteles y restaurantes (056)",247,6,82,80,65,14
"Trans., almac. y comunicaciones (057)",29,,24,5,,
"Intermediación financiera (058)",1,,,,1,
"Activid.inmobil., empres. y alquileres (059)",47,,24,21,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",101,,42,39,19,1
"Enseñanza (061)",237,,64,129,42,2
"Servicios sociales y de salud (062)",68,,17,37,13,1
"Otras activ. serv.comun.soc y personales (063)",82,2,36,23,20,1
"Hogares privados con servicio doméstico (064)",305,2,167,64,52,20
"Actividad economica no especificada (066)",206,,66,63,50,27
,,,,,,
"URBANA (067)",5250,74,1659,1814,1294,409
"Agric., ganadería, caza y silvicultura (068)",1813,39,514,542,491,227
"Explotación de minas y canteras (070)",56,,18,27,10,1
"Industrias manufactureras (071)",295,10,116,87,59,23
"Suministro de electricidad, gas y agua (072)",3,,1,2,,
"Construcción (073)",256,3,102,79,64,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",879,9,239,328,227,76
"Venta, mant.y rep. veh.autom.y motoc. (075)",62,1,33,19,9,
"Comercio al por mayor (076)",31,,13,11,6,1
"Comercio al por menor (077)",786,8,193,298,212,75
"Hoteles y restaurantes (078)",267,8,89,88,67,15
"Trans., almac. y comunicaciones (079)",358,,160,122,69,7
"Intermediación financiera (080)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (081)",143,,55,54,30,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",248,,68,108,68,4
"Enseñanza (083)",381,,73,200,103,5
"Servicios sociales y de salud (084)",86,,20,47,15,4
"Otras activ. serv.comun.soc y personales (085)",154,4,62,53,28,7
"Hogares privados con servicio doméstico (086)",149,1,88,32,20,8
"Actividad economica no especificada (088)",159,,53,44,42,20
"Hombres (089)",3440,45,1088,1178,858,271
"Agric., ganadería, caza y silvicultura (090)",1438,23,403,438,394,180
"Explotación de minas y canteras (092)",53,,17,25,10,1
"Industrias manufactureras (093)",224,7,91,69,42,15
"Suministro de electricidad, gas y agua (094)",2,,,2,,
"Construcción (095)",250,3,99,76,64,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",386,5,124,139,85,33
"Venta, mant.y rep. veh.autom.y motoc. (097)",54,1,29,17,7,
"Comercio al por mayor (098)",21,,10,7,4,
"Comercio al por menor (099)",311,4,85,115,74,33
"Hoteles y restaurantes (100)",80,3,31,28,15,3
"Trans., almac. y comunicaciones (101)",338,,143,119,69,7
"Intermediación financiera (102)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (103)",107,,40,35,28,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",170,,38,77,52,3
"Enseñanza (105)",195,,30,96,66,3
"Servicios sociales y de salud (106)",36,,10,17,6,3
"Otras activ. serv.comun.soc y personales (107)",98,4,36,38,14,6
"Hogares privados con servicio doméstico (108)",5,,2,2,1,
"Actividad economica no especificada (110)",56,,23,16,12,5
"Mujeres (112)",1810,29,571,636,436,138
"Agric., ganadería, caza y silvicultura (113)",375,16,111,104,97,47
"Explotación de minas y canteras (115)",3,,1,2,,
"Industrias manufactureras (116)",71,3,25,18,17,8
"Suministro de electricidad, gas y agua (117)",1,,1,,,
"Construcción (118)",6,,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",493,4,115,189,142,43
"Venta, mant.y rep. veh.autom.y motoc. (120)",8,,4,2,2,
"Comercio al por mayor (121)",10,,3,4,2,1
"Comercio al por menor (122)",475,4,108,183,138,42
"Hoteles y restaurantes (123)",187,5,58,60,52,12
"Trans., almac. y comunicaciones (124)",20,,17,3,,
"Intermediación financiera (125)",1,,,,1,
"Activid.inmobil., empres. y alquileres (126)",36,,15,19,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",78,,30,31,16,1
"Enseñanza (128)",186,,43,104,37,2
"Servicios sociales y de salud (129)",50,,10,30,9,1
"Otras activ. serv.comun.soc y personales (130)",56,,26,15,14,1
"Hogares privados con servicio doméstico (131)",144,1,86,30,19,8
"Actividad economica no especificada (133)",103,,30,28,30,15
,,,,,,
"RURAL (134)",7639,115,2579,2465,1834,646
"Agric., ganadería, caza y silvicultura (135)",5624,104,1742,1752,1449,577
"Pesca (136)",4,,2,2,,
"Explotación de minas y canteras (137)",90,1,40,40,7,2
"Industrias manufactureras (138)",168,2,85,43,35,3
"Suministro de electricidad, gas y agua (139)",8,,,5,3,
"Construcción (140)",284,1,117,103,54,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",362,2,121,131,90,18
"Venta, mant.y rep. veh.autom.y motoc. (142)",24,1,15,5,3,
"Comercio al por mayor (143)",22,,8,10,4,
"Comercio al por menor (144)",316,1,98,116,83,18
"Hoteles y restaurantes (145)",91,1,41,29,16,4
"Trans., almac. y comunicaciones (146)",237,,121,89,26,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",59,,26,24,9,
"Admin.pub. y defensa; p. segur.soc.afil (149)",148,,50,57,38,3
"Enseñanza (150)",127,,40,63,23,1
"Servicios sociales y de salud (151)",38,,16,15,7,
"Otras activ. serv.comun.soc y personales (152)",95,2,42,34,16,1
"Hogares privados con servicio doméstico (153)",163,2,81,34,34,12
"Actividad economica no especificada (155)",140,,54,44,27,15
"Hombres (156)",6093,73,2015,2012,1472,521
"Agric., ganadería, caza y silvicultura (157)",4775,67,1451,1530,1233,494
"Pesca (158)",4,,2,2,,
"Explotación de minas y canteras (159)",87,1,39,38,7,2
"Industrias manufactureras (160)",139,1,73,33,30,2
"Suministro de electricidad, gas y agua (161)",8,,,5,3,
"Construcción (162)",271,1,111,100,52,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",172,2,74,56,35,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",23,1,15,4,3,
"Comercio al por mayor (165)",11,,3,6,2,
"Comercio al por menor (166)",138,1,56,46,30,5
"Hoteles y restaurantes (167)",31,,17,9,3,2
"Trans., almac. y comunicaciones (168)",228,,114,87,26,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",48,,17,22,9,
"Admin.pub. y defensa; p. segur.soc.afil (171)",125,,38,49,35,3
"Enseñanza (172)",76,,19,38,18,1
"Servicios sociales y de salud (173)",20,,9,8,3,
"Otras activ. serv.comun.soc y personales (174)",69,,32,26,10,1
"Hogares privados con servicio doméstico (175)",2,1,,,1,
"Actividad economica no especificada (177)",37,,18,9,7,3
"Mujeres (179)",1546,42,564,453,362,125
"Agric., ganadería, caza y silvicultura (180)",849,37,291,222,216,83
"Explotación de minas y canteras (182)",3,,1,2,,
"Industrias manufactureras (183)",29,1,12,10,5,1
"Construcción (185)",13,,6,3,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",190,,47,75,55,13
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",11,,5,4,2,
"Comercio al por menor (189)",178,,42,70,53,13
"Hoteles y restaurantes (190)",60,1,24,20,13,2
"Trans., almac. y comunicaciones (191)",9,,7,2,,
"Activid.inmobil., empres. y alquileres (193)",11,,9,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",23,,12,8,3,
"Enseñanza (195)",51,,21,25,5,
"Servicios sociales y de salud (196)",18,,7,7,4,
"Otras activ. serv.comun.soc y personales (197)",26,2,10,8,6,
"Hogares privados con servicio doméstico (198)",161,1,81,34,33,12
"Actividad economica no especificada (200)",103,,36,35,20,12
