"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",51,4,31,4,10,2
"Actividad economica no especificada (043)",618,23,249,194,118,34
"Mujeres (045)",9204,385,3391,3424,1733,271
"Agric., ganadería, caza y silvicultura (046)",1965,128,689,618,431,99
"Pesca (047)",1,,,,1,
"Industrias manufactureras (049)",326,9,92,142,72,11
"Suministro de electricidad, gas y agua (050)",3,,1,1,1,
"Construcción (051)",18,,7,5,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2260,98,766,909,427,60
"Venta, mant.y rep. veh.autom.y motoc. (053)",42,4,15,21,2,
"Comercio al por mayor (054)",66,1,24,29,11,1
"Comercio al por menor (055)",2152,93,727,859,414,59
"Hoteles y restaurantes (056)",1015,58,360,335,236,26
"Trans., almac. y comunicaciones (057)",107,,72,22,13,
"Intermediación financiera (058)",10,,7,2,1,
"Activid.inmobil., empres. y alquileres (059)",102,2,50,32,17,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",162,,65,72,25,
"Enseñanza (061)",781,,197,476,106,2
"Servicios sociales y de salud (062)",263,1,72,127,58,5
"Otras activ. serv.comun.soc y personales (063)",211,3,72,95,36,5
"Hogares privados con servicio doméstico (064)",1285,75,646,350,179,35
"Actividad economica no especificada (066)",695,11,295,238,124,27
,,,,,,
"URBANA (067)",27769,1024,9736,9908,5987,1114
"Agric., ganadería, caza y silvicultura (068)",12289,517,4319,3871,2862,720
"Pesca (069)",7,,,5,2,
"Explotación de minas y canteras (070)",11,,2,9,,
"Industrias manufactureras (071)",1389,34,473,531,301,50
"Suministro de electricidad, gas y agua (072)",35,,8,13,13,1
"Construcción (073)",1101,10,393,415,260,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4670,267,1565,1714,976,148
"Venta, mant.y rep. veh.autom.y motoc. (075)",541,20,247,192,74,8
"Comercio al por mayor (076)",196,4,84,64,39,5
"Comercio al por menor (077)",3933,243,1234,1458,863,135
"Hoteles y restaurantes (078)",1152,70,408,372,272,30
"Trans., almac. y comunicaciones (079)",1706,9,701,658,321,17
"Intermediación financiera (080)",47,,24,18,5,
"Activid.inmobil., empres. y alquileres (081)",424,4,173,158,82,7
"Admin.pub. y defensa; p. segur.soc.afil (082)",437,,120,199,113,5
"Enseñanza (083)",1526,,315,946,260,5
"Servicios sociales y de salud (084)",413,1,109,192,102,9
"Otras activ. serv.comun.soc y personales (085)",462,21,163,167,90,21
"Hogares privados con servicio doméstico (086)",975,59,505,265,120,26
"Actividad economica no especificada (088)",1125,32,458,375,208,52
"Hombres (089)",19764,712,6879,6818,4468,887
"Agric., ganadería, caza y silvicultura (090)",10866,441,3865,3397,2521,642
"Pesca (091)",6,,,5,1,
"Explotación de minas y canteras (092)",11,,2,9,,
"Industrias manufactureras (093)",1079,26,388,396,230,39
"Suministro de electricidad, gas y agua (094)",32,,7,12,12,1
"Construcción (095)",1085,10,388,410,254,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2484,170,832,828,565,89
"Venta, mant.y rep. veh.autom.y motoc. (097)",500,16,232,172,72,8
"Comercio al por mayor (098)",131,3,60,35,29,4
"Comercio al por menor (099)",1853,151,540,621,464,77
"Hoteles y restaurantes (100)",210,13,74,61,52,10
"Trans., almac. y comunicaciones (101)",1603,9,633,636,308,17
"Intermediación financiera (102)",37,,17,16,4,
"Activid.inmobil., empres. y alquileres (103)",323,2,124,126,65,6
"Admin.pub. y defensa; p. segur.soc.afil (104)",279,,58,128,88,5
"Enseñanza (105)",759,,126,475,155,3
"Servicios sociales y de salud (106)",158,,39,69,45,5
"Otras activ. serv.comun.soc y personales (107)",260,18,94,75,57,16
"Hogares privados con servicio doméstico (108)",42,2,27,3,8,2
"Actividad economica no especificada (110)",530,21,205,172,103,29
"Mujeres (112)",8005,312,2857,3090,1519,227
"Agric., ganadería, caza y silvicultura (113)",1423,76,454,474,341,78
"Pesca (114)",1,,,,1,
"Industrias manufactureras (116)",310,8,85,135,71,11
"Suministro de electricidad, gas y agua (117)",3,,1,1,1,
"Construcción (118)",16,,5,5,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2186,97,733,886,411,59
"Venta, mant.y rep. veh.autom.y motoc. (120)",41,4,15,20,2,
"Comercio al por mayor (121)",65,1,24,29,10,1
"Comercio al por menor (122)",2080,92,694,837,399,58
"Hoteles y restaurantes (123)",942,57,334,311,220,20
"Trans., almac. y comunicaciones (124)",103,,68,22,13,
"Intermediación financiera (125)",10,,7,2,1,
"Activid.inmobil., empres. y alquileres (126)",101,2,49,32,17,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",158,,62,71,25,
"Enseñanza (128)",767,,189,471,105,2
"Servicios sociales y de salud (129)",255,1,70,123,57,4
"Otras activ. serv.comun.soc y personales (130)",202,3,69,92,33,5
"Hogares privados con servicio doméstico (131)",933,57,478,262,112,24
"Actividad economica no especificada (133)",595,11,253,203,105,23
,,,,,,
"RURAL (134)",9148,377,3863,2697,1766,445
"Agric., ganadería, caza y silvicultura (135)",7983,348,3341,2320,1565,409
"Industrias manufactureras (138)",97,2,43,37,12,3
"Suministro de electricidad, gas y agua (139)",3,,,1,2,
"Construcción (140)",34,,12,13,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",164,2,66,62,31,3
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,4,3,2,
"Comercio al por mayor (143)",4,,2,1,1,
"Comercio al por menor (144)",151,2,60,58,28,3
"Hoteles y restaurantes (145)",76,1,27,25,17,6
"Trans., almac. y comunicaciones (146)",108,1,64,34,9,
"Activid.inmobil., empres. y alquileres (148)",7,,6,1,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",24,,11,11,2,
"Enseñanza (150)",59,,15,34,10,
"Servicios sociales y de salud (151)",13,,4,4,4,1
"Otras activ. serv.comun.soc y personales (152)",31,1,16,9,4,1
"Hogares privados con servicio doméstico (153)",361,20,172,89,69,11
"Actividad economica no especificada (155)",188,2,86,57,34,9
"Hombres (156)",7949,304,3329,2363,1552,401
"Agric., ganadería, caza y silvicultura (157)",7441,296,3106,2176,1475,388
"Industrias manufactureras (160)",81,1,36,30,11,3
"Suministro de electricidad, gas y agua (161)",3,,,1,2,
"Construcción (162)",32,,10,13,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",90,1,33,39,15,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",8,,4,2,2,
"Comercio al por mayor (165)",3,,2,1,,
"Comercio al por menor (166)",79,1,27,36,13,2
"Hoteles y restaurantes (167)",3,,1,1,1,
"Trans., almac. y comunicaciones (168)",104,1,60,34,9,
"Activid.inmobil., empres. y alquileres (170)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",20,,8,10,2,
"Enseñanza (172)",45,,7,29,9,
"Servicios sociales y de salud (173)",5,,2,,3,
"Otras activ. serv.comun.soc y personales (174)",22,1,13,6,1,1
"Hogares privados con servicio doméstico (175)",9,2,4,1,2,
"Actividad economica no especificada (177)",88,2,44,22,15,5
"Mujeres (179)",1199,73,534,334,214,44
"Agric., ganadería, caza y silvicultura (180)",542,52,235,144,90,21
"Industrias manufactureras (183)",16,1,7,7,1,
"Construcción (185)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",74,1,33,23,16,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",1,,,,1,
"Comercio al por menor (189)",72,1,33,22,15,1
"Hoteles y restaurantes (190)",73,1,26,24,16,6
"Trans., almac. y comunicaciones (191)",4,,4,,,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",4,,3,1,,
"Enseñanza (195)",14,,8,5,1,
"Servicios sociales y de salud (196)",8,,2,4,1,1
"Otras activ. serv.comun.soc y personales (197)",9,,3,3,3,
"Hogares privados con servicio doméstico (198)",352,18,168,88,67,11
"Actividad economica no especificada (200)",100,,42,35,19,4
