"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",66,64,25,22,11,5,1,,,,2,64
"De 30 a 34 años (025)",57,54,8,11,16,8,8,3,,,3,121
"De 35 a 39 años (026)",69,69,10,6,17,13,17,3,3,,,199
"De 40 a 44 años (027)",58,57,3,3,12,10,22,7,,,1,195
"De 45 a 49 años (028)",46,46,1,5,7,8,11,7,4,3,,201
"De 50 y más años (029)",111,110,6,11,18,6,15,26,14,14,1,567
"Desocupada (030)",62,56,29,8,3,2,5,5,2,2,6,115
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",20,20,20,,,,,,,,,
"De 20 a 24 años (033)",14,10,4,4,1,,1,,,,4,10
"De 25 a 29 años (034)",9,7,3,3,1,,,,,,2,5
"De 30 a 34 años (035)",2,2,1,,,,1,,,,,4
"De 35 a 39 años (036)",2,2,,,,1,,,1,,,12
"De 40 a 44 años (037)",4,4,,1,1,,,1,,1,,22
"De 45 a 49 años (038)",3,3,,,,,2,1,,,,16
"De 50 y más años (039)",7,7,,,,1,1,3,1,1,,46
"No PEA (040)",5363,5291,1607,453,471,407,738,648,472,495,72,19685
"De 12 a 14 años (041)",720,717,716,,1,,,,,,3,2
"De 15 a 19 años (042)",693,688,601,71,15,1,,,,,5,104
"De 20 a 24 años (043)",491,466,142,161,105,49,6,3,,,25,561
"De 25 a 29 años (044)",447,432,34,89,118,100,82,9,,,15,1037
"De 30 a 34 años (045)",376,373,21,19,78,75,113,60,6,1,3,1350
"De 35 a 39 años (046)",392,391,12,21,31,62,122,84,36,23,1,1907
"De 40 a 44 años (047)",339,331,11,8,22,28,80,76,56,50,8,2002
"De 45 a 49 años (048)",324,324,6,10,17,20,70,81,61,59,,2101
"De 50 y más años (049)",1581,1569,64,74,84,72,265,335,313,362,12,10621
,,,,,,,,,,,,
"URBANA (060)",1605,1576,466,198,209,153,234,154,85,77,29,4690
"De 12 a 14 años (061)",161,161,161,,,,,,,,,
"De 15 a 19 años (062)",183,183,161,19,3,,,,,,,25
"De 20 a 24 años (063)",173,168,68,64,22,11,2,1,,,5,156
"De 25 a 29 años (064)",183,169,31,53,51,19,14,1,,,14,279
"De 30 a 34 años (065)",122,118,7,12,41,26,26,6,,,4,325
"De 35 a 39 años (066)",131,131,9,10,22,30,42,13,4,1,,461
"De 40 a 44 años (067)",116,114,5,5,22,15,39,18,5,5,2,475
"De 45 a 49 años (068)",97,97,2,9,12,14,29,17,9,5,,436
"De 50 y más años (069)",439,435,22,26,36,38,82,98,67,66,4,2533
"PEA (070)",364,357,78,69,68,42,55,27,8,10,7,920
"De 12 a 14 años (071)",2,2,2,,,,,,,,,
"De 15 a 19 años (072)",19,19,16,3,,,,,,,,3
"De 20 a 24 años (073)",52,50,24,18,4,3,,1,,,2,42
"De 25 a 29 años (074)",51,49,16,21,8,3,1,,,,2,51
"De 30 a 34 años (075)",42,40,6,7,13,6,6,2,,,2,90
"De 35 a 39 años (076)",55,55,8,6,14,10,13,2,2,,,153
"De 40 a 44 años (077)",46,45,2,3,11,7,17,5,,,1,150
"De 45 a 49 años (078)",33,33,1,4,6,7,8,3,2,2,,129
"De 50 y más años (079)",64,64,3,7,12,6,10,14,4,8,,302
"Ocupada (080)",341,336,73,64,68,41,53,22,6,9,5,844
"De 12 a 14 años (081)",2,2,2,,,,,,,,,
"De 15 a 19 años (082)",15,15,12,3,,,,,,,,3
"De 20 a 24 años (083)",50,49,24,17,4,3,,1,,,1,41
"De 25 a 29 años (084)",47,46,16,18,8,3,1,,,,1,48
"De 30 a 34 años (085)",40,38,5,7,13,6,5,2,,,2,86
"De 35 a 39 años (086)",53,53,8,6,14,9,13,2,1,,,141
"De 40 a 44 años (087)",44,43,2,2,11,7,17,4,,,1,143
"De 45 a 49 años (088)",31,31,1,4,6,7,7,2,2,2,,118
"De 50 y más años (089)",59,59,3,7,12,6,10,11,3,7,,264
"Desocupada (090)",23,21,5,5,,1,2,5,2,1,2,76
"De 15 a 19 años (092)",4,4,4,,,,,,,,,
"De 20 a 24 años (093)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (094)",4,3,,3,,,,,,,1,3
"De 30 a 34 años (095)",2,2,1,,,,1,,,,,4
"De 35 a 39 años (096)",2,2,,,,1,,,1,,,12
"De 40 a 44 años (097)",2,2,,1,,,,1,,,,7
"De 45 a 49 años (098)",2,2,,,,,1,1,,,,11
"De 50 y más años (099)",5,5,,,,,,3,1,1,,38
"No PEA (100)",1241,1219,388,129,141,111,179,127,77,67,22,3770
"De 12 a 14 años (101)",159,159,159,,,,,,,,,
"De 15 a 19 años (102)",164,164,145,16,3,,,,,,,22
"De 20 a 24 años (103)",121,118,44,46,18,8,2,,,,3,114
"De 25 a 29 años (104)",132,120,15,32,43,16,13,1,,,12,228
"De 30 a 34 años (105)",80,78,1,5,28,20,20,4,,,2,235
"De 35 a 39 años (106)",76,76,1,4,8,20,29,11,2,1,,308
"De 40 a 44 años (107)",70,69,3,2,11,8,22,13,5,5,1,325
"De 45 a 49 años (108)",64,64,1,5,6,7,21,14,7,3,,307
"De 50 y más años (109)",375,371,19,19,24,32,72,84,63,58,4,2231
,,,,,,,,,,,,
"RURAL (120)",4358,4296,1304,355,351,310,583,546,410,437,62,16520
"De 12 a 14 años (121)",563,560,559,,1,,,,,,3,2
"De 15 a 19 años (122)",572,567,496,58,12,1,,,,,5,85
"De 20 a 24 años (123)",418,388,120,129,89,42,5,3,,,30,472
"De 25 a 29 años (124)",339,334,31,61,79,86,69,8,,,5,827
"De 30 a 34 años (125)",313,311,23,18,53,57,96,57,6,1,2,1150
"De 35 a 39 años (126)",332,331,13,17,26,46,97,74,36,22,1,1657
"De 40 a 44 años (127)",285,278,9,7,13,23,63,66,51,46,7,1744
"De 45 a 49 años (128)",276,276,5,6,12,14,54,72,56,57,,1882
"De 50 y más años (129)",1260,1251,48,59,66,41,199,266,261,311,9,8701
"PEA (130)",236,224,85,31,21,14,24,25,15,9,12,605
"De 12 a 14 años (131)",2,2,2,,,,,,,,,
"De 15 a 19 años (132)",43,43,40,3,,,,,,,,3
"De 20 a 24 años (133)",48,40,22,14,2,1,1,,,,8,25
"De 25 a 29 años (134)",24,22,12,4,4,2,,,,,2,18
"De 30 a 34 años (135)",17,16,3,4,3,2,3,1,,,1,35
"De 35 a 39 años (136)",16,16,2,,3,4,4,1,2,,,58
"De 40 a 44 años (137)",16,16,1,1,2,3,5,3,,1,,67
"De 45 a 49 años (138)",16,16,,1,1,1,5,5,2,1,,88
"De 50 y más años (139)",54,53,3,4,6,1,6,15,11,7,1,311
"Ocupada (140)",197,189,61,28,18,13,21,25,15,8,8,566
"De 12 a 14 años (141)",1,1,1,,,,,,,,,
"De 15 a 19 años (142)",27,27,24,3,,,,,,,,3
"De 20 a 24 años (143)",36,31,18,11,1,1,,,,,5,16
"De 25 a 29 años (144)",19,18,9,4,3,2,,,,,1,16
"De 30 a 34 años (145)",17,16,3,4,3,2,3,1,,,1,35
"De 35 a 39 años (146)",16,16,2,,3,4,4,1,2,,,58
"De 40 a 44 años (147)",14,14,1,1,1,3,5,3,,,,52
"De 45 a 49 años (148)",15,15,,1,1,1,4,5,2,1,,83
"De 50 y más años (149)",52,51,3,4,6,,5,15,11,7,1,303
"Desocupada (150)",39,35,24,3,3,1,3,,,1,4,39
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",16,16,16,,,,,,,,,
"De 20 a 24 años (153)",12,9,4,3,1,,1,,,,3,9
"De 25 a 29 años (154)",5,4,3,,1,,,,,,1,2
"De 40 a 44 años (157)",2,2,,,1,,,,,1,,15
"De 45 a 49 años (158)",1,1,,,,,1,,,,,5
"De 50 y más años (159)",2,2,,,,1,1,,,,,8
"No PEA (160)",4122,4072,1219,324,330,296,559,521,395,428,50,15915
"De 12 a 14 años (161)",561,558,557,,1,,,,,,3,2
"De 15 a 19 años (162)",529,524,456,55,12,1,,,,,5,82
"De 20 a 24 años (163)",370,348,98,115,87,41,4,3,,,22,447
"De 25 a 29 años (164)",315,312,19,57,75,84,69,8,,,3,809
"De 30 a 34 años (165)",296,295,20,14,50,55,93,56,6,1,1,1115
"De 35 a 39 años (166)",316,315,11,17,23,42,93,73,34,22,1,1599
"De 40 a 44 años (167)",269,262,8,6,11,20,58,63,51,45,7,1677
"De 45 a 49 años (168)",260,260,5,5,11,13,49,67,54,56,,1794
"De 50 y más años (169)",1206,1198,45,55,60,40,193,251,250,304,8,8390
