"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (047)",50,1,17,22,10,
"Industrias manufactureras (050)",3,,1,1,1,
"Construcción (052)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",25,2,8,12,3,
"Comercio al por menor (056)",25,2,8,12,3,
"Hoteles y restaurantes (057)",14,,6,6,2,
"Trans., almac. y comunicaciones (058)",1,,,1,,
"Intermediación financiera (059)",1,,1,,,
"Activid.inmobil., empres. y alquileres (060)",3,,2,,1,
"Admin.pub. y defensa; p. segur.soc afil (061)",33,,11,14,7,1
"Enseñanza (062)",55,,21,33,1,
"Servicios sociales y de salud (063)",8,,,7,1,
"Otras activ. serv.comun.soc y personales (064)",7,,3,4,,
"Hogares privados con servicio doméstico (065)",3,,2,1,,
"Actividad economica no especificada (067)",24,,12,7,3,2
"Desocupado (068)",6,2,4,,,
,,,,,,
"URBANA (069)",501,16,175,218,85,7
"Agric., ganadería, caza y silvicultura (070)",51,,13,21,13,4
"Pesca (071)",1,,1,,,
"Industrias manufactureras (073)",34,1,10,11,11,1
"Construcción (075)",29,1,10,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",58,10,17,22,9,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,,2,,
"Comercio al por mayor (078)",3,,,2,1,
"Comercio al por menor (079)",53,10,17,18,8,
"Hoteles y restaurantes (080)",21,,8,10,3,
"Trans., almac. y comunicaciones (081)",23,1,11,9,2,
"Intermediación financiera (082)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (083)",7,,7,,,
"Admin.pub. y defensa; p. segur.soc afil (084)",125,,42,54,27,2
"Enseñanza (085)",74,,22,45,7,
"Servicios sociales y de salud (086)",15,,5,8,2,
"Otras activ. serv.comun.soc y personales (087)",18,,6,9,3,
"Hogares privados con servicio doméstico (088)",6,,3,3,,
"Actividad economica no especificada (090)",4,,2,1,1,
"Desocupado (091)",31,3,16,11,1,
"Hombres (092)",357,12,126,145,68,6
"Agric., ganadería, caza y silvicultura (093)",43,,11,17,11,4
"Pesca (094)",1,,1,,,
"Industrias manufactureras (096)",32,1,9,11,10,1
"Construcción (098)",28,1,10,13,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",33,8,9,10,6,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2,,,2,,
"Comercio al por mayor (101)",3,,,2,1,
"Comercio al por menor (102)",28,8,9,6,5,
"Hoteles y restaurantes (103)",7,,2,4,1,
"Trans., almac. y comunicaciones (104)",22,1,11,8,2,
"Intermediación financiera (105)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (106)",5,,5,,,
"Admin.pub. y defensa; p. segur.soc afil (107)",94,,33,40,20,1
"Enseñanza (108)",39,,11,21,7,
"Servicios sociales y de salud (109)",7,,5,1,1,
"Otras activ. serv.comun.soc y personales (110)",11,,3,5,3,
"Hogares privados con servicio doméstico (111)",3,,1,2,,
"Actividad economica no especificada (113)",4,,2,1,1,
"Desocupado (114)",25,1,12,11,1,
"Mujeres (115)",144,4,49,73,17,1
"Agric., ganadería, caza y silvicultura (116)",8,,2,4,2,
"Industrias manufactureras (119)",2,,1,,1,
"Construcción (121)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",25,2,8,12,3,
"Comercio al por menor (125)",25,2,8,12,3,
"Hoteles y restaurantes (126)",14,,6,6,2,
"Trans., almac. y comunicaciones (127)",1,,,1,,
"Intermediación financiera (128)",1,,1,,,
"Activid.inmobil., empres. y alquileres (129)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc afil (130)",31,,9,14,7,1
"Enseñanza (131)",35,,11,24,,
"Servicios sociales y de salud (132)",8,,,7,1,
"Otras activ. serv.comun.soc y personales (133)",7,,3,4,,
"Hogares privados con servicio doméstico (134)",3,,2,1,,
"Desocupado (137)",6,2,4,,,
,,,,,,
"RURAL (138)",589,5,230,232,103,19
"Agric., ganadería, caza y silvicultura (139)",338,4,132,129,62,11
"Pesca (140)",2,,1,,1,
"Industrias manufactureras (142)",12,,6,3,2,1
"Suministro de electricidad, gas y agua (143)",1,,,1,,
"Construcción (144)",14,1,6,6,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",2,,1,,1,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,,,1,
"Comercio al por menor (148)",1,,1,,,
"Hoteles y restaurantes (149)",3,,2,1,,
"Trans., almac. y comunicaciones (150)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (152)",3,,1,,2,
"Admin.pub. y defensa; p. segur.soc afil (153)",16,,6,9,,1
"Enseñanza (154)",74,,22,43,9,
"Servicios sociales y de salud (155)",5,,1,4,,
"Otras activ. serv.comun.soc y personales (156)",2,,1,1,,
"Hogares privados con servicio doméstico (157)",2,,2,,,
"Actividad economica no especificada (159)",102,,41,31,24,6
"Desocupado (160)",6,,5,1,,
"Hombres (161)",498,4,191,196,90,17
"Agric., ganadería, caza y silvicultura (162)",296,3,117,111,54,11
"Pesca (163)",2,,1,,1,
"Industrias manufactureras (165)",11,,6,2,2,1
"Suministro de electricidad, gas y agua (166)",1,,,1,,
"Construcción (167)",13,1,6,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",2,,1,,1,
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,,,1,
"Comercio al por menor (171)",1,,1,,,
"Hoteles y restaurantes (172)",3,,2,1,,
"Trans., almac. y comunicaciones (173)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (175)",2,,1,,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",14,,4,9,,1
"Enseñanza (177)",54,,12,34,8,
"Servicios sociales y de salud (178)",5,,1,4,,
"Otras activ. serv.comun.soc y personales (179)",2,,1,1,,
"Hogares privados con servicio doméstico (180)",2,,2,,,
"Actividad economica no especificada (182)",78,,29,24,21,4
"Desocupado (183)",6,,5,1,,
"Mujeres (184)",91,1,39,36,13,2
"Agric., ganadería, caza y silvicultura (185)",42,1,15,18,8,
"Industrias manufactureras (188)",1,,,1,,
"Construcción (190)",1,,,1,,
"Activid.inmobil., empres. y alquileres (198)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",2,,2,,,
"Enseñanza (200)",20,,10,9,1,
"Actividad economica no especificada (205)",24,,12,7,3,2
