"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"Ocupada (020)",72343,66457,17649,12435,12264,9233,8865,3372,1557,1082,5886,150314
"De 12 a 14 años (021)",637,636,627,5,4,,,,,,1,13
"De 15 a 19 años (022)",4968,4901,4467,381,43,9,1,,,,67,498
"De 20 a 24 años (023)",9191,7595,4693,2040,670,147,40,5,,,1596,4021
"De 25 a 29 años (024)",10412,8551,2912,2904,1766,679,263,22,5,,1861,9754
"De 30 a 34 años (025)",9956,9032,1647,2388,2549,1396,909,126,13,4,924,16503
"De 35 a 39 años (026)",9547,9002,1019,1593,2462,1901,1607,339,60,21,545,22045
"De 40 a 44 años (027)",8689,8359,730,1164,2002,1855,1792,595,170,51,330,24242
"De 45 a 49 años (028)",7348,7103,584,874,1381,1536,1695,661,261,111,245,23286
"De 50 y más años (029)",11595,11278,970,1086,1387,1710,2558,1624,1048,895,317,49952
"Desocupada (030)",3851,3328,1638,639,429,256,232,80,31,23,523,4310
"De 12 a 14 años (031)",83,83,82,1,,,,,,,,1
"De 15 a 19 años (032)",576,566,512,47,5,2,,,,,10,63
"De 20 a 24 años (033)",1017,817,551,195,63,6,2,,,,200,348
"De 25 a 29 años (034)",822,625,295,175,93,46,15,1,,,197,571
"De 30 a 34 años (035)",402,355,81,103,104,40,24,2,1,,47,554
"De 35 a 39 años (036)",316,287,52,54,66,54,44,14,3,,29,651
"De 40 a 44 años (037)",231,215,31,26,34,38,58,18,5,5,16,667
"De 45 a 49 años (038)",207,194,21,25,36,33,47,21,8,3,13,638
"De 50 y más años (039)",197,186,13,13,28,37,42,24,14,15,11,817
"No PEA (040)",179982,172434,60893,21551,21711,18123,22270,12527,7716,7643,7548,451723
"De 12 a 14 años (041)",21033,20919,20851,56,12,,,,,,114,80
"De 15 a 19 años (042)",29229,28634,25594,2619,356,50,15,,,,595,3541
"De 20 a 24 años (043)",21435,18953,7890,6793,3265,814,171,20,,,2482,16607
"De 25 a 29 años (044)",17447,15879,1864,4714,5159,2705,1304,112,21,,1568,29567
"De 30 a 34 años (045)",15004,14319,827,2371,4137,3451,2920,512,91,10,685,37635
"De 35 a 39 años (046)",13387,12884,626,1302,2756,3069,3587,1234,248,62,503,42280
"De 40 a 44 años (047)",11730,11333,551,858,1831,2332,3353,1558,583,267,397,44116
"De 45 a 49 años (048)",10399,10100,488,697,1323,1706,2763,1748,895,480,299,44730
"De 50 y más años (049)",40318,39413,2202,2141,2872,3996,8157,7343,5878,6824,905,233167
,,,,,,,,,,,,
"URBANA (060)",224858,212379,70936,31182,30934,24700,27140,13266,7505,6716,12479,512160
"De 12 a 14 años (061)",18477,18381,18311,55,15,,,,,,96,85
"De 15 a 19 años (062)",30039,29509,26696,2454,299,46,14,,,,530,3246
"De 20 a 24 años (063)",27600,23819,12001,7756,3181,704,158,19,,,3781,17011
"De 25 a 29 años (064)",25223,21928,4761,7119,6039,2746,1151,95,17,,3295,33025
"De 30 a 34 años (065)",22295,20810,2369,4545,6147,4181,3019,462,75,12,1485,45943
"De 35 a 39 años (066)",20434,19462,1578,2780,4889,4475,4325,1153,202,60,972,54397
"De 40 a 44 años (067)",18417,17745,1239,1927,3670,3962,4498,1678,545,226,672,58543
"De 45 a 49 años (068)",16091,15581,1017,1496,2615,3126,4055,1992,865,415,510,58489
"De 50 y más años (069)",46282,45144,2964,3050,4079,5460,9920,7867,5801,6003,1138,241421
"PEA (070)",73143,67066,18361,12755,12344,9234,8718,3237,1432,985,6077,147105
"De 12 a 14 años (071)",638,637,628,5,4,,,,,,1,13
"De 15 a 19 años (072)",5088,5019,4567,397,43,11,1,,,,69,520
"De 20 a 24 años (073)",9702,8037,5010,2156,683,144,40,4,,,1665,4149
"De 25 a 29 años (074)",10808,8848,3134,3000,1766,675,248,20,5,,1960,9760
"De 30 a 34 años (075)",10027,9096,1689,2447,2577,1381,869,118,11,4,931,16326
"De 35 a 39 años (076)",9522,8970,1039,1620,2469,1894,1561,316,53,18,552,21621
"De 40 a 44 años (077)",8669,8332,746,1170,2006,1864,1777,567,155,47,337,23851
"De 45 a 49 años (078)",7344,7095,592,881,1402,1543,1694,642,240,101,249,22931
"De 50 y más años (079)",11345,11032,956,1079,1394,1722,2528,1570,968,815,313,47934
"Ocupada (080)",69482,63884,16834,12129,11922,8982,8492,3159,1402,964,5598,142907
"De 12 a 14 años (081)",569,568,560,4,4,,,,,,1,12
"De 15 a 19 años (082)",4567,4507,4109,350,38,9,1,,,,60,457
"De 20 a 24 años (083)",8739,7256,4486,1967,622,139,38,4,,,1483,3814
"De 25 a 29 años (084)",10016,8242,2849,2827,1676,629,237,19,5,,1774,9216
"De 30 a 34 años (085)",9638,8750,1611,2348,2474,1342,845,116,10,4,888,15781
"De 35 a 39 años (086)",9212,8687,988,1567,2403,1841,1517,303,50,18,525,20981
"De 40 a 44 años (087)",8443,8119,717,1144,1972,1826,1719,549,150,42,324,23184
"De 45 a 49 años (088)",7139,6902,571,856,1367,1510,1647,621,232,98,237,22295
"De 50 y más años (089)",11159,10853,943,1066,1366,1686,2488,1547,955,802,306,47167
"Desocupada (090)",3661,3182,1527,626,422,252,226,78,30,21,479,4198
"De 12 a 14 años (091)",69,69,68,1,,,,,,,,1
"De 15 a 19 años (092)",521,512,458,47,5,2,,,,,9,63
"De 20 a 24 años (093)",963,781,524,189,61,5,2,,,,182,335
"De 25 a 29 años (094)",792,606,285,173,90,46,11,1,,,186,544
"De 30 a 34 años (095)",389,346,78,99,103,39,24,2,1,,43,545
"De 35 a 39 años (096)",310,283,51,53,66,53,44,13,3,,27,640
"De 40 a 44 años (097)",226,213,29,26,34,38,58,18,5,5,13,667
"De 45 a 49 años (098)",205,193,21,25,35,33,47,21,8,3,12,636
"De 50 y más años (099)",186,179,13,13,28,36,40,23,13,13,7,767
"No PEA (100)",151715,145313,52575,18427,18590,15466,18422,10029,6073,5731,6402,365055
"De 12 a 14 años (101)",17839,17744,17683,50,11,,,,,,95,72
"De 15 a 19 años (102)",24951,24490,22129,2057,256,35,13,,,,461,2726
"De 20 a 24 años (103)",17898,15782,6991,5600,2498,560,118,15,,,2116,12862
"De 25 a 29 años (104)",14415,13080,1627,4119,4273,2071,903,75,12,,1335,23265
"De 30 a 34 años (105)",12268,11714,680,2098,3570,2800,2150,344,64,8,554,29617
"De 35 a 39 años (106)",10912,10492,539,1160,2420,2581,2764,837,149,42,420,32776
"De 40 a 44 años (107)",9748,9413,493,757,1664,2098,2721,1111,390,179,335,34692
"De 45 a 49 años (108)",8747,8486,425,615,1213,1583,2361,1350,625,314,261,35558
"De 50 y más años (109)",34937,34112,2008,1971,2685,3738,7392,6297,4833,5188,825,193487
,,,,,,,,,,,,
"RURAL (120)",31318,29840,9244,3443,3470,2912,4227,2713,1799,2032,1478,94187
"De 12 a 14 años (121)",3276,3257,3249,7,1,,,,,,19,9
"De 15 a 19 años (122)",4734,4592,3877,593,105,15,2,,,,142,856
"De 20 a 24 años (123)",4043,3546,1133,1272,817,263,55,6,,,497,3965
"De 25 a 29 años (124)",3458,3127,310,674,979,684,431,40,9,,331,6867
"De 30 a 34 años (125)",3067,2896,186,317,643,706,834,178,30,2,171,8749
"De 35 a 39 años (126)",2816,2711,119,169,395,549,913,434,109,23,105,10579
"De 40 a 44 años (127)",2233,2162,73,121,197,263,705,493,213,97,71,10482
"De 45 a 49 años (128)",1863,1816,76,100,125,149,450,438,299,179,47,10165
"De 50 y más años (129)",5828,5733,221,190,208,283,837,1124,1139,1731,95,42515
"PEA (130)",3051,2719,926,319,349,255,379,215,156,120,332,7519
"De 12 a 14 años (131)",82,82,81,1,,,,,,,,1
"De 15 a 19 años (132)",456,448,412,31,5,,,,,,8,41
"De 20 a 24 años (133)",506,375,234,79,50,9,2,1,,,131,220
"De 25 a 29 años (134)",426,328,73,79,93,50,30,3,,,98,565
"De 30 a 34 años (135)",331,291,39,44,76,55,64,10,3,,40,731
"De 35 a 39 años (136)",341,319,32,27,59,61,90,37,10,3,22,1075
"De 40 a 44 años (137)",251,242,15,20,30,29,73,46,20,9,9,1058
"De 45 a 49 años (138)",211,202,13,18,15,26,48,40,29,13,9,993
"De 50 y más años (139)",447,432,27,20,21,25,72,78,94,95,15,2835
"Ocupada (140)",2861,2573,815,306,342,251,373,213,155,118,288,7407
"De 12 a 14 años (141)",68,68,67,1,,,,,,,,1
"De 15 a 19 años (142)",401,394,358,31,5,,,,,,7,41
"De 20 a 24 años (143)",452,339,207,73,48,8,2,1,,,113,207
"De 25 a 29 años (144)",396,309,63,77,90,50,26,3,,,87,538
"De 30 a 34 años (145)",318,282,36,40,75,54,64,10,3,,36,722
"De 35 a 39 años (146)",335,315,31,26,59,60,90,36,10,3,20,1064
"De 40 a 44 años (147)",246,240,13,20,30,29,73,46,20,9,6,1058
"De 45 a 49 años (148)",209,201,13,18,14,26,48,40,29,13,8,991
"De 50 y más años (149)",436,425,27,20,21,24,70,77,93,93,11,2785
"Desocupada (150)",190,146,111,13,7,4,6,2,1,2,44,112
"De 12 a 14 años (151)",14,14,14,,,,,,,,,
"De 15 a 19 años (152)",55,54,54,,,,,,,,1,
"De 20 a 24 años (153)",54,36,27,6,2,1,,,,,18,13
"De 25 a 29 años (154)",30,19,10,2,3,,4,,,,11,27
"De 30 a 34 años (155)",13,9,3,4,1,1,,,,,4,9
"De 35 a 39 años (156)",6,4,1,1,,1,,1,,,2,11
"De 40 a 44 años (157)",5,2,2,,,,,,,,3,
"De 45 a 49 años (158)",2,1,,,1,,,,,,1,2
"De 50 y más años (159)",11,7,,,,1,2,1,1,2,4,50
"No PEA (160)",28267,27121,8318,3124,3121,2657,3848,2498,1643,1912,1146,86668
"De 12 a 14 años (161)",3194,3175,3168,6,1,,,,,,19,8
"De 15 a 19 años (162)",4278,4144,3465,562,100,15,2,,,,134,815
"De 20 a 24 años (163)",3537,3171,899,1193,767,254,53,5,,,366,3745
"De 25 a 29 años (164)",3032,2799,237,595,886,634,401,37,9,,233,6302
"De 30 a 34 años (165)",2736,2605,147,273,567,651,770,168,27,2,131,8018
"De 35 a 39 años (166)",2475,2392,87,142,336,488,823,397,99,20,83,9504
"De 40 a 44 años (167)",1982,1920,58,101,167,234,632,447,193,88,62,9424
"De 45 a 49 años (168)",1652,1614,63,82,110,123,402,398,270,166,38,9172
"De 50 y más años (169)",5381,5301,194,170,187,258,765,1046,1045,1636,80,39680
