"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",11616,1078,390,4350,4327,325,331,305,510
"Jefe o Jefa (049)",4515,288,2,1607,1802,144,210,107,355
"Esposa(o)/ compa¤era(o) (050)",290,18,,94,122,8,13,12,23
"Hijo(a)/ hijastro(a) (051)",5401,582,342,2186,1913,132,67,115,64
"Yerno/ nuera (052)",97,1,,10,52,7,10,5,12
"Nieto(a) (053)",316,83,24,138,65,2,,3,1
"Padres/ suegros (054)",74,30,,32,11,,,,1
"Otro(a) pariente (055)",674,64,17,241,276,14,19,25,18
"Trabajador(a) del hogar (056)",11,1,,5,5,,,,
"Pensionista (057)",14,,,3,1,6,1,1,2
"Otro(a) no pariente (058)",224,11,5,34,80,12,11,37,34
"Mujeres (060)",12217,2313,380,5120,3207,300,329,169,399
"Jefe o Jefa (061)",2006,622,6,755,379,36,73,31,104
"Esposa(o)/ compa¤era(o) (062)",3565,685,8,1609,870,76,131,34,152
"Hijo(a)/ hijastro(a) (063)",5225,651,309,2259,1600,143,94,82,87
"Yerno/ nuera (064)",105,3,1,28,52,10,6,1,4
"Nieto(a) (065)",307,80,31,136,48,6,2,1,3
"Padres/ suegros (066)",184,137,,33,12,,1,,1
"Otro(a) pariente (067)",642,112,22,248,191,18,13,10,28
"Trabajador(a) del hogar (068)",27,3,,17,7,,,,
"Pensionista (069)",8,,,1,1,1,1,,4
"Otro(a) no pariente (070)",148,20,3,34,47,10,8,10,16
,,,,,,,,,
"RURAL (072)",73901,16323,2400,36926,16882,484,312,179,395
"Jefe o Jefa (073)",19414,4815,17,9267,4755,144,147,58,211
"Esposa(o)/ compa¤era(o) (074)",13074,4313,28,6848,1759,35,36,5,50
"Hijo(a)/ hijastro(a) (075)",35311,5529,2069,18062,9135,265,87,94,70
"Yerno/ nuera (076)",516,21,,227,238,10,4,5,11
"Nieto(a) (077)",1947,487,170,987,287,10,3,3,
"Padres/ suegros (078)",546,440,,97,8,,,1,
"Otro(a) pariente (079)",2813,648,116,1364,626,16,20,7,16
"Trabajador(a) del hogar (080)",14,9,,3,2,,,,
"Pensionista (081)",6,,,1,1,1,2,,1
"Otro(a) no pariente (082)",260,61,,70,71,3,13,6,36
"Hombres (084)",36619,5618,1209,18303,10642,306,199,113,229
"Jefe o Jefa (085)",14708,2238,12,7690,4335,120,118,53,142
"Esposa(o)/ compa¤era(o) (086)",616,78,3,326,191,6,4,,8
"Hijo(a)/ hijastro(a) (087)",18312,2675,1046,8915,5374,157,49,51,45
"Yerno/ nuera (088)",197,6,,63,109,6,4,3,6
"Nieto(a) (089)",1045,248,89,531,167,5,3,2,
"Padres/ suegros (090)",145,77,,61,6,,,1,
"Otro(a) pariente (091)",1436,263,59,673,405,11,12,2,11
"Trabajador(a) del hogar (092)",5,2,,2,1,,,,
"Pensionista (093)",3,,,,,1,2,,
"Otro(a) no pariente (094)",152,31,,42,54,,7,1,17
"Mujeres (096)",37282,10705,1191,18623,6240,178,113,66,166
"Jefe o Jefa (097)",4706,2577,5,1577,420,24,29,5,69
"Esposa(o)/ compa¤era(o) (098)",12458,4235,25,6522,1568,29,32,5,42
"Hijo(a)/ hijastro(a) (099)",16999,2854,1023,9147,3761,108,38,43,25
"Yerno/ nuera (100)",319,15,,164,129,4,,2,5
"Nieto(a) (101)",902,239,81,456,120,5,,1,
"Padres/ suegros (102)",401,363,,36,2,,,,
"Otro(a) pariente (103)",1377,385,57,691,221,5,8,5,5
"Trabajador(a) del hogar (104)",9,7,,1,1,,,,
"Pensionista (105)",3,,,1,1,,,,1
"Otro(a) no pariente (106)",108,30,,28,17,3,6,5,19
