"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 35 a 39 años (036)",72,71,,3,11,27,22,8,,,1,253
"De 40 a 44 años (037)",101,99,,1,9,23,38,22,6,,2,443
"De 45 a 49 años (038)",102,100,,3,16,17,26,27,10,1,2,470
"De 50 y más años (039)",541,532,,25,37,66,137,120,95,52,9,3064
"Secundaria (040)",1422,1314,3,355,366,242,248,70,24,6,108,3595
"De 12 a 14 años (041)",2,1,1,,,,,,,,1,
"De 15 a 19 años (042)",75,56,,50,6,,,,,,19,62
"De 20 a 24 años (043)",201,168,,113,43,10,2,,,,33,237
"De 25 a 29 años (044)",214,197,,74,80,37,6,,,,17,371
"De 30 a 34 años (045)",205,194,,46,80,38,30,,,,11,446
"De 35 a 39 años (046)",183,178,,22,60,49,44,3,,,5,497
"De 40 a 44 años (047)",170,165,1,11,39,37,62,13,2,,5,570
"De 45 a 49 años (048)",135,125,,17,24,33,34,14,3,,10,424
"De 50 y más años (049)",237,230,1,22,34,38,70,40,19,6,7,988
"Sup. no Univ. incompleta (050)",244,204,2,93,55,28,22,2,1,1,40,413
"De 15 a 19 años (052)",9,7,1,6,,,,,,,2,6
"De 20 a 24 años (053)",51,35,,33,2,,,,,,16,37
"De 25 a 29 años (054)",61,46,,28,18,,,,,,15,64
"De 30 a 34 años (055)",30,26,,14,7,5,,,,,4,43
"De 35 a 39 años (056)",35,35,,5,17,9,4,,,,,82
"De 40 a 44 años (057)",25,24,,4,5,5,8,1,,1,1,81
"De 45 a 49 años (058)",10,10,,,3,2,5,,,,,33
"De 50 y más años (059)",23,21,1,3,3,7,5,1,1,,2,67
"Sup. no Univ. completa (060)",438,350,1,145,116,47,32,8,1,,88,717
"De 20 a 24 años (063)",76,38,,33,4,,1,,,,38,45
"De 25 a 29 años (064)",86,56,,37,15,3,1,,,,30,80
"De 30 a 34 años (065)",84,75,1,34,29,8,2,1,,,9,130
"De 35 a 39 años (066)",63,62,,15,29,10,8,,,,1,138
"De 40 a 44 años (067)",50,47,,11,16,11,6,3,,,3,121
"De 45 a 49 años (068)",37,36,,9,13,5,7,2,,,1,93
"De 50 y más años (069)",42,36,,6,10,10,7,2,1,,6,110
"Sup. Univ. incompleta (070)",93,70,,27,20,16,5,2,,,23,149
"De 15 a 19 años (072)",4,4,,4,,,,,,,,4
"De 20 a 24 años (073)",24,8,,8,,,,,,,16,8
"De 25 a 29 años (074)",14,11,,5,3,2,1,,,,3,21
"De 30 a 34 años (075)",6,4,,2,1,1,,,,,2,7
"De 35 a 39 años (076)",11,10,,3,4,3,,,,,1,20
"De 40 a 44 años (077)",12,11,,1,3,5,2,,,,1,30
"De 45 a 49 años (078)",10,10,,3,4,2,1,,,,,22
"De 50 y más años (079)",12,12,,1,5,3,1,2,,,,37
"Sup. Univ. completa (080)",252,198,,67,65,43,16,7,,,54,439
"De 20 a 24 años (083)",12,3,,3,,,,,,,9,3
"De 25 a 29 años (084)",38,21,,17,3,1,,,,,17,26
"De 30 a 34 años (085)",45,33,,14,14,2,2,1,,,12,62
"De 35 a 39 años (086)",43,37,,8,21,7,,1,,,6,77
"De 40 a 44 años (087)",32,30,,5,12,10,3,,,,2,72
"De 45 a 49 años (088)",30,27,,11,10,3,2,1,,,3,54
"De 50 y más años (089)",52,47,,9,5,20,9,4,,,5,145
,,,,,,,,,,,,
"URBANA (100)",2526,2266,4,533,543,396,429,212,110,39,260,7385
"De 12 a 14 años (101)",3,2,1,1,,,,,,,1,1
"De 15 a 19 años (102)",64,45,,40,5,,,,,,19,50
"De 20 a 24 años (103)",280,186,,137,37,8,4,,,,94,251
"De 25 a 29 años (104)",313,252,,115,96,33,8,,,,61,440
"De 30 a 34 años (105)",292,263,,81,107,44,29,2,,,29,559
"De 35 a 39 años (106)",285,275,,40,100,78,49,8,,,10,736
"De 40 a 44 años (107)",283,271,,28,66,67,75,29,5,1,12,925
"De 45 a 49 años (108)",240,228,,34,56,42,58,32,5,1,12,781
"De 50 y más años (109)",766,744,3,57,76,124,206,141,100,37,22,3642
"Sin nivel (110)",189,179,1,10,10,19,58,43,31,7,10,962
"De 20 a 24 años (113)",4,,,,,,,,,,4,
"De 25 a 29 años (114)",4,2,,,,1,1,,,,2,7
"De 30 a 34 años (115)",2,1,,1,,,,,,,1,1
"De 35 a 39 años (116)",8,8,,,,4,3,1,,,,34
"De 40 a 44 años (117)",15,14,,1,2,1,8,2,,,1,58
"De 45 a 49 años (118)",11,11,,,3,1,5,2,,,,44
"De 50 y más años (119)",145,143,1,8,5,12,41,38,31,7,2,818
"Primaria (130)",568,552,,36,89,94,147,101,57,28,16,2576
"De 12 a 14 años (131)",1,1,,1,,,,,,,,1
"De 15 a 19 años (132)",11,8,,8,,,,,,,3,8
"De 20 a 24 años (133)",21,18,,6,10,1,1,,,,3,33
"De 25 a 29 años (134)",25,24,,2,16,6,,,,,1,52
"De 30 a 34 años (135)",36,34,,3,14,9,8,,,,2,91
"De 35 a 39 años (136)",42,41,,2,7,15,13,4,,,1,143
"De 40 a 44 años (137)",53,53,,,6,13,17,14,3,,,236
"De 45 a 49 años (138)",60,59,,2,10,8,17,19,2,1,1,271
"De 50 y más años (139)",319,314,,12,26,42,91,64,52,27,5,1741
"Secundaria (140)",937,859,2,228,235,161,158,52,20,3,78,2390
"De 12 a 14 años (141)",2,1,1,,,,,,,,1,
"De 15 a 19 años (142)",43,29,,24,5,,,,,,14,34
"De 20 a 24 años (143)",129,101,,69,23,7,2,,,,28,144
"De 25 a 29 años (144)",136,124,,48,51,20,5,,,,12,232
"De 30 a 34 años (145)",125,121,,30,52,21,18,,,,4,272
"De 35 a 39 años (146)",109,106,,16,33,32,23,2,,,3,287
"De 40 a 44 años (147)",111,106,,9,29,23,34,9,2,,5,359
"De 45 a 49 años (148)",94,87,,12,16,24,23,9,3,,7,297
"De 50 y más años (149)",188,184,1,20,26,34,53,32,15,3,4,765
"Sup. no Univ. incompleta (150)",181,151,1,67,38,23,19,1,1,1,30,319
"De 15 a 19 años (152)",7,5,,5,,,,,,,2,5
"De 20 a 24 años (153)",41,28,,27,1,,,,,,13,29
"De 25 a 29 años (154)",40,32,,19,13,,,,,,8,45
"De 30 a 34 años (155)",19,15,,8,3,4,,,,,4,26
"De 35 a 39 años (156)",28,28,,4,14,7,3,,,,,65
"De 40 a 44 años (157)",20,19,,3,3,5,6,1,,1,1,68
"De 45 a 49 años (158)",9,9,,,2,2,5,,,,,31
"De 50 y más años (159)",17,15,1,1,2,5,5,,1,,2,50
"Sup. no Univ. completa (160)",361,298,,116,101,46,27,7,1,,63,627
"De 20 a 24 años (163)",56,30,,26,3,,1,,,,26,36
"De 25 a 29 años (164)",65,43,,28,11,3,1,,,,22,63
"De 30 a 34 años (165)",66,60,,26,25,7,1,1,,,6,107
"De 35 a 39 años (166)",54,54,,11,26,10,7,,,,,124
"De 40 a 44 años (167)",48,45,,10,15,11,6,3,,,3,118
"De 45 a 49 años (168)",33,32,,9,12,5,5,1,,,1,76
"De 50 y más años (169)",39,34,,6,9,10,6,2,1,,5,103
"Sup. Univ. incompleta (170)",81,63,,23,18,15,5,2,,,18,138
"De 15 a 19 años (172)",3,3,,3,,,,,,,,3
"De 20 a 24 años (173)",21,8,,8,,,,,,,13,8
"De 25 a 29 años (174)",13,10,,4,3,2,1,,,,3,20
"De 30 a 34 años (175)",4,3,,1,1,1,,,,,1,6
"De 35 a 39 años (176)",10,9,,2,4,3,,,,,1,19
"De 40 a 44 años (177)",11,11,,1,3,5,2,,,,,30
"De 45 a 49 años (178)",8,8,,3,3,1,1,,,,,17
"De 50 y más años (179)",11,11,,1,4,3,1,2,,,,35
"Sup. Univ. completa (180)",209,164,,53,52,38,15,6,,,45,373
"De 20 a 24 años (183)",8,1,,1,,,,,,,7,1
"De 25 a 29 años (184)",30,17,,14,2,1,,,,,13,21
"De 30 a 34 años (185)",40,29,,12,12,2,2,1,,,11,56
"De 35 a 39 años (186)",34,29,,5,16,7,,1,,,5,64
"De 40 a 44 años (187)",25,23,,4,8,9,2,,,,2,56
"De 45 a 49 años (188)",25,22,,8,10,1,2,1,,,3,45
"De 50 y más años (189)",47,43,,9,4,18,9,3,,,4,130
,,,,,,,,,,,,
"RURAL (200)",1225,1131,4,232,235,169,224,140,85,42,94,4278
"De 12 a 14 años (201)",1,1,,1,,,,,,,,1
"De 15 a 19 años (202)",39,34,1,29,4,,,,,,5,37
"De 20 a 24 años (203)",123,95,,63,29,3,,,,,28,130
"De 25 a 29 años (204)",139,114,1,50,45,17,1,,,,25,195
"De 30 a 34 años (205)",143,129,1,37,45,27,18,1,,,14,290
"De 35 a 39 años (206)",132,128,,16,43,31,32,6,,,4,374
"De 40 a 44 años (207)",125,122,1,6,20,26,53,13,3,,3,463
"De 45 a 49 años (208)",106,102,,9,17,21,30,17,8,,4,415
"De 50 y más años (209)",417,406,,21,32,44,90,103,74,42,11,2373
"Sin nivel (210)",153,148,,5,12,13,35,42,27,14,5,869
"De 20 a 24 años (213)",2,,,,,,,,,,2,
"De 25 a 29 años (214)",2,1,,1,,,,,,,1,1
"De 30 a 34 años (215)",2,2,,,2,,,,,,,4
"De 35 a 39 años (216)",2,2,,,1,,,1,,,,9
"De 40 a 44 años (217)",3,3,,,,1,1,1,,,,13
"De 45 a 49 años (218)",11,11,,,,,8,3,,,,56
"De 50 y más años (219)",131,129,,4,9,12,26,37,27,14,2,786
"Primaria (230)",392,382,1,27,45,63,90,77,54,25,10,1943
"De 12 a 14 años (231)",1,1,,1,,,,,,,,1
"De 15 a 19 años (232)",4,4,,1,3,,,,,,,7
"De 20 a 24 años (233)",12,11,,4,7,,,,,,1,18
"De 25 a 29 años (234)",8,8,1,1,6,,,,,,,13
"De 30 a 34 años (235)",25,23,,4,5,8,5,1,,,2,65
"De 35 a 39 años (236)",30,30,,1,4,12,9,4,,,,110
"De 40 a 44 años (237)",48,46,,1,3,10,21,8,3,,2,207
"De 45 a 49 años (238)",42,41,,1,6,9,9,8,8,,1,199
"De 50 y más años (239)",222,218,,13,11,24,46,56,43,25,4,1323
"Secundaria (240)",485,455,1,127,131,81,90,18,4,3,30,1205
"De 15 a 19 años (242)",32,27,,26,1,,,,,,5,28
"De 20 a 24 años (243)",72,67,,44,20,3,,,,,5,93
"De 25 a 29 años (244)",78,73,,26,29,17,1,,,,5,139
"De 30 a 34 años (245)",80,73,,16,28,17,12,,,,7,174
"De 35 a 39 años (246)",74,72,,6,27,17,21,1,,,2,210
"De 40 a 44 años (247)",59,59,1,2,10,14,28,4,,,,211
"De 45 a 49 años (248)",41,38,,5,8,9,11,5,,,3,127
"De 50 y más años (249)",49,46,,2,8,4,17,8,4,3,3,223
"Sup. no Univ. incompleta (250)",63,53,1,26,17,5,3,1,,,10,94
"De 15 a 19 años (252)",2,2,1,1,,,,,,,,1
"De 20 a 24 años (253)",10,7,,6,1,,,,,,3,8
"De 25 a 29 años (254)",21,14,,9,5,,,,,,7,19
"De 30 a 34 años (255)",11,11,,6,4,1,,,,,,17
"De 35 a 39 años (256)",7,7,,1,3,2,1,,,,,17
"De 40 a 44 años (257)",5,5,,1,2,,2,,,,,13
"De 45 a 49 años (258)",1,1,,,1,,,,,,,2
"De 50 y más años (259)",6,6,,2,1,2,,1,,,,17
"Sup. no Univ. completa (260)",77,52,1,29,15,1,5,1,,,25,90
"De 20 a 24 años (263)",20,8,,7,1,,,,,,12,9
"De 25 a 29 años (264)",21,13,,9,4,,,,,,8,17
"De 30 a 34 años (265)",18,15,1,8,4,1,1,,,,3,23
"De 35 a 39 años (266)",9,8,,4,3,,1,,,,1,14
"De 40 a 44 años (267)",2,2,,1,1,,,,,,,3
"De 45 a 49 años (268)",4,4,,,1,,2,1,,,,17
"De 50 y más años (269)",3,2,,,1,,1,,,,1,7
"Sup. Univ. incompleta (270)",12,7,,4,2,1,,,,,5,11
"De 15 a 19 años (272)",1,1,,1,,,,,,,,1
"De 20 a 24 años (273)",3,,,,,,,,,,3,
"De 25 a 29 años (274)",1,1,,1,,,,,,,,1
"De 30 a 34 años (275)",2,1,,1,,,,,,,1,1
"De 35 a 39 años (276)",1,1,,1,,,,,,,,1
"De 40 a 44 años (277)",1,,,,,,,,,,1,
"De 45 a 49 años (278)",2,2,,,1,1,,,,,,5
"De 50 y más años (279)",1,1,,,1,,,,,,,2
"Sup. Univ. completa (280)",43,34,,14,13,5,1,1,,,9,66
"De 20 a 24 años (283)",4,2,,2,,,,,,,2,2
"De 25 a 29 años (284)",8,4,,3,1,,,,,,4,5
"De 30 a 34 años (285)",5,4,,2,2,,,,,,1,6
"De 35 a 39 años (286)",9,8,,3,5,,,,,,1,13
"De 40 a 44 años (287)",7,7,,1,4,1,1,,,,,16
"De 45 a 49 años (288)",5,5,,3,,2,,,,,,9
"De 50 y más años (289)",5,4,,,1,2,,1,,,1,15
