"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",24,2,,7,10,1,1,2,1
"Otro(a) no pariente (046)",1598,158,6,304,795,120,90,48,77
"Hombres (048)",16689,1375,356,4386,7037,1024,976,593,942
"Jefe o Jefa (049)",6130,187,,1348,2790,407,596,177,625
"Esposa(o)/ compa¤era(o) (050)",341,14,1,67,167,25,34,14,19
"Hijo(a)/ hijastro(a) (051)",6638,787,295,2109,2452,336,195,273,191
"Yerno/ nuera (052)",172,,,6,104,23,16,11,12
"Nieto(a) (053)",328,80,28,132,62,16,1,6,3
"Padres/ suegros (054)",150,52,,66,27,,4,1,
"Otro(a) pariente (055)",1878,156,30,479,902,139,58,75,39
"Trabajador(a) del hogar (056)",31,,,3,25,2,1,,
"Pensionista (057)",16,1,,3,7,1,1,2,1
"Otro(a) no pariente (058)",1005,98,2,173,501,75,70,34,52
"Mujeres (060)",15881,1892,405,5198,6193,775,635,325,458
"Jefe o Jefa (061)",2323,336,3,817,794,101,144,37,91
"Esposa(o)/ compa¤era(o) (062)",4550,393,3,1563,1938,177,235,60,181
"Hijo(a)/ hijastro(a) (063)",6006,738,320,2017,2159,318,180,159,115
"Yerno/ nuera (064)",253,2,,40,152,27,15,3,14
"Nieto(a) (065)",335,88,42,102,74,10,5,7,7
"Padres/ suegros (066)",199,108,,74,15,,1,1,
"Otro(a) pariente (067)",1500,163,33,423,684,95,35,43,24
"Trabajador(a) del hogar (068)",114,3,,27,80,2,,1,1
"Pensionista (069)",8,1,,4,3,,,,
"Otro(a) no pariente (070)",593,60,4,131,294,45,20,14,25
,,,,,,,,,
"RURAL (072)",85440,12397,1924,33849,31872,2047,1512,838,1001
"Jefe o Jefa (073)",25186,3637,9,10421,9100,567,711,220,521
"Esposa(o)/ compa¤era(o) (074)",13947,2638,11,6414,4479,112,166,50,77
"Hijo(a)/ hijastro(a) (075)",34676,4166,1591,12835,13756,1120,476,449,283
"Yerno/ nuera (076)",1237,13,1,255,851,38,42,18,19
"Nieto(a) (077)",2897,634,209,1211,764,35,10,27,7
"Padres/ suegros (078)",812,492,,270,45,3,1,1,
"Otro(a) pariente (079)",5624,722,93,2141,2322,139,84,64,59
"Trabajador(a) del hogar (080)",57,6,,31,16,4,,,
"Pensionista (081)",12,,,1,6,2,,2,1
"Otro(a) no pariente (082)",992,89,10,270,533,27,22,7,34
"Hombres (084)",43216,4269,946,16135,18036,1370,1105,597,758
"Jefe o Jefa (085)",18140,1250,5,7503,7581,490,646,192,473
"Esposa(o)/ compa¤era(o) (086)",695,59,,215,350,14,29,12,16
"Hijo(a)/ hijastro(a) (087)",18295,2107,775,6260,7636,710,310,312,185
"Yerno/ nuera (088)",539,6,1,81,374,19,33,10,15
"Nieto(a) (089)",1564,342,107,625,435,25,7,19,4
"Padres/ suegros (090)",337,141,,158,33,3,1,1,
"Otro(a) pariente (091)",3012,317,54,1111,1303,87,62,42,36
"Trabajador(a) del hogar (092)",19,1,,12,4,2,,,
"Pensionista (093)",11,,,1,5,2,,2,1
"Otro(a) no pariente (094)",604,46,4,169,315,18,17,7,28
"Mujeres (096)",42224,8128,978,17714,13836,677,407,241,243
"Jefe o Jefa (097)",7046,2387,4,2918,1519,77,65,28,48
"Esposa(o)/ compa¤era(o) (098)",13252,2579,11,6199,4129,98,137,38,61
"Hijo(a)/ hijastro(a) (099)",16381,2059,816,6575,6120,410,166,137,98
"Yerno/ nuera (100)",698,7,,174,477,19,9,8,4
"Nieto(a) (101)",1333,292,102,586,329,10,3,8,3
"Padres/ suegros (102)",475,351,,112,12,,,,
"Otro(a) pariente (103)",2612,405,39,1030,1019,52,22,22,23
"Trabajador(a) del hogar (104)",38,5,,19,12,2,,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",388,43,6,101,218,9,5,,6
