"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",15,13,2,,
"Obrero (058)",23,19,3,1,
"Trabajador independiente (059)",10,10,,,
"Trabajador familiar no remunerado (061)",124,96,21,6,1
"Trabajador del hogar (062)",16,16,,,
"De 15 a 29 años (064)",1547,1255,168,52,72
"Empleado (065)",274,136,57,34,47
"Obrero (066)",291,197,57,14,23
"Trabajador independiente (067)",575,542,33,,
"Empleador o patrono (068)",18,15,1,1,1
"Trabajador familiar no remunerado (069)",289,265,20,3,1
"Trabajador del hogar (070)",100,100,,,
"De 30 a 44 años (072)",1426,1039,204,93,90
"Empleado (073)",373,107,114,82,70
"Obrero (074)",170,112,29,9,20
"Trabajador independiente (075)",703,663,40,,
"Empleador o patrono (076)",26,18,7,1,
"Trabajador familiar no remunerado (077)",133,118,14,1,
"Trabajador del hogar (078)",21,21,,,
"De 45 a 64 años (080)",833,696,80,29,28
"Empleado (081)",123,51,27,22,23
"Obrero (082)",75,57,9,4,5
"Trabajador independiente (083)",519,488,31,,
"Empleador o patrono (084)",16,11,4,1,
"Trabajador familiar no remunerado (085)",91,80,9,2,
"Trabajador del hogar (086)",9,9,,,
"De 65 y más años (088)",122,116,4,2,
"Empleado (089)",3,1,2,,
"Obrero (090)",10,8,,2,
"Trabajador independiente (091)",95,93,2,,
"Trabajador familiar no remunerado (093)",12,12,,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",11734,9986,1407,163,178
"Empleado (097)",586,222,177,58,129
"Obrero (098)",1040,802,137,55,46
"Trabajador independiente (099)",5869,5259,610,,
"Empleador o patrono (100)",43,27,10,5,1
"Trabajador familiar no remunerado (101)",4145,3625,473,45,2
"Trabajador del hogar (102)",51,51,,,
"De 06 a 14 años (104)",949,851,84,14,
"Obrero (106)",81,74,7,,
"Trabajador independiente (107)",3,2,1,,
"Trabajador familiar no remunerado (109)",858,768,76,14,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",5023,4360,547,66,50
"Empleado (113)",193,81,55,23,34
"Obrero (114)",520,421,56,28,15
"Trabajador independiente (115)",2226,2017,209,,
"Empleador o patrono (116)",22,14,3,4,1
"Trabajador familiar no remunerado (117)",2031,1796,224,11,
"Trabajador del hogar (118)",31,31,,,
"De 30 a 44 años (120)",3480,2834,511,57,78
"Empleado (121)",300,111,100,27,62
"Obrero (122)",267,186,51,16,14
"Trabajador independiente (123)",2040,1801,239,,
"Empleador o patrono (124)",8,5,3,,
"Trabajador familiar no remunerado (125)",861,727,118,14,2
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",1944,1653,219,23,49
"Empleado (129)",93,30,22,8,33
"Obrero (130)",146,102,18,10,16
"Trabajador independiente (131)",1332,1203,129,,
"Empleador o patrono (132)",11,7,3,1,
"Trabajador familiar no remunerado (133)",354,303,47,4,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",338,288,46,3,1
"Obrero (138)",26,19,5,1,1
"Trabajador independiente (139)",268,236,32,,
"Empleador o patrono (140)",2,1,1,,
"Trabajador familiar no remunerado (141)",41,31,8,2,
"Trabajador del hogar (142)",1,1,,,
