"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",80,11,1,29,33,3,1,,2
"Pensionista (045)",105,7,2,28,51,5,7,3,2
"Otro(a) no pariente (046)",804,56,17,224,332,43,63,26,43
"Hombres (048)",47822,3497,1292,13970,17734,2652,3936,1869,2872
"Jefe o Jefa (049)",18595,691,8,5548,7326,1076,1895,526,1525
"Esposa(o)/ compa¤era(o) (050)",685,26,2,176,314,31,59,25,52
"Hijo(a)/ hijastro(a) (051)",18749,1687,812,5300,6711,1067,1331,947,894
"Yerno/ nuera (052)",1502,17,5,153,712,120,260,77,158
"Nieto(a) (053)",4267,713,373,1503,1210,149,108,155,56
"Padres/ suegros (054)",283,77,,159,35,2,6,2,2
"Otro(a) pariente (055)",3167,260,81,961,1173,175,239,120,158
"Trabajador(a) del hogar (056)",9,,,3,5,,1,,
"Pensionista (057)",87,6,2,23,44,4,5,2,1
"Otro(a) no pariente (058)",478,20,9,144,204,28,32,15,26
"Mujeres (060)",48469,5673,1239,14529,15731,2699,4522,1519,2557
"Jefe o Jefa (061)",6428,1288,3,2241,1601,284,544,130,337
"Esposa(o)/ compa¤era(o) (062)",15001,1456,23,4521,5422,820,1672,259,828
"Hijo(a)/ hijastro(a) (063)",18098,1559,777,4956,5955,1157,1752,858,1084
"Yerno/ nuera (064)",1202,12,1,144,614,108,194,48,81
"Nieto(a) (065)",4002,654,340,1460,1082,172,105,137,52
"Padres/ suegros (066)",648,314,,277,42,1,10,,4
"Otro(a) pariente (067)",2675,342,86,819,852,138,212,75,151
"Trabajador(a) del hogar (068)",71,11,1,26,28,3,,,2
"Pensionista (069)",18,1,,5,7,1,2,1,1
"Otro(a) no pariente (070)",326,36,8,80,128,15,31,11,17
,,,,,,,,,
"RURAL (072)",13238,1962,324,5025,4130,612,785,190,210
"Jefe o Jefa (073)",3477,493,3,1475,1036,145,214,50,61
"Esposa(o)/ compa¤era(o) (074)",2422,427,3,1027,679,98,156,7,25
"Hijo(a)/ hijastro(a) (075)",5307,627,229,1790,1828,294,340,97,102
"Yerno/ nuera (076)",287,6,1,61,148,24,33,11,3
"Nieto(a) (077)",722,178,60,270,176,16,9,6,7
"Padres/ suegros (078)",155,86,,59,8,1,1,,
"Otro(a) pariente (079)",739,129,28,287,215,29,26,18,7
"Trabajador(a) del hogar (080)",4,1,,3,,,,,
"Pensionista (081)",4,1,,1,2,,,,
"Otro(a) no pariente (082)",121,14,,52,38,5,6,1,5
"Hombres (084)",6916,809,175,2659,2341,309,378,117,128
"Jefe o Jefa (085)",2940,306,3,1282,938,130,181,44,56
"Esposa(o)/ compa¤era(o) (086)",30,4,,10,11,3,2,,
"Hijo(a)/ hijastro(a) (087)",2868,332,125,959,1042,143,159,52,56
"Yerno/ nuera (088)",126,1,1,27,69,8,14,5,1
"Nieto(a) (089)",369,82,31,135,104,6,4,1,6
"Padres/ suegros (090)",49,15,,30,3,,1,,
"Otro(a) pariente (091)",429,58,15,167,141,16,14,14,4
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",4,1,,1,2,,,,
"Otro(a) no pariente (094)",100,10,,47,31,3,3,1,5
"Mujeres (096)",6322,1153,149,2366,1789,303,407,73,82
"Jefe o Jefa (097)",537,187,,193,98,15,33,6,5
"Esposa(o)/ compa¤era(o) (098)",2392,423,3,1017,668,95,154,7,25
"Hijo(a)/ hijastro(a) (099)",2439,295,104,831,786,151,181,45,46
"Yerno/ nuera (100)",161,5,,34,79,16,19,6,2
"Nieto(a) (101)",353,96,29,135,72,10,5,5,1
"Padres/ suegros (102)",106,71,,29,5,1,,,
"Otro(a) pariente (103)",310,71,13,120,74,13,12,4,3
"Trabajador(a) del hogar (104)",3,1,,2,,,,,
"Otro(a) no pariente (106)",21,4,,5,7,2,3,,
