"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",10782,792,349,3055,4171,593,683,416,723
"Jefe o Jefa (049)",4533,154,2,1013,1867,326,424,236,511
"Esposa(o)/ compa¤era(o) (050)",343,10,,90,157,15,17,20,34
"Hijo(a)/ hijastro(a) (051)",4016,448,272,1458,1422,139,109,74,94
"Yerno/ nuera (052)",123,,,6,64,13,18,16,6
"Nieto(a) (053)",398,104,45,144,86,9,4,5,1
"Padres/ suegros (054)",99,27,,47,20,2,,,3
"Otro(a) pariente (055)",793,36,25,233,337,43,57,38,24
"Trabajador(a) del hogar (056)",8,1,,3,2,1,1,,
"Pensionista (057)",27,,,2,12,5,4,,4
"Otro(a) no pariente (058)",442,12,5,59,204,40,49,27,46
"Mujeres (060)",9973,1284,300,2945,3423,518,663,230,610
"Jefe o Jefa (061)",1759,289,4,466,517,81,170,43,189
"Esposa(o)/ compa¤era(o) (062)",3213,293,2,805,1247,231,281,91,263
"Hijo(a)/ hijastro(a) (063)",3544,472,255,1273,1156,125,133,71,59
"Yerno/ nuera (064)",114,,,15,55,14,12,4,14
"Nieto(a) (065)",300,79,28,126,59,2,2,2,2
"Padres/ suegros (066)",154,90,,49,7,3,2,,3
"Otro(a) pariente (067)",541,46,8,161,228,36,31,8,23
"Trabajador(a) del hogar (068)",47,,,11,31,3,1,,1
"Pensionista (069)",16,1,,2,6,,1,,6
"Otro(a) no pariente (070)",285,14,3,37,117,23,30,11,50
,,,,,,,,,
"RURAL (072)",9660,1352,229,3293,3569,437,347,208,225
"Jefe o Jefa (073)",3397,372,2,1115,1318,203,150,123,114
"Esposa(o)/ compa¤era(o) (074)",1798,303,1,593,646,95,87,24,49
"Hijo(a)/ hijastro(a) (075)",3039,490,193,1227,940,58,63,37,31
"Yerno/ nuera (076)",91,,,12,65,6,4,2,2
"Nieto(a) (077)",240,70,26,94,41,4,,3,2
"Padres/ suegros (078)",79,42,,34,2,,1,,
"Otro(a) pariente (079)",643,49,7,158,354,42,18,7,8
"Trabajador(a) del hogar (080)",23,2,,10,8,1,2,,
"Pensionista (081)",5,,,1,,2,2,,
"Otro(a) no pariente (082)",345,24,,49,195,26,20,12,19
"Hombres (084)",5594,566,108,1879,2250,287,212,159,133
"Jefe o Jefa (085)",2812,214,,929,1153,182,128,115,91
"Esposa(o)/ compa¤era(o) (086)",131,9,,39,57,5,9,6,6
"Hijo(a)/ hijastro(a) (087)",1681,257,96,669,541,37,43,22,16
"Yerno/ nuera (088)",44,,,7,34,1,,1,1
"Nieto(a) (089)",133,28,10,60,30,3,,2,
"Padres/ suegros (090)",39,13,,25,1,,,,
"Otro(a) pariente (091)",459,29,2,109,264,33,14,3,5
"Trabajador(a) del hogar (092)",6,,,2,1,1,2,,
"Pensionista (093)",5,,,1,,2,2,,
"Otro(a) no pariente (094)",284,16,,38,169,23,14,10,14
"Mujeres (096)",4066,786,121,1414,1319,150,135,49,92
"Jefe o Jefa (097)",585,158,2,186,165,21,22,8,23
"Esposa(o)/ compa¤era(o) (098)",1667,294,1,554,589,90,78,18,43
"Hijo(a)/ hijastro(a) (099)",1358,233,97,558,399,21,20,15,15
"Yerno/ nuera (100)",47,,,5,31,5,4,1,1
"Nieto(a) (101)",107,42,16,34,11,1,,1,2
"Padres/ suegros (102)",40,29,,9,1,,1,,
"Otro(a) pariente (103)",184,20,5,49,90,9,4,4,3
"Trabajador(a) del hogar (104)",17,2,,8,7,,,,
"Otro(a) no pariente (106)",61,8,,11,26,3,6,2,5
